T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
20.00061	4351.071	11.57498	-63.14087	3.690797
20.05472	4347.592	11.54021	-63.1037	3.601907
20.10883	4344.115	11.51523	-63.06646	3.51385
20.16294	4340.64	11.49933	-63.02915	3.426672
20.21704	4337.167	11.49197	-62.99177	3.340412
20.27115	4333.696	11.49162	-62.95433	3.255128
20.32526	4330.226	11.4983	-62.91683	3.170872
20.37937	4326.757	11.51034	-62.87926	3.087685
20.43348	4323.29	11.52855	-62.84164	3.00563
20.48759	4319.826	11.55199	-62.80397	2.924757
20.54169	4316.364	11.58061	-62.76625	2.845124
20.5958	4312.906	11.61446	-62.72849	2.766777
20.64991	4309.452	11.65374	-62.69069	2.689776
20.70402	4306.002	11.69815	-62.65285	2.61418
20.75813	4302.558	11.74874	-62.615	2.540036
20.81223	4299.119	11.80553	-62.57712	2.467403
20.86634	4295.687	11.86891	-62.53922	2.396329
20.92045	4292.267	11.93228	-62.50131	2.326873
20.97456	4288.879	11.9841	-62.4634	2.259079
21.02867	4285.494	12.06048	-62.42548	2.192993
21.08278	4282.108	12.15864	-62.38756	2.12867
21.13688	4278.72	12.26897	-62.34965	2.066137
21.19099	4275.331	12.38134	-62.31174	2.005452
21.2451	4271.94	12.4847	-62.27384	1.946641
21.29921	4268.553	12.5707	-62.23596	1.889757
21.35332	4265.176	12.63588	-62.19809	1.834828
21.40742	4261.814	12.68144	-62.16022	1.781892
21.46153	4258.466	12.71368	-62.12238	1.73098
21.51564	4255.127	12.73899	-62.08454	1.682123
21.56975	4251.788	12.76369	-62.04671	1.635347
21.62386	4248.441	12.79521	-62.00887	1.59067
21.67797	4245.083	12.84103	-61.97103	1.548114
21.73207	4241.716	12.90227	-61.93317	1.507694
21.78618	4238.349	12.97615	-61.89529	1.469424
21.84029	4234.983	13.0571	-61.85738	1.433315
21.8944	4231.623	13.13762	-61.81942	1.399386
21.94851	4228.266	13.20739	-61.78139	1.367645
22.00262	4224.91	13.25511	-61.7433	1.338121
22.05672	4221.553	13.26695	-61.70511	1.31084
22.11083	4218.199	13.23028	-61.6668	1.285854
22.16494	4214.856	13.13905	-61.62834	1.263245
22.21905	4211.527	12.99455	-61.58969	1.243137
22.27316	4208.213	12.80448	-61.5508	1.225724
