T[°C]	Scattering [mAU]	S.D.
20.00055	89.30437	
20.00066	89.42483	
20.00455	89.28735	
20.00646	89.55927	
20.0191	89.17734	
20.02295	89.65204	
20.04631	89.50383	
20.05161	89.17416	
20.07956	89.26312	
20.08674	89.09776	
20.1236	89.60793	
20.1317	89.59529	
20.17327	89.67155	
20.18309	89.25184	
20.23257	88.83926	
20.24348	88.99505	
20.29906	88.92685	
20.31126	89.13194	
20.37181	89.56264	
20.3853	89.20284	
20.45066	89.66942	
20.46486	88.4952	
20.53846	89.20571	
20.55396	88.84269	
20.62824	89.32773	
20.64473	89.2611	
20.72336	89.45121	
20.74014	89.47777	
20.82503	89.40128	
20.84308	89.25169	
20.92907	89.02078	
20.94695	89.36306	
21.03354	89.28782	
21.0516	89.36568	
21.14241	89.70817	
21.1614	89.18879	
21.25179	89.66103	
21.27061	89.13885	
21.35973	89.53573	
21.37881	88.9209	
21.47209	89.46469	
21.49154	89.42324	
21.58008	89.62568	
21.59892	89.80206	
21.68896	89.54473	
21.71036	89.67815	
21.79971	89.81538	
21.81874	90.06932	
21.90639	89.88974	
21.92514	90.03429	
22.01848	89.82791	
22.03781	89.44028	
22.12883	90.11251	
22.1472	89.71791	
22.23817	90.191	
22.25735	89.88103	
22.34678	89.41789	
22.36583	89.61659	
22.45748	89.21947	
22.47737	89.31143	
22.56398	89.22043	
22.58275	89.22081	
22.67464	89.24192	
22.69322	88.71352	
22.78398	89.57235	
22.80295	89.19704	
22.89361	89.66059	
22.9122	89.45494	
23.00435	89.67416	
23.0237	89.8818	
23.1128	89.67098	
23.13104	89.92465	
23.22252	89.30907	
23.24233	89.21445	
23.33396	89.90762	
23.3525	89.48376	
23.44092	89.82896	
23.46008	89.72809	
23.55144	89.63424	
23.57029	89.21514	
23.65968	89.36598	
23.67854	89.2531	
23.77135	90.17567	
23.79062	89.8357	
23.87955	90.35189	
23.89897	89.65428	
23.98858	90.04954	
24.00903	90.17103	
24.09936	89.55296	
24.11796	89.93052	
24.20565	89.74763	
24.22466	90.0522	
24.31653	90.17362	
24.33538	89.75964	
24.42693	89.93665	
24.44581	89.52292	
24.53632	89.71849	
24.55498	89.63006	
24.64438	89.85204	
24.664	89.56388	
24.75623	90.01107	
24.77517	90.10531	
24.86568	89.73678	
24.88519	90.1058	
24.97371	89.55026	
24.99314	90.12835	
25.08231	89.68386	
25.10318	89.97447	
25.19245	89.80334	
25.21419	89.98666	
25.30144	89.99904	
25.32062	89.70671	
25.41103	89.64397	
25.43229	89.76659	
25.52155	89.22794	
25.54065	89.39475	
25.63069	89.45149	
25.65076	89.34818	
25.73969	89.53794	
25.75972	89.42059	
25.85075	89.51096	
25.86916	89.38011	
25.95947	89.56911	
25.97832	89.14449	
26.06833	89.61797	
26.08718	89.21591	
26.17771	89.48267	
26.1981	89.79861	
26.2884	88.88017	
26.30852	89.12141	
26.39849	88.8621	
26.41775	89.63392	
26.50529	88.99814	
26.52377	89.51485	
26.61902	88.86945	
26.64095	89.26784	
26.73503	89.07995	
26.75417	88.34957	
26.84166	89.70759	
26.86101	89.22878	
26.95193	89.928	
26.9709	89.65166	
27.06242	89.71504	
27.08145	89.73638	
27.1708	89.62666	
27.18921	89.5424	
27.27939	89.69898	
27.29872	89.56236	
27.38976	90.01267	
27.40884	89.7442	
27.49932	89.50906	
27.51794	89.40785	
27.6096	89.36875	
27.62899	89.44311	
27.72054	89.65612	
27.74002	89.8636	
27.82685	90.07964	
27.84627	89.59882	
27.93664	89.701	
27.95567	89.6513	
28.04777	89.56847	
28.06861	89.85227	
28.15666	89.78242	
28.1756	89.81503	
28.26525	90.08844	
28.28404	89.57429	
28.37247	90.12361	
28.39244	89.22387	
28.48597	89.67931	
28.50585	89.46395	
28.59458	89.28387	
28.61298	89.66684	
28.70381	89.39224	
28.7226	89.30717	
28.8143	89.58991	
28.83461	89.33235	
28.92297	89.68651	
28.94162	89.38154	
29.03141	89.79563	
29.05072	89.97012	
29.14253	89.60681	
29.1623	89.87267	
29.25116	89.41727	
29.26954	89.52689	
29.35911	89.20238	
29.37836	89.68735	
29.47037	89.2373	
29.48961	89.25439	
29.5816	89.16629	
29.60068	88.82998	
29.68941	88.88504	
29.70797	89.38378	
29.79741	89.02934	
29.81713	89.11295	
29.90787	89.13193	
29.92694	88.66771	
30.01603	89.34812	
30.03478	89.37112	
30.12658	89.14497	
30.14586	89.30264	
30.23508	89.23127	
30.25366	88.79916	
30.34361	89.44189	
30.36262	88.91058	
30.45278	89.3133	
30.47318	88.85577	
30.56314	89.69728	
30.58211	89.02779	
30.67425	89.08383	
30.69392	89.09925	
30.78327	89.01977	
30.80267	89.2215	
30.89183	89.58617	
30.91213	89.16724	
31.00155	89.75665	
31.02071	89.23353	
31.11127	89.45722	
31.13341	89.38914	
31.2248	89.59081	
31.24597	89.61954	
31.33383	89.95765	
31.35564	89.79351	
31.44623	89.79297	
31.46513	89.66877	
31.55464	89.44111	
31.5735	89.534	
31.66777	89.01116	
31.68688	89.51682	
31.77558	89.17448	
31.79564	89.21845	
31.88434	89.62059	
31.90359	89.35967	
31.99551	89.05423	
32.01449	89.30749	
32.10762	89.35155	
32.12785	89.3161	
32.21899	89.53331	
32.2373	89.34657	
32.32513	89.4445	
32.3456	89.18745	
32.43665	89.42632	
32.45575	89.85368	
32.54476	89.24798	
32.56546	89.72124	
32.65496	89.15254	
32.67419	89.01681	
32.76603	89.21175	
32.78769	89.09589	
32.87863	89.17571	
32.89826	89.00257	
32.98523	88.80749	
33.00542	89.10106	
33.09414	88.68374	
33.11316	88.73189	
33.20681	89.14639	
33.2277	88.62666	
33.31731	89.16724	
33.33637	88.6907	
33.42437	88.85568	
33.44599	89.14256	
33.53638	89.02817	
33.55612	89.50631	
33.6484	89.18498	
33.66931	88.78188	
33.75636	89.3139	
33.77448	89.10445	
33.8669	89.19865	
33.88683	88.5756	
33.97636	89.30161	
33.99502	89.13504	
34.08728	89.4311	
34.10628	89.10199	
34.1947	89.50951	
34.2131	89.28441	
34.3045	89.43241	
34.32498	89.70611	
34.41382	89.66647	
34.43222	89.39899	
34.5225	89.22945	
34.54362	89.36342	
34.62958	89.21354	
34.64847	89.57125	
34.74134	89.62923	
34.76024	89.41389	
34.85147	89.70522	
34.86996	89.42091	
34.96043	89.04249	
34.97921	89.36076	
35.06865	88.84914	
35.08707	89.30422	
35.17826	89.21429	
35.19747	88.91052	
35.29226	89.71999	
35.3117	89.36276	
35.40091	89.25183	
35.4196	89.59861	
35.51101	89.39443	
35.53083	89.79027	
35.62068	89.29341	
35.63969	89.37154	
35.7314	89.06025	
35.75149	89.39732	
35.83982	89.56094	
35.8596	89.52991	
35.94827	89.45872	
35.96702	88.81565	
36.05783	89.10895	
36.07766	88.90762	
36.1665	88.57737	
36.1847	88.79912	
36.27438	88.8671	
36.29284	88.65118	
36.38359	88.8444	
36.40718	88.51805	
36.49752	89.16818	
36.51626	88.93099	
36.60677	88.93534	
36.62609	88.91385	
36.71431	88.75571	
36.73353	88.90584	
36.82545	88.81454	
36.84469	88.81084	
36.93336	88.93921	
36.95242	88.54073	
37.04359	88.52748	
37.06419	87.86638	
37.15378	88.73618	
37.17274	88.26392	
37.26254	89.05591	
37.28164	88.25572	
