Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_25_Bot_ETH_49-Run012,612,40,2.3,0.0,0.0,0.0,0.0,0.0
2023_07_25_Bot_ETH_49-Run024,616,27,0.0,0.0,0.0,0.0,0.0,0.0
