Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_25_Bot_ETH_56-Run031,642,124,27,13,6.7,0.0,6.7,2.3
2023_07_25_Bot_ETH_56-Run042,347,160,25,29,9.0,2.3,4.5,4.5
