Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_07_24_Bot_ETH_39-Run034,6049,414,38,6.8,0.0,0.0,0.0,0.0
2023_07_24_Bot_ETH_39-Run044,3903,396,16,0.0,0.0,0.0,0.0,0.0
