T[°C]	Scattering [mAU]	S.D.
20.00043	90.6433	0.3953888
20.05438	90.59785	0.2697598
20.10833	90.67745	0.172714
20.16228	90.67438	0.1621723
20.21623	90.6268	0.3976687
20.27018	90.51046	0.3245036
20.32413	90.62855	0.2139275
20.37808	90.62386	0.3089529
20.43203	90.70753	0.2881262
20.48598	90.51593	0.1937253
20.53993	90.60536	0.274877
20.59388	90.45139	0.1041109
20.64783	90.58585	0.2125962
20.70178	90.57541	0.1364167
20.75573	90.79896	0.2166135
20.80968	90.77425	0.1370629
20.86363	90.63956	0.4338494
20.91758	90.70696	0.4646789
20.97153	90.64035	0.6405607
21.02548	90.61892	0.4090478
21.07943	90.43909	0.3931059
21.13338	90.45306	0.4442405
21.18733	90.57492	0.5085776
21.24128	90.57046	0.5285847
21.29523	90.43863	0.6896254
21.34918	90.58656	0.5616807
21.40313	90.45698	0.4377152
21.45708	90.52741	0.4074869
21.51103	90.47178	0.1515657
21.56498	90.5162	0.3189918
21.61893	90.56358	0.4209712
21.67288	90.48801	0.3509824
21.72683	90.43549	0.4430995
21.78078	90.62105	0.1655928
21.83473	90.64024	0.3964869
21.88868	90.68311	0.3853282
21.94263	90.63354	0.8172709
21.99658	90.57207	0.7920623
22.05053	90.589	0.8486412
22.10448	90.49371	0.6692026
22.15843	90.38869	0.8380011
22.21238	90.38653	0.6254363
22.26632	90.57865	0.7642376
22.32027	90.54611	0.6714452
22.37423	90.6005	0.3927577
22.42817	90.53882	0.3836436
22.48212	90.52774	0.7434157
22.53607	90.56941	0.5545927
22.59002	90.52715	0.4747801
22.64397	90.54585	0.4160758
22.69792	90.52598	0.6304658
22.75187	90.56538	0.510828
22.80582	90.78267	0.3757272
22.85977	90.67811	0.6019456
22.91372	90.51037	0.6675751
22.96767	90.58125	0.7146138
23.02162	90.51691	0.6161414
23.07557	90.58613	0.3706565
23.12952	90.53378	0.5440918
23.18347	90.51685	0.4071297
23.23742	90.50352	0.3245958
23.29137	90.43195	0.2850499
23.34532	90.47005	0.1208188
23.39927	90.53748	0.03147155
23.45322	90.5368	0.08211733
23.50717	90.56521	0.2347793
23.56112	90.56112	0.3579785
23.61507	90.57445	0.3182227
23.66902	90.56734	0.3190225
23.72297	90.59003	0.2592737
23.77692	90.50228	0.2404481
23.83087	90.60332	0.2942601
23.88482	90.47171	0.258455
23.93877	90.56315	0.2851659
23.99272	90.53923	0.4369537
24.04667	90.35935	0.2624339
24.10062	90.54083	0.4962764
24.15457	90.30026	0.3794143
24.20852	90.50028	0.3993365
24.26247	90.40295	0.1568626
24.31642	90.49404	0.1453357
24.37037	90.29018	0.09115943
24.42432	90.52142	0.2818214
24.47827	90.49622	0.2929994
24.53222	90.45412	0.2011771
24.58617	90.51481	0.2774432
24.64012	90.47223	0.2504065
24.69407	90.64047	0.2478585
24.74802	90.50478	0.2587523
24.80197	90.70198	0.3551311
24.85592	90.46764	0.3594548
24.90987	90.4818	0.62419
24.96382	90.52765	0.7838907
25.01777	90.56802	0.7293147
25.07172	90.57245	0.6862208
25.12567	90.60188	0.4619441
25.17962	90.57668	0.4753475
25.23357	90.50208	0.3623251
25.28752	90.43101	0.2611724
25.34146	90.20016	0.3953964
25.39541	90.39002	0.2054721
25.44937	90.45869	0.459522
25.50331	90.45746	0.214019
25.55726	90.70255	0.5230671
25.61121	90.54483	0.4518135
25.66516	90.59387	0.4858047
25.71911	90.48525	0.6389863
25.77306	90.46933	0.7755682
25.82701	90.34838	0.7729698
25.88096	90.43665	0.8174604
25.93491	90.4195	0.8323586
25.98886	90.48722	0.8679699
26.04281	90.51638	0.7974846
26.09676	90.43261	1.013124
26.15071	90.46448	0.6717233
26.20466	90.33488	0.6044003
26.25861	90.36324	0.3756707
26.31256	90.3222	0.568717
26.36651	90.43683	0.3533291
26.42046	90.63914	0.1345695
26.47441	90.60989	0.3243529
26.52836	90.34023	0.5532599
26.58231	90.42658	0.3634647
26.63626	90.48677	0.4508238
26.69021	90.5253	0.2179898
26.74416	90.61002	0.1347527
26.79811	90.66138	0.1362863
26.85206	90.66706	0.3099128
26.90601	90.52745	0.3304094
26.95996	90.47202	0.2882938
27.01391	90.4548	0.3673066
27.06786	90.40189	0.388178
27.12181	90.51054	0.3384517
27.17576	90.46948	0.3431739
27.22971	90.44817	0.09697526
27.28366	90.4449	0.07320207
27.33761	90.30929	0.07642094
27.39156	90.42073	0.1600641
27.44551	90.45857	0.2809808
27.49946	90.48708	0.2686362
27.55341	90.56032	0.3252343
27.60736	90.46762	0.3815015
27.66131	90.49837	0.1809581
27.71526	90.41666	0.205182
27.76921	90.33337	0.1499719
27.82316	90.42542	0.4101145
27.87711	90.29675	0.1379323
27.93106	90.47993	0.5222394
27.98501	90.61868	0.445874
28.03896	90.59365	0.3270019
28.09291	90.51089	0.6709479
28.14686	90.40508	0.5386906
28.20081	90.19473	0.429576
28.25476	90.38698	0.707782
28.3087	90.29226	0.536828
28.36266	90.43356	0.7749377
28.4166	90.56361	0.2295591
28.47055	90.37649	0.3282308
28.5245	90.45204	0.366165
28.57845	90.46257	0.1743293
28.6324	90.22556	0.4282306
28.68635	90.53457	0.4123973
28.7403	90.45193	0.1428717
28.79425	90.58495	0.2365667
28.8482	90.32883	0.5426304
28.90215	90.38895	0.5116907
28.9561	90.45734	0.6713797
29.01005	90.39118	0.608589
29.064	90.41465	0.7256102
29.11795	90.46869	0.5993953
29.1719	90.33427	0.8569716
29.22585	90.38129	0.620038
29.2798	90.24232	0.666164
29.33375	90.27601	0.6025097
29.3877	90.47967	0.6426034
29.44165	90.41894	0.590713
29.4956	90.61881	0.2830557
29.54955	90.44777	0.4850128
29.6035	90.40096	0.2711089
29.65745	90.40212	0.3805956
29.7114	90.42901	0.4447517
29.76535	90.41758	0.4908871
29.8193	90.52554	0.5186769
29.87325	90.45609	0.4304571
29.9272	90.34729	0.5563003
29.98115	90.41151	0.4406157
30.0351	90.51779	0.2954496
30.08905	90.38135	0.5805447
30.143	90.37116	0.5949885
30.19695	90.48933	0.6867886
30.2509	90.27943	0.6267773
30.30485	90.45181	0.4062473
30.3588	90.53531	0.5582271
30.41275	90.45625	0.3872831
30.4667	90.3657	0.2927686
30.52065	90.33322	0.2317112
30.5746	90.44851	0.08287583
30.62855	90.44	0.1484111
30.6825	90.48376	0.06779005
30.73645	90.48598	0.1825111
30.7904	90.38158	0.2469656
30.84435	90.37498	0.1472892
30.8983	90.32162	0.1670442
30.95225	90.35661	0.1524846
