X Lag Time,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 3,X Intensity,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No3_230621 3
0.5,0.8,0.802,0.808,0.4,0,0,0
1,0.778,0.771,0.781,0.463,0,0,0
1.5,0.755,0.752,0.762,0.536,0,0,0
2,0.738,0.732,0.741,0.621,0,0,0
2.5,0.718,0.706,0.722,0.719,0,0,0
3,0.702,0.693,0.702,0.833,0,0,0
3.5,0.681,0.672,0.689,0.965,0,0,0
4,0.669,0.657,0.669,1.12,0,0,0
4.5,0.656,0.643,0.654,1.29,0,0,0
5.5,0.63,0.612,0.631,1.5,0,0,0
6.5,0.604,0.587,0.604,1.74,0,0,0
7.5,0.579,0.563,0.579,2.01,0,0,0
8.5,0.558,0.541,0.557,2.33,0,0,0
9.5,0.539,0.517,0.536,2.7,0,0,0
10.5,0.522,0.502,0.518,3.12,0,0,0
11.5,0.504,0.478,0.5,3.62,0,0,0
12.5,0.487,0.461,0.481,4.19,0,0,0
14.5,0.452,0.427,0.449,4.85,0,0,0
16.5,0.427,0.397,0.418,5.61,0,0,0
18.5,0.397,0.37,0.392,6.5,0.459,0.178,0
20.5,0.372,0.341,0.367,7.53,2.36,1.91,1.73
22.5,0.35,0.321,0.345,8.72,5.45,5.09,5.09
24.5,0.328,0.298,0.324,10.1,8.84,8.8,8.95
26.5,0.31,0.281,0.304,11.7,11.5,11.9,12
28.5,0.292,0.262,0.287,13.5,12.7,13.6,13.4
32.5,0.26,0.231,0.257,15.7,12,13.3,12.7
36.5,0.234,0.203,0.226,18.2,9.74,11.4,10.3
40.5,0.21,0.182,0.204,21,6.53,8.26,6.99
44.5,0.192,0.159,0.183,24.4,3.34,4.9,3.68
48.5,0.175,0.143,0.166,28.2,1.01,2.11,1.24
52.5,0.159,0.129,0.151,32.7,0,0.471,0.0758
56.5,0.147,0.117,0.138,37.8,0,0,0
60.5,0.136,0.106,0.127,43.8,0,0,0
68.5,0.117,0.0874,0.109,50.7,0,0,0
76.5,0.104,0.0748,0.0963,58.8,0,0,0
84.5,0.0903,0.0642,0.0836,68.1,0,0,0
92.5,0.0803,0.0559,0.0742,78.8,0,0,0
101,0.0727,0.0505,0.0689,91.3,0,0,0
109,0.0667,0.0452,0.0629,106,0,0,0
117,0.0629,0.0422,0.058,122,0,0,0
125,0.0603,0.0396,0.0541,142,0,0,0.0195
141,0.0541,0.0341,0.0481,164,0.111,0,0.247
157,0.0497,0.0301,0.0437,190,0.55,0.123,0.702
173,0.0472,0.0275,0.0391,220,1.28,0.426,1.31
189,0.0452,0.0251,0.0367,255,2.15,0.869,1.95
205,0.0435,0.0233,0.0345,295,2.96,1.37,2.51
221,0.0408,0.022,0.0331,342,3.52,1.82,2.89
237,0.0391,0.0203,0.0321,396,3.74,2.16,3.04
253,0.0372,0.02,0.0306,459,3.58,2.32,2.94
285,0.0348,0.0184,0.0274,531,3.08,2.3,2.62
317,0.0326,0.0166,0.0238,615,2.36,2.09,2.15
349,0.0307,0.0149,0.0229,712,1.55,1.74,1.59
381,0.0295,0.0138,0.0226,825,0.829,1.31,1.04
413,0.0264,0.0122,0.0219,955,0.304,0.872,0.566
445,0.0244,0.0107,0.022,1.11E+03,0.0412,0.486,0.229
477,0.0235,0.00925,0.0203,1.28E+03,0,0.203,0.0489
509,0.0218,0.00929,0.0184,1.48E+03,0,0.0459,0
573,0.0195,0.00932,0.0157,1.72E+03,0,0,0
637,0.0176,0.00795,0.0132,1.99E+03,0,0,0
701,0.0144,0.00869,0.0126,2.30E+03,0,0,0
765,0.012,0.00675,0.0112,2.67E+03,0,0,0
829,0.0116,0.00535,0.0105,3.09E+03,0,0,0
893,0.0101,0.0041,0.0104,3.58E+03,0,0,0
957,0.00793,0.00473,0.00851,4.15E+03,0,0,0
1.02E+03,0.00777,0.00342,0.00782,4.80E+03,0,0,0
1.15E+03,0.00652,0.00332,0.00534,5.56E+03,0,0,0
1.28E+03,0.00586,0.00219,0.00478,6.44E+03,0,0,0
1.40E+03,0.00362,0.00143,0.00446,7.46E+03,0,0,0
1.53E+03,0.00347,0.00235,0.00318,8.63E+03,0,0,0
1.66E+03,0.00413,0.00201,0.00213,,,,
1.79E+03,0.00287,0.00157,0.00316,,,,
1.92E+03,0.00333,0.000971,0.00308,,,,
2.04E+03,0.00272,0.00107,0.00225,,,,
2.30E+03,0.0023,0.00138,0.00137,,,,
2.56E+03,0.00152,0.000348,0.00195,,,,
2.81E+03,0.000431,0.00157,0.00147,,,,
3.07E+03,0.000987,0.0015,0.00241,,,,
3.32E+03,0.00199,0.00184,0.00222,,,,
3.58E+03,0.00227,0.000385,0.00158,,,,
3.84E+03,0.00231,0.000645,0.00188,,,,
4.09E+03,0.00204,0.00135,0.000678,,,,
4.60E+03,0.00172,0.00149,0.00213,,,,
5.12E+03,0.00144,0.000914,0.00232,,,,
5.63E+03,0.00176,0.00131,0.00163,,,,
6.14E+03,0.00168,0.00115,0.00175,,,,
6.65E+03,0.00234,0.00119,0.000951,,,,
7.16E+03,0.000798,0.001,0.00138,,,,
7.68E+03,0.00145,0.00104,0.00118,,,,
8.19E+03,0.000837,0.000685,0.000821,,,,
9.21E+03,0.00126,0.000217,0.00098,,,,
1.02E+04,0.00117,0.000578,0.00163,,,,
1.13E+04,0.00122,0.000546,0.00105,,,,
1.23E+04,0.00128,0.000812,0.000586,,,,
1.33E+04,0.00154,0.000966,0.00104,,,,
1.43E+04,0.00189,0.000777,0.00109,,,,
1.54E+04,0.00117,0.00113,0.00116,,,,
1.64E+04,0.00182,0.000825,0.00124,,,,
1.84E+04,0.00139,0.000661,0.00127,,,,
2.05E+04,0.00142,0.000325,0.00122,,,,
2.25E+04,0.00164,0.000892,0.0011,,,,
2.46E+04,0.00104,0.000663,0.0011,,,,
2.66E+04,0.000946,0.000934,0.000685,,,,
2.87E+04,0.00197,0.000731,0.000787,,,,
3.07E+04,0.00138,0.000629,0.00131,,,,
3.28E+04,0.00146,0.000774,0.000975,,,,
3.69E+04,0.0014,0.000389,0.000702,,,,
4.10E+04,0.00102,0.000644,0.00123,,,,
4.51E+04,0.00123,0.000367,0.00104,,,,
4.91E+04,0.0015,0.000932,0.000843,,,,
5.32E+04,0.00126,0.000499,0.00113,,,,
5.73E+04,0.00141,0.000189,0.000644,,,,
6.14E+04,0.001,0.000386,0.000563,,,,
6.55E+04,0.00114,0.000634,0.000723,,,,
7.37E+04,0.00147,0.000319,0.000729,,,,
8.19E+04,0.00135,0.000647,0.000773,,,,
9.01E+04,0.00122,0.0004,0.000473,,,,
9.83E+04,0.00141,0.000686,0.000689,,,,
1.06E+05,0.00138,0.000583,0.000947,,,,
1.15E+05,0.000968,0.000479,0.000358,,,,
1.23E+05,0.00139,0.000424,0.000759,,,,
1.31E+05,0.00172,0.000568,0.000555,,,,
1.47E+05,0.00141,0.000536,0.000696,,,,
1.64E+05,0.00143,0.000336,0.000776,,,,
1.80E+05,0.00111,0.000725,0.00061,,,,
1.97E+05,0.0013,0.000521,0.000864,,,,
2.13E+05,0.000942,0.000663,0.000644,,,,
2.29E+05,0.00108,0.000414,0.000542,,,,
2.46E+05,0.00134,0.000389,0.000293,,,,
2.62E+05,0.00153,0.000218,0.000847,,,,
2.95E+05,0.00147,0.000644,0.000828,,,,
3.28E+05,0.00156,0.000608,0.00122,,,,
3.60E+05,0.0017,0.000397,0.000637,,,,
3.93E+05,0.00139,0.000566,0.000932,,,,
4.26E+05,0.00132,0.000346,0.000792,,,,
4.59E+05,0.00163,0.000375,0.000872,,,,
4.92E+05,0.00178,0.000554,0.00054,,,,
5.24E+05,0.00106,0.000668,0.000905,,,,
5.90E+05,0.000882,0.000708,0.000609,,,,
6.55E+05,0.000786,0.000711,0.000522,,,,
7.21E+05,0.000828,0.000827,0.000569,,,,
7.86E+05,0.00076,0.000623,0.000771,,,,
8.52E+05,0.00077,0.000643,0.000485,,,,
9.18E+05,0.000992,0.000867,0.000437,,,,
9.83E+05,0.00125,0.000618,0.000373,,,,
1.05E+06,0.00192,0.000936,0.000209,,,,
1.18E+06,0.00287,0.000757,7.60E-05,,,,
1.31E+06,0.00237,0.000797,0.000296,,,,
1.44E+06,0.00309,0.000464,0,,,,
1.57E+06,0.00267,0.00139,0,,,,
1.70E+06,0.00262,0.00109,0.000289,,,,
1.84E+06,0.00337,0.000679,0.000206,,,,
1.97E+06,0.00302,0.00063,0.00061,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
