X Lag Time,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 3,X Intensity,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No3_230620 3
0.5,0.861,0.871,0.877,0.4,0,0,0
1,0.856,0.858,0.856,0.463,0,0,0
1.5,0.846,0.843,0.848,0.536,0,0,0
2,0.83,0.835,0.841,0.621,0,0,0
2.5,0.821,0.826,0.828,0.719,0,0,0
3,0.817,0.82,0.823,0.833,0,0,0
3.5,0.81,0.807,0.815,0.965,0,0,0
4,0.804,0.801,0.809,1.12,0,0,0
4.5,0.792,0.792,0.801,1.29,0,0,0
5.5,0.779,0.785,0.789,1.5,0,0,0
6.5,0.769,0.771,0.775,1.74,0,0,0
7.5,0.756,0.755,0.764,2.01,0,0,0
8.5,0.745,0.749,0.752,2.33,0,0,0
9.5,0.737,0.738,0.744,2.7,0,0,0
10.5,0.726,0.727,0.732,3.12,0,0,0
11.5,0.715,0.717,0.723,3.62,0,0,0
12.5,0.705,0.708,0.715,4.19,0,0,0
14.5,0.687,0.691,0.699,4.85,0,0,0
16.5,0.673,0.675,0.684,5.61,0,0,0
18.5,0.657,0.658,0.67,6.5,0,0,0
20.5,0.644,0.644,0.655,7.53,1.01,0.504,0.155
22.5,0.629,0.63,0.641,8.72,2.83,1.91,1.71
24.5,0.614,0.618,0.627,10.1,4.63,3.8,3.89
26.5,0.606,0.609,0.617,11.7,5.56,5.33,5.5
28.5,0.593,0.597,0.605,13.5,5.2,5.76,5.75
32.5,0.572,0.574,0.584,15.7,3.73,4.85,4.61
36.5,0.552,0.554,0.564,18.2,1.87,2.99,2.7
40.5,0.536,0.537,0.547,21,0.459,1.08,0.922
44.5,0.518,0.523,0.532,24.4,0,0,0
48.5,0.507,0.508,0.518,28.2,0,0,0
52.5,0.494,0.495,0.504,32.7,0,0,0
56.5,0.481,0.484,0.492,37.8,0,0,0
60.5,0.471,0.473,0.481,43.8,0,0,0
68.5,0.453,0.455,0.464,50.7,0,0,0
76.5,0.436,0.437,0.446,58.8,0,0,0
84.5,0.422,0.422,0.433,68.1,0,0,0
92.5,0.408,0.409,0.419,78.8,0.0428,0,0.201
101,0.398,0.398,0.407,91.3,0.501,0,0.632
109,0.387,0.386,0.397,106,1.35,0.476,1.21
117,0.378,0.377,0.387,122,2.4,1.48,1.86
125,0.369,0.369,0.378,142,3.44,2.81,2.51
141,0.354,0.354,0.363,164,4.32,4.18,3.14
157,0.34,0.341,0.35,190,4.96,5.35,3.74
173,0.328,0.328,0.337,220,5.34,6.2,4.32
