X Lag Time,Record 1: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 1,Record 2: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 2,Record 3: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 3,X Intensity,Record 1: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 1,Record 2: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 2,Record 3: JJ1_01mg_PS2_250ug_200rpm_10-00min_PM_No1_230607 3
48.5,0.315,0.321,0.302,28.2,0,0,0
52.5,0.3,0.306,0.288,32.7,0,0,0
56.5,0.287,0.293,0.273,37.8,0,0,0
60.5,0.274,0.28,0.262,43.8,0,0,0
68.5,0.253,0.258,0.241,50.7,0,0,0
76.5,0.237,0.241,0.224,58.8,0,0,0
84.5,0.224,0.227,0.21,68.1,0,0,0
92.5,0.213,0.216,0.199,78.8,0,0,0
101,0.203,0.205,0.188,91.3,0,0,0
109,0.194,0.196,0.181,106,0,0,0
117,0.187,0.19,0.174,122,0,0,0
125,0.181,0.184,0.168,142,0,0,0
141,0.171,0.174,0.158,164,0.829,0.176,0.521
157,0.163,0.165,0.149,190,2.47,1.34,1.73
173,0.156,0.158,0.142,220,4.48,3.34,3.38
189,0.15,0.152,0.136,255,6.27,5.58,5.06
205,0.146,0.147,0.132,295,7.36,7.36,6.36
221,0.14,0.142,0.129,342,7.48,8.2,7.01
237,0.137,0.137,0.124,396,6.65,7.89,6.9
253,0.132,0.133,0.12,459,5.1,6.57,6.09
285,0.124,0.126,0.113,531,3.26,4.61,4.78
317,0.118,0.119,0.105,615,1.59,2.56,3.25
349,0.11,0.112,0.0989,712,0.452,0.955,1.83
381,0.105,0.105,0.0937,825,0,0.116,0.748
413,0.099,0.0986,0.0893,955,0,0,0.156
445,0.094,0.0932,0.0846,1.11E+03,0,0,0
477,0.0906,0.0875,0.0797,1.28E+03,0,0,0
509,0.0869,0.0844,0.0742,1.48E+03,0,0,0
573,0.0786,0.0762,0.0662,1.72E+03,0,0,0
637,0.0712,0.0689,0.0594,1.99E+03,0,0,0
701,0.0639,0.0631,0.0524,2.30E+03,0,0,0
765,0.056,0.0564,0.0466,2.67E+03,0,0,0
829,0.0517,0.0514,0.0421,3.09E+03,0,0,0
893,0.0477,0.0463,0.0386,3.58E+03,0,0,0
957,0.0436,0.0415,0.0346,4.15E+03,0,0,0
1.02E+03,0.0402,0.0373,0.0315,4.80E+03,0.296,0,0
1.15E+03,0.034,0.0312,0.0265,5.56E+03,0.862,0,0
1.28E+03,0.03,0.0259,0.0214,6.44E+03,0,0,0
1.40E+03,0.0267,0.0217,0.0186,7.46E+03,0,0,0
1.53E+03,0.0235,0.0188,0.0163,8.63E+03,0,0,0
1.66E+03,0.0228,0.0154,0.0125,,,,
1.79E+03,0.0203,0.0147,0.0109,,,,
1.92E+03,0.0175,0.0121,0.0108,,,,
2.04E+03,0.0168,0.0111,0.00992,,,,
2.30E+03,0.0149,0.0105,0.00877,,,,
2.56E+03,0.0135,0.009,0.00882,,,,
2.81E+03,0.0111,0.00818,0.00765,,,,
3.07E+03,0.0118,0.00722,0.00699,,,,
3.32E+03,0.0128,0.00863,0.00661,,,,
3.58E+03,0.0124,0.00877,0.0054,,,,
3.84E+03,0.0117,0.00879,0.00506,,,,
4.09E+03,0.0126,0.00871,0.00434,,,,
4.60E+03,0.0117,0.00875,0.00413,,,,
5.12E+03,0.0108,0.0091,0.00362,,,,
5.63E+03,0.00867,0.00838,0.00515,,,,
6.14E+03,0.0075,0.00935,0.00689,,,,
6.65E+03,0.00693,0.00872,0.00673,,,,
7.16E+03,0.00863,0.00775,0.00618,,,,
7.68E+03,0.00867,0.00822,0.00616,,,,
8.19E+03,0.00939,0.0087,0.00468,,,,
9.21E+03,0.00786,0.00812,0.00408,,,,
1.02E+04,0.00908,0.00447,0.00409,,,,
1.13E+04,0.0102,0.00531,0.00472,,,,
1.23E+04,0.0105,0.00651,0.00452,,,,
1.33E+04,0.0116,0.00792,0.00619,,,,
1.43E+04,0.0106,0.00754,0.00533,,,,
1.54E+04,0.00958,0.00855,0.00552,,,,
1.64E+04,0.0108,0.00952,0.00667,,,,
1.84E+04,0.00946,0.00908,0.00413,,,,
2.05E+04,0.00827,0.00859,0.00335,,,,
2.25E+04,0.0082,0.00905,0.00419,,,,
2.46E+04,0.00702,0.00755,0.00437,,,,
2.66E+04,0.0083,0.00728,0.00306,,,,
2.87E+04,0.00743,0.00745,0.00293,,,,
3.07E+04,0.00894,0.00745,0.0048,,,,
3.28E+04,0.0102,0.00607,0.00516,,,,
3.69E+04,0.008,0.00708,0.00546,,,,
4.10E+04,0.00702,0.00816,0.00454,,,,
4.51E+04,0.00842,0.00605,0.00394,,,,
4.91E+04,0.0089,0.00773,0.00399,,,,
5.32E+04,0.0073,0.00743,0.00358,,,,
5.73E+04,0.00804,0.00639,0.003,,,,
6.14E+04,0.00927,0.00525,0.00372,,,,
6.55E+04,0.00713,0.0056,0.00373,,,,
7.37E+04,0.00564,0.00544,0.00311,,,,
8.19E+04,0.00656,0.00575,0.00284,,,,
9.01E+04,0.00664,0.00451,0.00308,,,,
9.83E+04,0.00629,0.00443,0.00348,,,,
1.06E+05,0.00604,0.00428,0.00285,,,,
1.15E+05,0.00625,0.0049,0.00289,,,,
1.23E+05,0.00542,0.0057,0.00271,,,,
1.31E+05,0.00566,0.0049,0.00302,,,,
1.47E+05,0.00544,0.00533,0.0029,,,,
1.64E+05,0.00585,0.00429,0.00304,,,,
1.80E+05,0.0062,0.00401,0.00372,,,,
1.97E+05,0.00565,0.0031,0.0027,,,,
2.13E+05,0.00473,0.00326,0.00279,,,,
2.29E+05,0.00499,0.00412,0.00238,,,,
2.46E+05,0.00475,0.00347,0.00233,,,,
2.62E+05,0.00471,0.003,0.00232,,,,
2.95E+05,0.00545,0.00354,0.00212,,,,
3.28E+05,0.0054,0.0025,0.00165,,,,
3.60E+05,0.00559,0.00281,0.00191,,,,
3.93E+05,0.00573,0.00236,0.00157,,,,
4.26E+05,0.00609,0.00227,0.00189,,,,
4.59E+05,0.0059,0.00251,0.00157,,,,
4.92E+05,0.00652,0.00254,0.00163,,,,
5.24E+05,0.00706,0.0028,0.0018,,,,
5.90E+05,0.00647,0.00271,0.00233,,,,
6.55E+05,0.00689,0.00149,0.00171,,,,
7.21E+05,0.00751,0.00126,0.00142,,,,
7.86E+05,0.0101,0.00093,0.00157,,,,
8.52E+05,0.0102,0.00105,0.0014,,,,
9.18E+05,0.00809,0.00118,0.00104,,,,
9.83E+05,0.0089,0.00119,0.00126,,,,
1.05E+06,0.00855,0.00116,0.00148,,,,
1.18E+06,0.0123,0.000126,0.000524,,,,
1.31E+06,0.0152,0.000382,0.00127,,,,
1.44E+06,0.0132,0.000377,0.00166,,,,
1.57E+06,0.0138,0.000102,0.00211,,,,
1.70E+06,0.0144,5.19E-06,0.000994,,,,
1.84E+06,0.0179,0,0.000863,,,,
1.97E+06,0.0197,0,0.00139,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
