X Lag Time,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No1_230613 3
0.5,0.845,0.853,0.86,0.4,0,0,0
1,0.837,0.833,0.85,0.463,0,0,0
1.5,0.82,0.825,0.829,0.536,0,0,0
2,0.802,0.809,0.815,0.621,0,0,0
2.5,0.791,0.807,0.806,0.719,0,0,0
3,0.785,0.789,0.799,0.833,0,0,0
3.5,0.773,0.783,0.791,0.965,0,0,0
4,0.762,0.768,0.776,1.12,0,0,0
4.5,0.753,0.761,0.767,1.29,0,0,0
5.5,0.735,0.741,0.754,1.5,0,0,0
6.5,0.719,0.725,0.739,1.74,0,0,0
7.5,0.702,0.712,0.72,2.01,0,0,0
8.5,0.689,0.697,0.702,2.33,0,0,0
9.5,0.677,0.682,0.692,2.7,0,0,0
10.5,0.661,0.672,0.681,3.12,0,0,0
11.5,0.651,0.66,0.666,3.62,0,0,0
12.5,0.636,0.648,0.655,4.19,0,0,0
14.5,0.617,0.62,0.633,4.85,0,0,0
16.5,0.595,0.602,0.61,5.61,0,0,0
18.5,0.57,0.581,0.59,6.5,0,0.346,0
20.5,0.551,0.562,0.57,7.53,0.599,1.21,0
22.5,0.537,0.544,0.556,8.72,2.1,2.35,0.665
24.5,0.518,0.528,0.539,10.1,4.07,3.46,2.87
26.5,0.503,0.513,0.525,11.7,5.8,4.33,5.65
28.5,0.489,0.497,0.508,13.5,6.72,4.85,7.66
32.5,0.46,0.469,0.48,15.7,6.57,5.03,8.01
36.5,0.436,0.444,0.455,18.2,5.48,4.88,6.65
40.5,0.411,0.421,0.432,21,3.82,4.47,4.26
44.5,0.391,0.401,0.411,24.4,2.11,3.83,1.88
48.5,0.373,0.384,0.391,28.2,0.797,3.02,0.376
52.5,0.356,0.367,0.375,32.7,0.121,2.12,0
56.5,0.342,0.35,0.362,37.8,0,1.26,0
60.5,0.327,0.337,0.345,43.8,0,0.562,0
68.5,0.302,0.312,0.319,50.7,0.205,0.15,0
76.5,0.281,0.29,0.298,58.8,0.807,0.125,0.0886
84.5,0.262,0.272,0.279,68.1,1.79,0.528,0.868
92.5,0.246,0.257,0.262,78.8,3.03,1.33,2.36
101,0.231,0.241,0.249,91.3,4.32,2.45,4.26
109,0.22,0.228,0.235,106,5.47,3.72,6.13
117,0.207,0.216,0.224,122,6.33,4.96,7.57
125,0.198,0.205,0.213,142,6.79,6.01,8.29
141,0.18,0.185,0.196,164,6.82,6.7,8.19
157,0.166,0.17,0.182,190,6.44,6.93,7.32
173,0.151,0.158,0.167,220,5.72,6.66,5.9
189,0.141,0.146,0.154,255,4.76,5.95,4.2
205,0.129,0.136,0.143,295,3.69,4.89,2.55
221,0.122,0.127,0.134,342,2.62,3.64,1.21
237,0.112,0.118,0.124,396,1.66,2.37,0.348
253,0.104,0.111,0.117,459,0.903,1.28,0
285,0.0905,0.0981,0.102,531,0.379,0.506,0
317,0.0789,0.0868,0.0903,615,0.094,0.0965,0
349,0.069,0.0775,0.0796,712,0,0,0
381,0.0607,0.0693,0.0722,825,0,0,0
413,0.0538,0.062,0.0642,955,0,0,0
445,0.0481,0.0557,0.0574,1.11E+03,0,0,0
477,0.0441,0.0494,0.0525,1.28E+03,0,0,0
509,0.0399,0.0448,0.0471,1.48E+03,0,0,0
573,0.0327,0.0362,0.0388,1.72E+03,0,0,0
637,0.0254,0.029,0.0315,1.99E+03,0,0,0
701,0.0204,0.0222,0.0264,2.30E+03,0,0,0
765,0.0168,0.0181,0.0227,2.67E+03,0,0,0.0265
829,0.0122,0.0137,0.0195,3.09E+03,0,0,0.133
