X Lag Time,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 3
60.5,0.166,0.16,0.164,43.8,0,0,0
68.5,0.148,0.142,0.146,50.7,0,0,0
76.5,0.134,0.127,0.132,58.8,0,0,0
84.5,0.122,0.115,0.12,68.1,0,0,0
92.5,0.113,0.106,0.11,78.8,0,0,0
101,0.105,0.0985,0.102,91.3,0,0,0
109,0.0981,0.0924,0.0962,106,0,0,0
117,0.0936,0.087,0.0902,122,0,0,0.0537
125,0.0887,0.0826,0.0855,142,0.321,0.0944,0.339
141,0.0809,0.0751,0.0774,164,1.11,0.595,0.878
157,0.0758,0.0697,0.0719,190,2.24,1.49,1.59
173,0.0719,0.0661,0.0667,220,3.45,2.59,2.37
189,0.0674,0.0621,0.0638,255,4.46,3.64,3.08
205,0.0635,0.0592,0.0612,295,5.06,4.43,3.61
221,0.0616,0.0564,0.0593,342,5.15,4.78,3.91
237,0.0598,0.0533,0.0563,396,4.73,4.65,3.93
253,0.0569,0.051,0.0544,459,3.89,4.08,3.69
285,0.0522,0.0473,0.0505,531,2.82,3.2,3.22
317,0.0475,0.0454,0.0466,615,1.73,2.17,2.61
349,0.0444,0.043,0.044,712,0.82,1.22,1.94
381,0.0407,0.039,0.0401,825,0.232,0.492,1.28
413,0.0385,0.0371,0.0373,955,0,0.0967,0.726
445,0.0369,0.0349,0.0351,1.11E+03,0,0,0.318
477,0.0343,0.0323,0.0335,1.28E+03,0,0,0.0825
509,0.0321,0.0314,0.0324,1.48E+03,0,0,0
573,0.0284,0.0267,0.0289,1.72E+03,0,0,0
637,0.0252,0.0224,0.0271,1.99E+03,0,0,0
701,0.0226,0.0217,0.023,2.30E+03,0,0,0
765,0.0191,0.0196,0.0208,2.67E+03,0,0,0
829,0.0157,0.0176,0.019,3.09E+03,0,0,0
893,0.0146,0.0147,0.018,3.58E+03,0,0,0
957,0.0134,0.0112,0.0159,4.15E+03,0,0,0
1.02E+03,0.0111,0.0108,0.0134,4.80E+03,0,0,0
1.15E+03,0.00875,0.00945,0.0112,5.56E+03,0,0,0
1.28E+03,0.00805,0.00761,0.00873,6.44E+03,0,0,0
1.40E+03,0.00751,0.00633,0.00665,7.46E+03,0,0,0
1.53E+03,0.00485,0.00574,0.0058,8.63E+03,0,0,0
1.66E+03,0.00597,0.00536,0.00521,,,,
1.79E+03,0.00497,0.0043,0.00332,,,,
1.92E+03,0.00391,0.00426,0.00407,,,,
2.04E+03,0.00394,0.004,0.00502,,,,
2.30E+03,0.00348,0.00355,0.00446,,,,
2.56E+03,0.00346,0.00276,0.00374,,,,
2.81E+03,0.00374,0.00312,0.0033,,,,
3.07E+03,0.00406,0.00263,0.00154,,,,
3.32E+03,0.00513,0.000956,0.00201,,,,
3.58E+03,0.00446,0.00172,0.00166,,,,
3.84E+03,0.0044,0.00237,0.00239,,,,
4.09E+03,0.00418,0.00126,0.00194,,,,
4.60E+03,0.00329,0.00186,0.000829,,,,
5.12E+03,0.00368,0.00213,0.0014,,,,
5.63E+03,0.00261,0.00213,0.00173,,,,
6.14E+03,0.00296,0.00261,0.00176,,,,
6.65E+03,0.0029,0.00389,0.00113,,,,
7.16E+03,0.0017,0.00343,0.000747,,,,
7.68E+03,0.00283,0.00163,0.00198,,,,
8.19E+03,0.0021,0.00212,0.00148,,,,
9.21E+03,0.00192,0.00279,0.00103,,,,
1.02E+04,0.00384,0.00224,0.00178,,,,
1.13E+04,0.00313,0.00282,0.00187,,,,
1.23E+04,0.0035,0.00237,0.00115,,,,
1.33E+04,0.00327,0.00213,0.00231,,,,
1.43E+04,0.00285,0.00287,0.00196,,,,
1.54E+04,0.00315,0.00277,0.000896,,,,
1.64E+04,0.00247,0.0024,0.00177,,,,
1.84E+04,0.00284,0.00185,0.00308,,,,
2.05E+04,0.00221,0.00223,0.00241,,,,
2.25E+04,0.00295,0.00331,0.00175,,,,
2.46E+04,0.00302,0.0028,0.00128,,,,
2.66E+04,0.00248,0.0025,0.00118,,,,
2.87E+04,0.0024,0.00294,0.00139,,,,
3.07E+04,0.00213,0.00299,0.00159,,,,
3.28E+04,0.00247,0.00264,0.00172,,,,
3.69E+04,0.00348,0.00237,0.0017,,,,
4.10E+04,0.00283,0.00223,0.00186,,,,
4.51E+04,0.00266,0.00274,0.0022,,,,
4.91E+04,0.00231,0.00237,0.00212,,,,
5.32E+04,0.0017,0.00216,0.00117,,,,
5.73E+04,0.00294,0.00288,0.00186,,,,
6.14E+04,0.00304,0.00283,0.00223,,,,
6.55E+04,0.0024,0.00191,0.00169,,,,
7.37E+04,0.00261,0.00174,0.00157,,,,
8.19E+04,0.00214,0.00245,0.00152,,,,
9.01E+04,0.00201,0.00218,0.00146,,,,
9.83E+04,0.00201,0.00216,0.00105,,,,
1.06E+05,0.00214,0.00217,0.000888,,,,
1.15E+05,0.00216,0.00152,0.0012,,,,
1.23E+05,0.00152,0.00229,0.00139,,,,
1.31E+05,0.00233,0.00193,0.00123,,,,
1.47E+05,0.00225,0.00221,0.00114,,,,
1.64E+05,0.00253,0.00196,0.000937,,,,
1.80E+05,0.00278,0.00161,0.000739,,,,
1.97E+05,0.0024,0.00228,0.000637,,,,
2.13E+05,0.00233,0.00236,0.00103,,,,
2.29E+05,0.00216,0.00157,0.000608,,,,
2.46E+05,0.00189,0.00225,0.000261,,,,
2.62E+05,0.00215,0.0021,0.000991,,,,
2.95E+05,0.00168,0.00164,0.00109,,,,
3.28E+05,0.00256,0.00225,0.000804,,,,
3.60E+05,0.00148,0.00205,0.000792,,,,
3.93E+05,0.00223,0.00208,0.000805,,,,
4.26E+05,0.00117,0.00211,0.00056,,,,
4.59E+05,0.00122,0.00154,0.000801,,,,
4.92E+05,0.00156,0.00142,0.000545,,,,
5.24E+05,0.00295,0.00295,0.000424,,,,
5.90E+05,0.00247,0.00168,0.000715,,,,
6.55E+05,0.00198,0.00236,0.000503,,,,
7.21E+05,0.00236,0.00258,0.000386,,,,
7.86E+05,0.00177,0.00222,0.000497,,,,
8.52E+05,0.00252,0.00206,0.000509,,,,
9.18E+05,0.0024,0.00208,0.000156,,,,
9.83E+05,0.00231,0.0021,0.000246,,,,
1.05E+06,0.000938,0.00257,0.00151,,,,
1.18E+06,0.00034,0.00145,0.0014,,,,
1.31E+06,0.000838,0.00181,0.00104,,,,
1.44E+06,0.000994,0.00117,0.000948,,,,
1.57E+06,0.000349,0.0012,0.00141,,,,
1.70E+06,0.0011,0.00175,0.000997,,,,
1.84E+06,0.0011,0.000841,0.00142,,,,
1.97E+06,1.14E-05,0.00192,0.00159,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
