X Lag Time,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_PM_No1_230613 3
0.5,0.733,0.744,0.738,0.4,0,0,0
1,0.711,0.726,0.721,0.463,0,0,0
1.5,0.691,0.704,0.708,0.536,0,0,0
2,0.681,0.688,0.684,0.621,0,0,0
2.5,0.666,0.675,0.668,0.719,0,0,0
3,0.649,0.663,0.658,0.833,0,0,0
3.5,0.637,0.646,0.642,0.965,0,0,0
4,0.627,0.632,0.632,1.12,0,0,0
4.5,0.611,0.622,0.62,1.29,0,0,0
5.5,0.592,0.599,0.599,1.5,0,0,0
6.5,0.57,0.576,0.576,1.74,0,0,0
7.5,0.554,0.558,0.556,2.01,0,0,0
8.5,0.537,0.54,0.539,2.33,0,0,0
9.5,0.519,0.525,0.521,2.7,0,0,0.231
10.5,0.503,0.504,0.502,3.12,0,0,0.432
11.5,0.489,0.489,0.489,3.62,0,0,0.384
12.5,0.474,0.475,0.476,4.19,0,0,0.146
14.5,0.445,0.448,0.448,4.85,0,0,0.00277
16.5,0.422,0.424,0.423,5.61,0,0,0.292
18.5,0.4,0.399,0.401,6.5,0,0.00423,1.23
20.5,0.379,0.379,0.378,7.53,1.12,1.42,2.83
22.5,0.358,0.358,0.357,8.72,4.07,4.22,4.85
24.5,0.342,0.34,0.341,10.1,7.85,7.6,6.92
26.5,0.325,0.322,0.323,11.7,11,10.4,8.57
28.5,0.311,0.306,0.308,13.5,12.3,11.8,9.45
32.5,0.282,0.278,0.28,15.7,11.4,11.4,9.32
36.5,0.257,0.255,0.255,18.2,8.7,9.29,8.21
40.5,0.237,0.234,0.234,21,5.17,6.22,6.36
44.5,0.218,0.215,0.217,24.4,2.06,3.14,4.19
48.5,0.202,0.198,0.2,28.2,0.299,0.919,2.17
52.5,0.187,0.185,0.186,32.7,0,0,0.725
56.5,0.177,0.171,0.174,37.8,0,0,0.0481
