X Lag Time,Record 1: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 1,Record 2: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 2,Record 3: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 3,X Intensity,Record 1: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 1,Record 2: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 2,Record 3: JJ1_01mg_PS2_250ug_200rpm_10-00min_ST_No2_230607 3
0.5,0.776,0.799,0.799,0.4,0,0,0
1,0.751,0.769,0.772,0.463,0,0,0
1.5,0.734,0.747,0.744,0.536,0,0,0
2,0.707,0.727,0.723,0.621,0,0,0
2.5,0.688,0.71,0.707,0.719,0,0,0
3,0.678,0.69,0.686,0.833,0,0,0
3.5,0.656,0.672,0.663,0.965,0,0,0
4,0.637,0.659,0.649,1.12,0,0,0
4.5,0.627,0.646,0.637,1.29,0,0,0
5.5,0.598,0.613,0.606,1.5,0,0,0
6.5,0.572,0.592,0.583,1.74,0,0,0
7.5,0.547,0.564,0.557,2.01,0,0,0
8.5,0.526,0.543,0.533,2.33,0,0,0
9.5,0.508,0.523,0.513,2.7,0,0,0
10.5,0.487,0.502,0.489,3.12,0,0,0
11.5,0.47,0.482,0.473,3.62,0,0,0
12.5,0.452,0.465,0.453,4.19,0,0,0
14.5,0.418,0.434,0.421,4.85,0,0,0
16.5,0.389,0.406,0.39,5.61,0.395,0,0
18.5,0.361,0.377,0.36,6.5,1.59,0.108,0.269
20.5,0.338,0.35,0.334,7.53,3.65,1.91,2.43
22.5,0.313,0.328,0.312,8.72,6.28,5.25,6.1
24.5,0.295,0.308,0.288,10.1,8.97,9.11,10.1
26.5,0.274,0.287,0.269,11.7,11.1,12.3,13
28.5,0.256,0.27,0.25,13.5,12.3,13.9,14.2
32.5,0.227,0.24,0.219,15.7,12.1,13.5,13.4
36.5,0.201,0.212,0.193,18.2,10.6,11.4,10.9
40.5,0.179,0.189,0.17,21,8.15,8.17,7.56
44.5,0.162,0.169,0.15,24.4,5.26,4.71,4.18
48.5,0.144,0.153,0.136,28.2,2.62,1.91,1.6
52.5,0.128,0.137,0.121,32.7,0.782,0.356,0.251
56.5,0.119,0.126,0.108,37.8,0,0,0
60.5,0.107,0.115,0.0978,43.8,0,0,0
68.5,0.0908,0.0974,0.0805,50.7,0,0,0
76.5,0.0773,0.0854,0.0674,58.8,0,0,0
84.5,0.0684,0.0739,0.0595,68.1,0,0,0
92.5,0.0602,0.0648,0.0508,78.8,0,0,0
101,0.0547,0.058,0.0459,91.3,0,0,0
109,0.0496,0.0531,0.0418,106,0,0,0
117,0.0462,0.0485,0.0388,122,0,0,0
125,0.0433,0.0452,0.0351,142,0,0,0
141,0.0386,0.0396,0.0307,164,0,0,0
157,0.0352,0.0368,0.0262,190,0,0.141,0.0477
173,0.0339,0.0336,0.0245,220,0.0399,0.493,0.217
189,0.031,0.032,0.0239,255,0.255,0.994,0.501
205,0.0285,0.0312,0.0234,295,0.631,1.53,0.854
221,0.0283,0.0295,0.0216,342,1.08,1.96,1.21
237,0.0267,0.0277,0.0204,396,1.51,2.21,1.52
253,0.027,0.0272,0.0207,459,1.81,2.23,1.74
285,0.0265,0.0268,0.0182,531,1.93,2.03,1.84
317,0.0246,0.0242,0.017,615,1.86,1.64,1.81
349,0.0245,0.0219,0.0156,712,1.61,1.17,1.67
381,0.0233,0.0219,0.0149,825,1.26,0.698,1.44
413,0.0224,0.0223,0.0142,955,0.86,0.318,1.15
445,0.0223,0.0205,0.0133,1.11E+03,0.491,0.0836,0.848
477,0.0211,0.0187,0.013,1.28E+03,0.21,0,0.559
