X Lag Time,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_ST_No2_230620 3
0.5,0.838,0.83,0.827,0.4,0,0,0
1,0.807,0.805,0.801,0.463,0,0,0
1.5,0.783,0.783,0.778,0.536,0,0,0
2,0.765,0.763,0.754,0.621,0,0,0
2.5,0.748,0.743,0.739,0.719,0,0,0
3,0.73,0.731,0.724,0.833,0,0,0
3.5,0.714,0.71,0.71,0.965,0,0,0
4,0.694,0.692,0.691,1.12,0,0,0
4.5,0.683,0.681,0.68,1.29,0,0,0
5.5,0.655,0.656,0.65,1.5,0,0,0
6.5,0.632,0.631,0.627,1.74,0,0,0
7.5,0.606,0.606,0.602,2.01,0,0,0
8.5,0.583,0.585,0.579,2.33,0,0,0
9.5,0.564,0.565,0.559,2.7,0,0,0
10.5,0.546,0.545,0.54,3.12,0,0,0
11.5,0.525,0.525,0.524,3.62,0,0,0
12.5,0.506,0.507,0.504,4.19,0,0,0
14.5,0.474,0.478,0.474,4.85,0,0,0
16.5,0.444,0.447,0.442,5.61,0,0,0
18.5,0.414,0.417,0.412,6.5,0.595,0.587,0.202
20.5,0.391,0.393,0.389,7.53,2.18,2.22,1.72
22.5,0.367,0.368,0.368,8.72,4.52,4.69,4.43
24.5,0.345,0.349,0.345,10.1,7.05,7.42,7.56
26.5,0.326,0.328,0.325,11.7,9.2,9.73,10.2
28.5,0.307,0.31,0.306,13.5,10.5,11.1,11.7
32.5,0.274,0.276,0.274,15.7,10.8,11.1,11.7
36.5,0.243,0.247,0.247,18.2,10,9.99,10.3
40.5,0.22,0.223,0.222,21,8.47,7.91,7.87
44.5,0.199,0.203,0.2,24.4,6.41,5.41,5.12
48.5,0.18,0.184,0.182,28.2,4.27,3.04,2.64
52.5,0.165,0.166,0.166,32.7,2.4,1.24,0.906
56.5,0.15,0.153,0.153,37.8,1.02,0.26,0.0919
60.5,0.138,0.141,0.14,43.8,0.252,0,0
68.5,0.117,0.121,0.12,50.7,0,0,0
76.5,0.1,0.105,0.104,58.8,0,0,0
84.5,0.0879,0.0908,0.0917,68.1,0,0,0
92.5,0.0764,0.0806,0.0818,78.8,0.0305,0,0
101,0.0666,0.0718,0.0726,91.3,0.196,0.183,0.194
109,0.0604,0.0662,0.0656,106,0.513,0.621,0.645
117,0.0563,0.0616,0.0604,122,0.944,1.26,1.29
125,0.0519,0.0564,0.0555,142,1.42,1.98,2.01
141,0.044,0.0488,0.049,164,1.88,2.64,2.67
157,0.0387,0.0422,0.0435,190,2.24,3.12,3.15
173,0.0346,0.0397,0.0393,220,2.46,3.34,3.36
189,0.0317,0.0357,0.0352,255,2.53,3.27,3.29
205,0.0286,0.0326,0.032,295,2.43,2.93,2.95
221,0.0262,0.0308,0.0298,342,2.19,2.39,2.41
237,0.0244,0.0278,0.0279,396,1.84,1.74,1.76
253,0.0219,0.0261,0.0266,459,1.43,1.09,1.12
285,0.0193,0.0228,0.0229,531,1.02,0.542,0.568
317,0.0172,0.019,0.0191,615,0.642,0.175,0.195
349,0.0149,0.0161,0.0173,712,0.34,0.0106,0.0205
381,0.0131,0.0136,0.0151,825,0.134,0,0
413,0.0123,0.0128,0.0146,955,0.0283,0,0
445,0.012,0.0113,0.0112,1.11E+03,0,0,0
477,0.0106,0.0108,0.0115,1.28E+03,0,0,0
509,0.0098,0.0111,0.0103,1.48E+03,0,0,0
573,0.00762,0.0078,0.00857,1.72E+03,0,0,0
637,0.00443,0.00754,0.00591,1.99E+03,0,0,0
701,0.0045,0.00465,0.00564,2.30E+03,0,0,0
765,0.00422,0.00526,0.00424,2.67E+03,0,0,0
