X Lag Time,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 3,X Intensity,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No2_230620 3
0.5,0.79,0.794,0.795,0.4,0,0,0
1,0.774,0.782,0.786,0.463,0,0,0
1.5,0.76,0.765,0.769,0.536,0,0,0
2,0.745,0.751,0.759,0.621,0,0,0
2.5,0.734,0.739,0.745,0.719,0,0,0
3,0.721,0.732,0.736,0.833,0,0,0
3.5,0.712,0.718,0.726,0.965,0,0,0
4,0.7,0.707,0.712,1.12,0,0,0
4.5,0.692,0.697,0.705,1.29,0,0,0
5.5,0.672,0.678,0.687,1.5,0,0,0
6.5,0.654,0.662,0.668,1.74,0,0,0
7.5,0.636,0.646,0.653,2.01,0,0,0
8.5,0.621,0.63,0.639,2.33,0,0,0
9.5,0.606,0.615,0.625,2.7,0,0,0
10.5,0.59,0.602,0.61,3.12,0,0,0
11.5,0.576,0.587,0.598,3.62,0,0,0
12.5,0.564,0.574,0.586,4.19,0,0,0
14.5,0.538,0.55,0.562,4.85,0,0,0
16.5,0.515,0.527,0.54,5.61,0,0,0
18.5,0.493,0.508,0.519,6.5,0,0,0
20.5,0.471,0.486,0.501,7.53,1.08,0.509,0
22.5,0.453,0.469,0.482,8.72,3.22,2.55,1.63
24.5,0.434,0.451,0.465,10.1,5.7,5.43,4.59
26.5,0.417,0.435,0.449,11.7,7.68,7.98,7.59
28.5,0.401,0.42,0.433,13.5,8.58,9.26,9.37
32.5,0.374,0.392,0.407,15.7,8.25,8.94,9.26
36.5,0.348,0.366,0.382,18.2,6.88,7.26,7.44
40.5,0.326,0.345,0.361,21,4.92,4.87,4.69
44.5,0.306,0.325,0.34,24.4,2.9,2.52,2.07
48.5,0.287,0.307,0.322,28.2,1.28,0.821,0.432
52.5,0.272,0.291,0.306,32.7,0.323,0.0456,0
56.5,0.256,0.276,0.292,37.8,0,0,0
60.5,0.244,0.264,0.279,43.8,0,0,0
68.5,0.221,0.242,0.257,50.7,0.00246,0,0
76.5,0.203,0.224,0.238,58.8,0.263,0.283,0
84.5,0.188,0.208,0.223,68.1,0.852,0.969,0
92.5,0.175,0.195,0.208,78.8,1.71,1.99,0.232
101,0.164,0.183,0.196,91.3,2.72,3.17,1.04
109,0.153,0.173,0.186,106,3.71,4.3,2.35
117,0.145,0.164,0.178,122,4.56,5.2,3.92
125,0.137,0.157,0.17,142,5.15,5.72,5.39
141,0.124,0.143,0.156,164,5.42,5.8,6.49
157,0.113,0.132,0.145,190,5.35,5.44,7.01
173,0.104,0.123,0.135,220,4.97,4.7,6.91
189,0.0954,0.115,0.127,255,4.35,3.71,6.23
205,0.0887,0.107,0.119,295,3.56,2.62,5.12
221,0.0834,0.1,0.112,342,2.7,1.59,3.79
237,0.0781,0.0954,0.106,396,1.87,0.758,2.46
253,0.0733,0.09,0.1,459,1.15,0.224,1.33
285,0.0647,0.0813,0.0906,531,0.589,0.00117,0.529
317,0.0582,0.0741,0.0819,615,0.225,0,0.11
349,0.052,0.068,0.074,712,0.0445,0,0
381,0.0476,0.0623,0.0659,825,0,0,0
413,0.0434,0.0578,0.0595,955,0,0,0
445,0.038,0.0537,0.0546,1.11E+03,0,0,0
477,0.0329,0.0494,0.0492,1.28E+03,0,0,0
509,0.0305,0.0454,0.0453,1.48E+03,0,0,0
573,0.0252,0.039,0.0379,1.72E+03,0,0,0
637,0.0217,0.0348,0.0327,1.99E+03,0,0,0
701,0.0185,0.0314,0.0297,2.30E+03,0,0,0
765,0.0152,0.028,0.0252,2.67E+03,0,0,0
829,0.0131,0.0257,0.0216,3.09E+03,0,0.0441,0
893,0.0115,0.0241,0.0194,3.58E+03,0,0.245,0
957,0.0115,0.0222,0.0171,4.15E+03,0,0.603,0
1.02E+03,0.0112,0.0201,0.0156,4.80E+03,0,1.04,0
1.15E+03,0.00849,0.018,0.0126,5.56E+03,0,1.42,0
1.28E+03,0.00823,0.0153,0.00926,6.44E+03,0,0,0
1.40E+03,0.00596,0.0141,0.00842,7.46E+03,0,0,0
1.53E+03,0.00363,0.0122,0.00609,8.63E+03,0,0,0
1.66E+03,0.0037,0.0119,0.00616,,,,
1.79E+03,0.00395,0.0117,0.00659,,,,
1.92E+03,0.00358,0.0124,0.00754,,,,
2.04E+03,0.00376,0.0106,0.00689,,,,
2.30E+03,0.00435,0.0102,0.00683,,,,
2.56E+03,0.00495,0.00957,0.00851,,,,
2.81E+03,0.00445,0.0106,0.00578,,,,
3.07E+03,0.00362,0.0107,0.00409,,,,
3.32E+03,0.00611,0.00889,0.0037,,,,
3.58E+03,0.00435,0.0106,0.00534,,,,
3.84E+03,0.00247,0.0121,0.00443,,,,
4.09E+03,0.00251,0.0109,0.004,,,,
4.60E+03,0.0034,0.00928,0.00474,,,,
5.12E+03,0.00341,0.0103,0.0036,,,,
5.63E+03,0.00345,0.0108,0.00272,,,,
6.14E+03,0.00313,0.0106,0.0049,,,,
6.65E+03,0.00276,0.0102,0.00456,,,,
7.16E+03,0.00343,0.00942,0.00595,,,,
7.68E+03,0.00269,0.00858,0.00358,,,,
8.19E+03,0.00314,0.01,0.00237,,,,
9.21E+03,0.00397,0.00844,0.00411,,,,
1.02E+04,0.00278,0.00698,0.00411,,,,
1.13E+04,0.0038,0.00935,0.00238,,,,
1.23E+04,0.00378,0.00885,0.00276,,,,
1.33E+04,0.00325,0.00934,0.00406,,,,
1.43E+04,0.0034,0.00956,0.00563,,,,
1.54E+04,0.00307,0.00843,0.00499,,,,
1.64E+04,0.00378,0.00797,0.00461,,,,
1.84E+04,0.00299,0.00791,0.00427,,,,
2.05E+04,0.00206,0.0095,0.00447,,,,
2.25E+04,0.0027,0.00836,0.00396,,,,
2.46E+04,0.00358,0.00875,0.00496,,,,
2.66E+04,0.00347,0.00875,0.00401,,,,
2.87E+04,0.00332,0.00916,0.00435,,,,
3.07E+04,0.00264,0.00906,0.00606,,,,
3.28E+04,0.00285,0.00763,0.00456,,,,
3.69E+04,0.00304,0.0083,0.00486,,,,
4.10E+04,0.00295,0.00862,0.0033,,,,
4.51E+04,0.00282,0.00806,0.00316,,,,
4.91E+04,0.00342,0.00898,0.00332,,,,
5.32E+04,0.0036,0.00796,0.00504,,,,
5.73E+04,0.00361,0.0069,0.00321,,,,
6.14E+04,0.00295,0.0078,0.0038,,,,
6.55E+04,0.00357,0.00725,0.00297,,,,
7.37E+04,0.00322,0.00755,0.00425,,,,
8.19E+04,0.00355,0.00696,0.00417,,,,
9.01E+04,0.00315,0.00612,0.0047,,,,
9.83E+04,0.0037,0.00643,0.00368,,,,
1.06E+05,0.00305,0.00786,0.00261,,,,
1.15E+05,0.00332,0.00719,0.00366,,,,
1.23E+05,0.00412,0.00679,0.00379,,,,
1.31E+05,0.00311,0.00706,0.0034,,,,
1.47E+05,0.00304,0.00677,0.00385,,,,
1.64E+05,0.00283,0.00638,0.0034,,,,
1.80E+05,0.00288,0.00643,0.0038,,,,
1.97E+05,0.00307,0.00593,0.00273,,,,
2.13E+05,0.00249,0.00519,0.00269,,,,
2.29E+05,0.0027,0.00528,0.00297,,,,
2.46E+05,0.00292,0.00504,0.00297,,,,
2.62E+05,0.00242,0.00415,0.00282,,,,
2.95E+05,0.00207,0.00365,0.00244,,,,
3.28E+05,0.00211,0.0037,0.00215,,,,
3.60E+05,0.00211,0.00258,0.00215,,,,
3.93E+05,0.00207,0.00195,0.00237,,,,
4.26E+05,0.00178,0.00239,0.00228,,,,
4.59E+05,0.00169,0.0021,0.00144,,,,
4.92E+05,0.0019,0.00161,0.00242,,,,
5.24E+05,0.00146,0.00135,0.0023,,,,
5.90E+05,0.00158,0.00184,0.00168,,,,
6.55E+05,0.00175,0.00179,0.00173,,,,
7.21E+05,0.0018,0.00167,0.00196,,,,
7.86E+05,0.00194,0.00219,0.00152,,,,
8.52E+05,0.0024,0.00116,0.0019,,,,
9.18E+05,0.00278,0.000795,0.00301,,,,
9.83E+05,0.00309,0.00142,0.00198,,,,
1.05E+06,0.0032,0.000969,0.00347,,,,
1.18E+06,0.00425,0.00102,0.00494,,,,
1.31E+06,0.00496,0.000849,0.00527,,,,
1.44E+06,0.00625,0.000963,0.00397,,,,
1.57E+06,0.00563,0.000725,0.00373,,,,
1.70E+06,0.00503,0.000915,0.00353,,,,
1.84E+06,0.00398,0,0.00244,,,,
1.97E+06,0.00174,3.21E-05,0.00156,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
