X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 3
0.5,0.842,0.829,0.822,0.4,0,0,0
1,0.828,0.813,0.812,0.463,0,0,0
1.5,0.815,0.797,0.792,0.536,0,0,0
2,0.797,0.782,0.783,0.621,0,0,0
2.5,0.785,0.767,0.77,0.719,0,0,0
3,0.776,0.757,0.754,0.833,0,0,0
3.5,0.762,0.741,0.746,0.965,0,0,0
4,0.749,0.732,0.733,1.12,0,0,0
4.5,0.739,0.719,0.722,1.29,0,0,0
5.5,0.72,0.699,0.702,1.5,0,0,0
6.5,0.7,0.68,0.684,1.74,0,0,0
7.5,0.682,0.663,0.667,2.01,0,0,0
8.5,0.665,0.648,0.65,2.33,0,0,0
9.5,0.649,0.63,0.633,2.7,0,0,0
10.5,0.635,0.613,0.618,3.12,0,0,0
11.5,0.62,0.599,0.604,3.62,0,0,0
12.5,0.607,0.585,0.591,4.19,0,0,0
14.5,0.581,0.56,0.564,4.85,0,0,0
16.5,0.556,0.531,0.54,5.61,0,0,0
18.5,0.534,0.509,0.518,6.5,0,0.536,0
20.5,0.513,0.488,0.498,7.53,0.404,1.81,0
22.5,0.494,0.467,0.477,8.72,2.12,3.6,1.69
24.5,0.475,0.447,0.459,10.1,4.67,5.47,4.77
26.5,0.456,0.43,0.442,11.7,7.1,6.98,7.91
28.5,0.441,0.413,0.426,13.5,8.57,7.79,9.84
32.5,0.412,0.383,0.395,15.7,8.67,7.75,9.92
36.5,0.384,0.356,0.368,18.2,7.48,6.91,8.24
40.5,0.36,0.333,0.344,21,5.46,5.48,5.52
44.5,0.339,0.311,0.324,24.4,3.23,3.78,2.76
48.5,0.32,0.29,0.306,28.2,1.41,2.17,0.792
52.5,0.303,0.274,0.288,32.7,0.33,0.93,0
56.5,0.287,0.261,0.273,37.8,0,0.222,0
