X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No1_230613 3
60.5,0.273,0.246,0.26,43.8,0,0,0
68.5,0.249,0.223,0.237,50.7,0.123,0,0
76.5,0.228,0.202,0.217,58.8,0.616,0.338,0
84.5,0.211,0.185,0.201,68.1,1.48,1.07,0.363
92.5,0.197,0.171,0.187,78.8,2.58,2.12,1.26
101,0.183,0.161,0.174,91.3,3.69,3.31,2.56
109,0.174,0.15,0.164,106,4.63,4.43,3.96
117,0.164,0.141,0.155,122,5.25,5.28,5.18
125,0.156,0.133,0.147,142,5.46,5.73,5.96
141,0.14,0.119,0.133,164,5.27,5.71,6.18
157,0.127,0.108,0.122,190,4.73,5.23,5.82
173,0.118,0.0981,0.113,220,3.94,4.39,4.98
189,0.109,0.0907,0.106,255,3.02,3.33,3.84
205,0.102,0.0843,0.0988,295,2.1,2.23,2.61
221,0.095,0.0783,0.0929,342,1.28,1.25,1.49
237,0.0887,0.0734,0.087,396,0.648,0.531,0.651
253,0.0838,0.0691,0.0819,459,0.239,0.125,0.164
285,0.0754,0.0602,0.0723,531,0.0424,0,0
317,0.0671,0.0515,0.065,615,0,0,0
349,0.0602,0.0459,0.0581,712,0,0,0
381,0.0535,0.0414,0.0528,825,0,0,0
413,0.0479,0.0371,0.0474,955,0,0,0
445,0.0443,0.0333,0.0432,1.11E+03,0,0,0
477,0.0406,0.0292,0.0403,1.28E+03,0,0,0
509,0.037,0.0259,0.0375,1.48E+03,0,0,0
573,0.0321,0.0213,0.0318,1.72E+03,0.0352,0,0
637,0.0285,0.0186,0.0274,1.99E+03,0.125,0,0
701,0.0246,0.0148,0.0218,2.30E+03,0.269,0,0.0229
765,0.0214,0.014,0.0202,2.67E+03,0.453,0,0.116
829,0.0197,0.0114,0.0176,3.09E+03,0.653,0.0133,0.283
893,0.0194,0.0093,0.0166,3.58E+03,0.84,0.101,0.501
957,0.0183,0.00765,0.0148,4.15E+03,0.986,0.265,0.726
1.02E+03,0.0162,0.00767,0.0137,4.80E+03,1.06,0.465,0.908
1.15E+03,0.0132,0.00589,0.0113,5.56E+03,1.05,0.641,1
1.28E+03,0.00905,0.00379,0.00945,6.44E+03,0,0,0
1.40E+03,0.00783,0.00409,0.0101,7.46E+03,0,0,0
1.53E+03,0.00721,0.00391,0.00672,8.63E+03,0,0,0
1.66E+03,0.00726,0.00549,0.00626,,,,
1.79E+03,0.00672,0.00565,0.00643,,,,
1.92E+03,0.00568,0.00616,0.00731,,,,
2.04E+03,0.00552,0.00497,0.00669,,,,
2.30E+03,0.00443,0.00499,0.00619,,,,
2.56E+03,0.00619,0.00439,0.00441,,,,
2.81E+03,0.00436,0.00172,0.00269,,,,
3.07E+03,0.00411,0.00149,0.00259,,,,
3.32E+03,0.00285,0.00265,0.00306,,,,
3.58E+03,0.00235,0.00258,0.0036,,,,
3.84E+03,0.00278,0.00268,0.00345,,,,
4.09E+03,0.00242,0.00158,0.00247,,,,
4.60E+03,0.00506,0.00174,0.00185,,,,
5.12E+03,0.00271,0.00251,0.00236,,,,
5.63E+03,0.00148,0.0021,0.00245,,,,
6.14E+03,0.00296,0.00154,0.00188,,,,
6.65E+03,0.00318,0.00292,0.00295,,,,
7.16E+03,0.00166,0.00302,0.00326,,,,
7.68E+03,0.004,0.00366,0.0041,,,,
8.19E+03,0.00179,0.00277,0.00298,,,,
9.21E+03,0.00173,0.00167,0.0029,,,,
1.02E+04,0.0021,0.00105,0.00387,,,,
1.13E+04,0.00157,0.00303,0.00112,,,,
1.23E+04,0.00303,0.00244,0.00134,,,,
1.33E+04,0.00468,0.00254,0.00116,,,,
1.43E+04,0.00269,0.00297,0.00345,,,,
1.54E+04,0.0011,0.00302,0.00296,,,,
1.64E+04,0.00202,0.00253,0.00194,,,,
1.84E+04,0.0023,0.00235,0.0041,,,,
2.05E+04,0.00184,0.00197,0.00243,,,,
2.25E+04,0.00252,0.00196,0.00217,,,,
2.46E+04,0.00222,0.00149,0.00305,,,,
2.66E+04,0.00235,0.00167,0.00258,,,,
2.87E+04,0.00313,0.00224,0.00186,,,,
3.07E+04,0.00312,0.00263,0.00172,,,,
3.28E+04,0.00266,0.00298,0.00242,,,,
3.69E+04,0.00242,0.00142,0.00132,,,,
4.10E+04,0.00353,0.00181,0.00218,,,,
4.51E+04,0.00254,0.00104,0.00272,,,,
4.91E+04,0.00307,0.00218,0.00229,,,,
5.32E+04,0.00229,0.00161,0.00208,,,,
5.73E+04,0.00303,0.00142,0.00185,,,,
6.14E+04,0.00318,0.00194,0.00167,,,,
6.55E+04,0.0033,0.0012,0.00237,,,,
7.37E+04,0.00217,0.0017,0.00152,,,,
8.19E+04,0.00222,0.00167,0.00175,,,,
9.01E+04,0.0025,0.000998,0.00198,,,,
9.83E+04,0.00236,0.0011,0.00176,,,,
1.06E+05,0.00261,0.00115,0.00209,,,,
1.15E+05,0.0024,0.00101,0.00205,,,,
1.23E+05,0.0019,0.000695,0.00154,,,,
1.31E+05,0.0021,0.00138,0.00214,,,,
1.47E+05,0.00213,0.00114,0.00188,,,,
1.64E+05,0.002,0.00131,0.00144,,,,
1.80E+05,0.00167,0.0017,0.00205,,,,
1.97E+05,0.0016,0.00203,0.00155,,,,
2.13E+05,0.00182,0.00155,0.00107,,,,
2.29E+05,0.00187,0.00187,0.0022,,,,
2.46E+05,0.00172,0.00255,0.0011,,,,
2.62E+05,0.00253,0.00206,0.00191,,,,
2.95E+05,0.00239,0.00249,0.00202,,,,
3.28E+05,0.00263,0.00303,0.0019,,,,
3.60E+05,0.00213,0.00317,0.00207,,,,
3.93E+05,0.00227,0.00255,0.00172,,,,
4.26E+05,0.00271,0.00218,0.00191,,,,
4.59E+05,0.00219,0.00248,0.00233,,,,
4.92E+05,0.00235,0.00288,0.00221,,,,
5.24E+05,0.00182,0.00279,0.000928,,,,
5.90E+05,0.00187,0.00125,0.001,,,,
6.55E+05,0.00164,0.00138,0.00125,,,,
7.21E+05,0.00151,0.00112,0.00032,,,,
7.86E+05,0.00129,0.00192,0.00144,,,,
8.52E+05,0.00203,0.00197,0.00111,,,,
9.18E+05,0.00186,0.0027,0.00103,,,,
9.83E+05,0.00131,0.00335,0.00127,,,,
1.05E+06,0.00168,0.00138,0.00178,,,,
1.18E+06,0.000786,0.00279,0.00198,,,,
1.31E+06,0.00084,0.00214,0.00186,,,,
1.44E+06,0.0018,0.00138,0.00169,,,,
1.57E+06,0.000685,0.000704,0.00105,,,,
1.70E+06,0.000622,0.00314,0.00112,,,,
1.84E+06,0.000246,0.00169,0.00109,,,,
1.97E+06,0.000745,0.00459,0.00134,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
