X Lag Time,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 3,X Intensity,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No2_230620 3
0.5,0.892,0.903,0.883,0.4,0,0,0
1,0.884,0.898,0.876,0.463,0,0,0
1.5,0.877,0.885,0.875,0.536,0,0,0
2,0.869,0.885,0.865,0.621,0,0,0
2.5,0.863,0.88,0.862,0.719,0,0,0
3,0.859,0.875,0.854,0.833,0,0,0
3.5,0.858,0.868,0.848,0.965,0,0,0
4,0.848,0.875,0.853,1.12,0,0,0
4.5,0.852,0.868,0.849,1.29,0,0,0
5.5,0.844,0.858,0.842,1.5,0,0,0
6.5,0.834,0.847,0.833,1.74,0,0,0
7.5,0.835,0.848,0.825,2.01,0,0,0
8.5,0.829,0.838,0.823,2.33,0,0,0
9.5,0.82,0.833,0.815,2.7,0,0,0
10.5,0.817,0.828,0.81,3.12,0,0,0
11.5,0.81,0.824,0.808,3.62,0,0,0
12.5,0.805,0.821,0.803,4.19,0,0,0
14.5,0.798,0.813,0.793,4.85,0,0,0.155
16.5,0.788,0.801,0.782,5.61,0,0,0.556
18.5,0.78,0.796,0.773,6.5,0,0,0.803
20.5,0.773,0.786,0.767,7.53,0,0,0.74
22.5,0.765,0.777,0.758,8.72,0,0.522,0.552
24.5,0.756,0.768,0.751,10.1,0.432,1.54,0.533
26.5,0.749,0.765,0.743,11.7,1.17,2.42,0.831
28.5,0.743,0.758,0.739,13.5,1.85,2.63,1.32
32.5,0.732,0.745,0.724,15.7,2.1,2.09,1.7
36.5,0.721,0.732,0.713,18.2,1.78,1.15,1.66
40.5,0.709,0.721,0.702,21,1.06,0.335,1.16
44.5,0.7,0.711,0.692,24.4,0.351,0,0.452
48.5,0.689,0.702,0.68,28.2,0,0,0
52.5,0.68,0.692,0.674,32.7,0,0,0
56.5,0.672,0.684,0.665,37.8,0,0,0
60.5,0.663,0.676,0.657,43.8,0,0,0
68.5,0.648,0.66,0.643,50.7,0,0,0
76.5,0.635,0.645,0.626,58.8,0,0,0
84.5,0.621,0.631,0.614,68.1,0.159,0,0
92.5,0.609,0.622,0.602,78.8,0.584,0,0
101,0.598,0.61,0.591,91.3,1.13,0,0
109,0.587,0.601,0.581,106,1.63,0.0889,0.188
117,0.575,0.589,0.571,122,1.97,0.478,1.02
125,0.566,0.579,0.56,142,2.18,1.3,2.4
141,0.548,0.561,0.541,164,2.37,2.57,3.98
157,0.531,0.544,0.524,190,2.69,4.22,5.45
173,0.515,0.528,0.507,220,3.27,6.07,6.57
189,0.499,0.513,0.492,255,4.14,7.89,7.24
205,0.485,0.5,0.478,295,5.26,9.39,7.48
221,0.471,0.485,0.464,342,6.48,10.3,7.35
237,0.458,0.47,0.451,396,7.62,10.6,6.97
253,0.446,0.458,0.438,459,8.47,10,6.42
285,0.422,0.434,0.413,531,8.85,8.71,5.79
317,0.4,0.411,0.391,615,8.66,6.89,5.14
349,0.38,0.388,0.37,712,7.89,4.82,4.5
381,0.359,0.368,0.35,825,6.63,2.85,3.89
