X Lag Time,Record 1: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 1,Record 2: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 2,Record 3: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 3,X Intensity,Record 1: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 1,Record 2: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 2,Record 3: JJ1_01mg_PS8_500ug_200rpm_10-00min_PM_No3_230601 3
0.5,0.829,0.832,0.837,0.4,0,0,0
1,0.813,0.805,0.814,0.463,0,0,0
1.5,0.794,0.782,0.794,0.536,0,0,0
2,0.774,0.763,0.773,0.621,0,0,0
2.5,0.757,0.745,0.758,0.719,0,0,0
3,0.742,0.727,0.741,0.833,0,0,0
3.5,0.721,0.713,0.725,0.965,0,0,0
4,0.708,0.696,0.707,1.12,0,0,0
4.5,0.695,0.681,0.696,1.29,0,0,0
5.5,0.672,0.653,0.671,1.5,0,0,0
6.5,0.647,0.63,0.646,1.74,0,0,0
7.5,0.623,0.604,0.623,2.01,0,0,0
8.5,0.601,0.583,0.602,2.33,0,0,0
9.5,0.584,0.563,0.581,2.7,0,0,0
10.5,0.565,0.539,0.564,3.12,0,0,0
11.5,0.547,0.522,0.546,3.62,0,0,0
12.5,0.529,0.503,0.529,4.19,0,0,0
14.5,0.499,0.472,0.5,4.85,0,0,0
16.5,0.47,0.441,0.47,5.61,0,0,0
18.5,0.444,0.415,0.441,6.5,0,0,0
20.5,0.42,0.388,0.418,7.53,1.44,1.23,1.38
22.5,0.398,0.365,0.397,8.72,4.94,4.68,4.86
24.5,0.375,0.341,0.374,10.1,9.35,9.18,9.2
26.5,0.355,0.323,0.355,11.7,12.9,12.9,12.7
28.5,0.339,0.306,0.337,13.5,14.3,14.4,13.9
32.5,0.306,0.273,0.305,15.7,12.9,13.2,12.5
36.5,0.278,0.244,0.278,18.2,9.43,9.76,9.06
40.5,0.256,0.222,0.253,21,5.14,5.48,4.94
44.5,0.236,0.2,0.234,24.4,1.64,1.87,1.58
48.5,0.217,0.181,0.214,28.2,0,0.0411,0
52.5,0.202,0.167,0.199,32.7,0,0,0
56.5,0.187,0.152,0.188,37.8,0,0,0
60.5,0.176,0.141,0.175,43.8,0,0,0
68.5,0.157,0.122,0.156,50.7,0,0,0
76.5,0.141,0.108,0.14,58.8,0,0,0
84.5,0.127,0.0959,0.127,68.1,0,0,0
92.5,0.116,0.0874,0.116,78.8,0,0,0
101,0.109,0.0804,0.108,91.3,0,0,0
109,0.101,0.075,0.102,106,0,0,0
117,0.0961,0.0684,0.0963,122,0,0,0
125,0.092,0.0645,0.0919,142,0.467,0,0.413
141,0.0849,0.0592,0.0852,164,1.47,0.0348,1.3
157,0.0798,0.0547,0.0804,190,2.7,0.459,2.43
173,0.0769,0.0495,0.076,220,3.76,1.26,3.46
189,0.0733,0.0472,0.0722,255,4.33,2.25,4.1
205,0.0697,0.0452,0.069,295,4.24,3.17,4.2
221,0.0689,0.0453,0.0674,342,3.55,3.82,3.74
237,0.0668,0.043,0.0658,396,2.49,4.06,2.88
253,0.0646,0.0414,0.063,459,1.35,3.86,1.85
285,0.0595,0.0371,0.0585,531,0.465,3.29,0.906
317,0.0559,0.0351,0.0545,615,0.0264,2.47,0.262
349,0.0531,0.0328,0.0506,712,0,1.58,0
381,0.0495,0.0301,0.0489,825,0,0.793,0
413,0.0462,0.0288,0.0471,955,0,0.253,0
445,0.0447,0.0269,0.045,1.11E+03,0,0.0102,0
477,0.0439,0.0243,0.0429,1.28E+03,0,0,0
509,0.0428,0.0225,0.0407,1.48E+03,0,0,0
573,0.0392,0.0201,0.0379,1.72E+03,0,0,0
637,0.0356,0.017,0.0338,1.99E+03,0,0,0
701,0.0315,0.0155,0.0305,2.30E+03,0,0,0
765,0.0296,0.0131,0.0303,2.67E+03,0,0,0
