X Lag Time,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 3,X Intensity,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No4_230621 3
0.5,0.848,0.85,0.842,0.4,0,0,0
1,0.834,0.831,0.817,0.463,0,0,0
1.5,0.815,0.821,0.806,0.536,0,0,0
2,0.803,0.799,0.79,0.621,0,0,0
2.5,0.793,0.797,0.784,0.719,0,0,0
3,0.784,0.779,0.768,0.833,0,0,0
3.5,0.772,0.768,0.765,0.965,0,0,0
4,0.758,0.756,0.747,1.12,0,0,0
4.5,0.75,0.753,0.737,1.29,0,0,0
5.5,0.733,0.736,0.723,1.5,0,0,0
6.5,0.72,0.721,0.705,1.74,0,0,0
7.5,0.702,0.707,0.688,2.01,0,0,0
8.5,0.686,0.69,0.675,2.33,0,0,0
9.5,0.674,0.676,0.66,2.7,0,0,0
10.5,0.66,0.663,0.651,3.12,0,0,0
11.5,0.649,0.655,0.637,3.62,0,0,0
12.5,0.637,0.64,0.622,4.19,0,0,0
14.5,0.614,0.616,0.601,4.85,0,0,0
16.5,0.593,0.598,0.581,5.61,0,0,0
18.5,0.572,0.581,0.56,6.5,0,0,0
20.5,0.554,0.56,0.546,7.53,0,0,0
22.5,0.536,0.545,0.526,8.72,1.14,1.27,0.475
24.5,0.521,0.528,0.512,10.1,3.78,3.77,2.87
26.5,0.504,0.513,0.493,11.7,6.7,6.44,6.09
28.5,0.49,0.497,0.481,13.5,8.54,8.15,8.47
32.5,0.462,0.471,0.453,15.7,8.57,8.23,8.92
36.5,0.437,0.449,0.431,18.2,6.9,6.72,7.38
40.5,0.415,0.426,0.408,21,4.31,4.29,4.68
44.5,0.397,0.408,0.389,24.4,1.85,1.91,2.01
48.5,0.378,0.389,0.371,28.2,0.361,0.397,0.372
52.5,0.362,0.373,0.352,32.7,0,0,0
56.5,0.347,0.36,0.341,37.8,0,0,0
60.5,0.334,0.347,0.327,43.8,0,0,0
68.5,0.311,0.323,0.303,50.7,0,0,0
76.5,0.291,0.304,0.285,58.8,0,0,0
84.5,0.272,0.287,0.267,68.1,0.13,0,0.303
92.5,0.26,0.273,0.253,78.8,0.75,0.307,1.14
101,0.247,0.261,0.241,91.3,1.85,1.21,2.39
109,0.236,0.249,0.231,106,3.21,2.6,3.76
117,0.225,0.241,0.222,122,4.56,4.17,4.97
125,0.217,0.232,0.214,142,5.65,5.59,5.81
141,0.201,0.215,0.196,164,6.3,6.58,6.16
157,0.188,0.201,0.184,190,6.43,7,6.02
173,0.176,0.19,0.171,220,6.07,6.81,5.47
189,0.166,0.181,0.162,255,5.31,6.08,4.64
205,0.158,0.171,0.152,295,4.28,4.97,3.65
221,0.15,0.163,0.143,342,3.16,3.68,2.66
237,0.143,0.156,0.136,396,2.08,2.4,1.77
253,0.136,0.149,0.13,459,1.18,1.32,1.04
285,0.123,0.136,0.118,531,0.526,0.551,0.52
317,0.111,0.124,0.108,615,0.144,0.129,0.197
349,0.102,0.115,0.0996,712,0,0,0.0417
381,0.0946,0.106,0.0911,825,0,0,0
413,0.0882,0.0997,0.083,955,0,0,0
445,0.0833,0.0921,0.0782,1.11E+03,0,0,0.0204
477,0.0771,0.0865,0.0727,1.28E+03,0,0,0.0706
509,0.0711,0.0793,0.0677,1.48E+03,0,0,0.155
573,0.0612,0.0686,0.0582,1.72E+03,0,0,0.274
637,0.0545,0.0602,0.0503,1.99E+03,0.039,0,0.425
701,0.0463,0.053,0.0439,2.30E+03,0.153,0,0.6
765,0.0411,0.047,0.0404,2.67E+03,0.351,0.0811,0.787
829,0.0373,0.0421,0.0362,3.09E+03,0.618,0.305,0.969
893,0.0337,0.0379,0.0353,3.58E+03,0.918,0.663,1.13
957,0.0287,0.0356,0.0312,4.15E+03,1.2,1.1,1.24
1.02E+03,0.0264,0.0328,0.0282,4.80E+03,1.42,1.51,1.28
1.15E+03,0.0221,0.0293,0.0228,5.56E+03,1.51,1.79,1.23
1.28E+03,0.0185,0.0258,0.0189,6.44E+03,0,0,0
1.40E+03,0.0175,0.022,0.0173,7.46E+03,0,0,0
1.53E+03,0.016,0.0189,0.0167,8.63E+03,0,0,0
1.66E+03,0.0164,0.016,0.0149,,,,
1.79E+03,0.0141,0.0132,0.0127,,,,
1.92E+03,0.0118,0.0113,0.0106,,,,
2.04E+03,0.00926,0.0114,0.00921,,,,
2.30E+03,0.00801,0.00819,0.00705,,,,
2.56E+03,0.00638,0.00882,0.00655,,,,
2.81E+03,0.00344,0.0071,0.00609,,,,
3.07E+03,0.00383,0.00797,0.00588,,,,
3.32E+03,0.00332,0.0063,0.00645,,,,
3.58E+03,0.00338,0.00505,0.00582,,,,
3.84E+03,0.00226,0.00528,0.00412,,,,
4.09E+03,0.00191,0.0066,0.00308,,,,
4.60E+03,0.0028,0.00551,0.00368,,,,
5.12E+03,0.00377,0.00486,0.00298,,,,
5.63E+03,0.0041,0.00686,0.00384,,,,
6.14E+03,0.00389,0.0058,0.00506,,,,
6.65E+03,0.00338,0.00542,0.00409,,,,
7.16E+03,0.00332,0.00678,0.00427,,,,
7.68E+03,0.00197,0.00399,0.00449,,,,
8.19E+03,0.00293,0.00421,0.00216,,,,
9.21E+03,0.00172,0.00291,0.00177,,,,
1.02E+04,0.00384,0.00332,0.00275,,,,
1.13E+04,0.00333,0.00327,0.00342,,,,
1.23E+04,0.00171,0.00357,0.00322,,,,
1.33E+04,0.00251,0.00188,0.00228,,,,
1.43E+04,0.00187,0.00282,0.00326,,,,
1.54E+04,0.00305,0.00244,0.00435,,,,
1.64E+04,0.0026,0.00308,0.00386,,,,
1.84E+04,0.00232,0.00383,0.00331,,,,
2.05E+04,0.0014,0.00316,0.00166,,,,
2.25E+04,0.00227,0.00275,0.00209,,,,
2.46E+04,0.00211,0.00404,0.0025,,,,
2.66E+04,0.00237,0.00277,0.00143,,,,
2.87E+04,0.00343,0.0029,0.0013,,,,
3.07E+04,0.00171,0.00298,0.00305,,,,
3.28E+04,0.00272,0.00266,0.0014,,,,
3.69E+04,0.00119,0.004,0.00176,,,,
4.10E+04,0.000982,0.00304,0.00234,,,,
4.51E+04,0.00292,0.00306,0.00265,,,,
4.91E+04,0.00108,0.00182,0.000588,,,,
5.32E+04,0.00281,0.00337,0.00118,,,,
5.73E+04,0.00197,0.00371,0.00125,,,,
6.14E+04,0.000965,0.00294,0.00246,,,,
6.55E+04,0.00144,0.00269,0.0015,,,,
7.37E+04,0.00159,0.00195,0.000508,,,,
8.19E+04,0.000564,0.0017,0.000651,,,,
9.01E+04,0.00241,0.00209,0.000947,,,,
9.83E+04,0.0018,0.00104,0.00183,,,,
1.06E+05,0.00153,0.00204,0.000877,,,,
1.15E+05,0.00103,0.00227,0.000818,,,,
1.23E+05,0.000962,0.00221,0.00172,,,,
1.31E+05,0.000213,0.00189,0.00192,,,,
1.47E+05,0.0014,0.00158,0.00126,,,,
1.64E+05,0.00172,0.00205,0.00163,,,,
1.80E+05,0.00122,0.00106,0.00204,,,,
1.97E+05,0.0011,0.00141,0.00156,,,,
2.13E+05,0.00166,0.00166,0.00198,,,,
2.29E+05,0.000933,0.0014,0.000761,,,,
2.46E+05,0.00121,0.00105,0.000709,,,,
2.62E+05,0.000984,0.000932,0.00223,,,,
2.95E+05,0.000466,0.00134,0.00203,,,,
3.28E+05,0.000712,0.000508,0.00117,,,,
3.60E+05,0.00127,0.00144,0.00153,,,,
3.93E+05,0.000872,0.000384,0.00156,,,,
4.26E+05,0.000582,0.000503,0.000543,,,,
4.59E+05,4.55E-05,0.000791,0.00115,,,,
4.92E+05,0.000477,0.000807,0.00224,,,,
5.24E+05,0.00118,0.000728,0.000615,,,,
5.90E+05,0.000661,0.00112,0.000401,,,,
6.55E+05,0.000912,0.0008,0.000882,,,,
7.21E+05,0.000453,0.000915,0.000472,,,,
7.86E+05,0.00125,0.000961,0.000193,,,,
8.52E+05,0.000466,0.00081,0.000127,,,,
