X Lag Time,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 3,X Intensity,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No3_230621 3
0.5,0.796,0.804,0.813,0.4,0,0,0
1,0.775,0.79,0.79,0.463,0,0,0
1.5,0.759,0.767,0.776,0.536,0,0,0
2,0.74,0.75,0.754,0.621,0,0,0
2.5,0.724,0.736,0.745,0.719,0,0,0
3,0.713,0.72,0.73,0.833,0,0,0
3.5,0.697,0.708,0.717,0.965,0,0,0
4,0.683,0.692,0.7,1.12,0,0,0
4.5,0.672,0.682,0.693,1.29,0,0,0
5.5,0.647,0.659,0.672,1.5,0,0,0
6.5,0.631,0.639,0.646,1.74,0,0,0
7.5,0.608,0.614,0.631,2.01,0,0,0
8.5,0.593,0.598,0.612,2.33,0,0,0
9.5,0.575,0.582,0.594,2.7,0,0,0
10.5,0.555,0.566,0.582,3.12,0,0,0
11.5,0.543,0.546,0.563,3.62,0,0,0
12.5,0.526,0.532,0.549,4.19,0,0,0
14.5,0.499,0.504,0.524,4.85,0,0,0
16.5,0.473,0.48,0.497,5.61,0,0,0
18.5,0.447,0.456,0.473,6.5,0,0,0
20.5,0.428,0.431,0.453,7.53,1.38,0.522,0
22.5,0.403,0.412,0.433,8.72,4.56,3.54,2.45
24.5,0.388,0.392,0.413,10.1,8.46,8.18,7.45
26.5,0.368,0.375,0.397,11.7,11.6,12.5,12.7
28.5,0.351,0.358,0.379,13.5,12.9,14.6,15.7
32.5,0.324,0.329,0.353,15.7,11.9,13.8,15
36.5,0.296,0.304,0.326,18.2,9.03,10.5,11
40.5,0.273,0.28,0.303,21,5.38,5.91,5.68
44.5,0.254,0.261,0.284,24.4,2.15,1.97,1.47
48.5,0.236,0.244,0.266,28.2,0.307,0,0
52.5,0.222,0.229,0.25,32.7,0,0,0
56.5,0.208,0.215,0.237,37.8,0,0,0
60.5,0.196,0.204,0.225,43.8,0,0,0
68.5,0.177,0.183,0.205,50.7,0,0,0
76.5,0.16,0.169,0.189,58.8,0,0,0
84.5,0.149,0.156,0.175,68.1,0,0,0
92.5,0.137,0.144,0.164,78.8,0,0,0
101,0.13,0.135,0.156,91.3,0,0,0
109,0.122,0.129,0.149,106,0,0,0
117,0.118,0.123,0.143,122,0,0,0
125,0.112,0.118,0.137,142,0.427,0.341,0
141,0.103,0.11,0.129,164,1.46,1.66,0
157,0.0972,0.103,0.123,190,2.85,3.55,0.951
173,0.0932,0.0989,0.118,220,4.17,5.2,2.99
189,0.089,0.0949,0.115,255,5.04,5.92,5.16
205,0.0852,0.0912,0.113,295,5.21,5.41,6.37
221,0.0818,0.0875,0.11,342,4.66,3.89,6.04
237,0.0784,0.0843,0.106,396,3.56,2,4.33
253,0.0765,0.0829,0.104,459,2.22,0.538,2.1
285,0.0723,0.0791,0.0989,531,1.02,0,0.44
317,0.0694,0.0755,0.0965,615,0.249,0,0
349,0.066,0.0727,0.0938,712,0,0,0
381,0.0639,0.07,0.0911,825,0,0,0
413,0.0601,0.0672,0.0881,955,0,0,0
445,0.0579,0.0645,0.0844,1.11E+03,0,0,0
477,0.0552,0.0621,0.0823,1.28E+03,0,0,0
509,0.0526,0.0599,0.0798,1.48E+03,0,0,0
573,0.0464,0.0568,0.0757,1.72E+03,0,0,0
637,0.0426,0.0533,0.071,1.99E+03,0,0,0
701,0.0392,0.0483,0.0686,2.30E+03,0,0,0
765,0.0379,0.0448,0.0652,2.67E+03,0,0,0
829,0.0348,0.0414,0.0605,3.09E+03,0,0,0
893,0.0324,0.0392,0.0563,3.58E+03,0,0,0
957,0.0297,0.037,0.0534,4.15E+03,0,0,0
1.02E+03,0.0282,0.0347,0.0514,4.80E+03,0.383,0,0
1.15E+03,0.0256,0.0309,0.0479,5.56E+03,1.19,0,0
1.28E+03,0.0222,0.0278,0.0443,6.44E+03,0,0,0
1.40E+03,0.0184,0.0245,0.0418,7.46E+03,0,0,0
1.53E+03,0.0188,0.0223,0.0397,8.63E+03,0,0,0
1.66E+03,0.0172,0.0209,0.0377,,,,
1.79E+03,0.0172,0.0194,0.0362,,,,
1.92E+03,0.0155,0.0192,0.0354,,,,
2.04E+03,0.0135,0.0185,0.034,,,,
2.30E+03,0.014,0.0195,0.0304,,,,
2.56E+03,0.014,0.0194,0.0288,,,,
2.81E+03,0.013,0.0184,0.0268,,,,
3.07E+03,0.0119,0.0173,0.0264,,,,
3.32E+03,0.0124,0.0191,0.0257,,,,
3.58E+03,0.0113,0.0192,0.0253,,,,
3.84E+03,0.0111,0.0188,0.0251,,,,
4.09E+03,0.0125,0.0186,0.0244,,,,
4.60E+03,0.0124,0.0179,0.0235,,,,
5.12E+03,0.012,0.0186,0.0238,,,,
5.63E+03,0.00963,0.0164,0.0246,,,,
6.14E+03,0.00917,0.0165,0.0237,,,,
6.65E+03,0.00951,0.0171,0.0236,,,,
7.16E+03,0.00922,0.017,0.0231,,,,
7.68E+03,0.00923,0.0171,0.024,,,,
8.19E+03,0.0091,0.0177,0.0235,,,,
9.21E+03,0.0102,0.0172,0.0218,,,,
1.02E+04,0.00933,0.0183,0.0213,,,,
1.13E+04,0.00912,0.018,0.0206,,,,
1.23E+04,0.0088,0.018,0.0218,,,,
1.33E+04,0.00862,0.0165,0.0229,,,,
1.43E+04,0.00993,0.0181,0.0225,,,,
1.54E+04,0.00989,0.0171,0.0214,,,,
1.64E+04,0.00988,0.0171,0.021,,,,
1.84E+04,0.00888,0.0162,0.021,,,,
2.05E+04,0.00899,0.0163,0.0219,,,,
2.25E+04,0.00995,0.017,0.0212,,,,
2.46E+04,0.00955,0.0171,0.0205,,,,
2.66E+04,0.01,0.0169,0.0196,,,,
2.87E+04,0.0101,0.0168,0.0204,,,,
3.07E+04,0.00893,0.016,0.0209,,,,
3.28E+04,0.00962,0.0164,0.0204,,,,
3.69E+04,0.00961,0.0163,0.0205,,,,
4.10E+04,0.00897,0.0153,0.0188,,,,
4.51E+04,0.00836,0.016,0.016,,,,
4.91E+04,0.00823,0.0149,0.0172,,,,
5.32E+04,0.00872,0.0144,0.0172,,,,
5.73E+04,0.00819,0.0145,0.0178,,,,
6.14E+04,0.00744,0.0133,0.0162,,,,
6.55E+04,0.00787,0.0138,0.0152,,,,
7.37E+04,0.00738,0.0126,0.0147,,,,
8.19E+04,0.00662,0.0125,0.0152,,,,
9.01E+04,0.00761,0.0122,0.0146,,,,
9.83E+04,0.00719,0.0109,0.0129,,,,
1.06E+05,0.00629,0.0106,0.0126,,,,
1.15E+05,0.00616,0.0106,0.0119,,,,
1.23E+05,0.00598,0.00956,0.011,,,,
1.31E+05,0.00644,0.00894,0.0107,,,,
1.47E+05,0.00564,0.00722,0.00802,,,,
1.64E+05,0.00479,0.00607,0.00642,,,,
1.80E+05,0.00413,0.00519,0.00507,,,,
1.97E+05,0.00334,0.00506,0.00521,,,,
2.13E+05,0.00279,0.00478,0.00464,,,,
2.29E+05,0.0022,0.00358,0.00489,,,,
2.46E+05,0.00219,0.0041,0.00309,,,,
2.62E+05,0.00231,0.00456,0.0025,,,,
2.95E+05,0.00166,0.00363,0.00265,,,,
3.28E+05,0.00105,0.00283,0.00208,,,,
3.60E+05,0.000709,0.00262,0.00271,,,,
3.93E+05,0.000311,0.0019,0.00267,,,,
4.26E+05,0.000478,0.00174,0.003,,,,
4.59E+05,0.000561,0.00252,0.00267,,,,
4.92E+05,0.00108,0.00239,0.00281,,,,
5.24E+05,0.00023,0.00205,0.00157,,,,
5.90E+05,0,0.00216,0.000361,,,,
6.55E+05,0.000315,0.00339,0.00057,,,,
7.21E+05,0.000496,0.00315,0.00118,,,,
7.86E+05,0.000535,0.00312,0.00185,,,,
8.52E+05,0.00102,0.00508,0.00221,,,,
9.18E+05,0.00125,0.00536,0.00228,,,,
9.83E+05,0.00105,0.00565,0.00157,,,,
1.05E+06,0.00302,0.00473,0.00114,,,,
1.18E+06,0.00367,0.00199,0.00374,,,,
1.31E+06,0.00621,0.00365,0.00186,,,,
1.44E+06,0.00649,0.0046,0.00249,,,,
1.57E+06,0.00869,0.00468,0.00337,,,,
1.70E+06,0.0106,0.00308,0.00138,,,,
1.84E+06,0.012,0.00123,0.00016,,,,
1.97E+06,0.0103,0.00231,0.00111,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
