X Lag Time,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No2_230621 3
0.5,0.784,0.788,0.804,0.4,0,0,0
1,0.751,0.759,0.767,0.463,0,0,0
1.5,0.726,0.736,0.734,0.536,0,0,0
2,0.706,0.708,0.71,0.621,1.22,0,0
2.5,0.682,0.693,0.692,0.719,2.23,0,0
3,0.658,0.664,0.666,0.833,1.86,0,0
3.5,0.636,0.646,0.65,0.965,0.637,0,0
4,0.624,0.631,0.63,1.12,0,0,0.34
4.5,0.605,0.613,0.613,1.29,0,0,1.08
5.5,0.572,0.583,0.581,1.5,0,0,1.7
6.5,0.548,0.55,0.554,1.74,0,0,1.75
7.5,0.519,0.529,0.527,2.01,0,0,1.2
8.5,0.491,0.504,0.499,2.33,0,0,0.453
9.5,0.473,0.483,0.472,2.7,0,0,0
10.5,0.447,0.457,0.452,3.12,0,0,0
11.5,0.432,0.437,0.429,3.62,0,0,0
12.5,0.411,0.419,0.411,4.19,0,0,0
14.5,0.377,0.381,0.376,4.85,0,0,0
16.5,0.341,0.349,0.345,5.61,0,0.141,0
18.5,0.314,0.32,0.315,6.5,0.664,1.51,0.555
20.5,0.288,0.294,0.288,7.53,2.98,4.08,2.34
22.5,0.264,0.268,0.264,8.72,6.48,7.29,5.2
24.5,0.243,0.247,0.244,10.1,10.1,10.4,8.49
26.5,0.223,0.226,0.223,11.7,12.9,12.7,11.4
28.5,0.204,0.206,0.206,13.5,14.1,13.7,13.3
32.5,0.175,0.177,0.173,15.7,13.6,13.4,13.8
36.5,0.148,0.148,0.147,18.2,11.6,11.8,12.8
40.5,0.127,0.127,0.126,21,8.73,9.4,10.6
44.5,0.108,0.108,0.107,24.4,5.55,6.58,7.63
48.5,0.0929,0.0936,0.0922,28.2,2.77,3.89,4.61
52.5,0.0799,0.0815,0.0787,32.7,0.871,1.77,2.11
56.5,0.0711,0.0689,0.0678,37.8,0.035,0.476,0.556
60.5,0.0608,0.0593,0.0586,43.8,0,0,0
68.5,0.0467,0.0457,0.044,50.7,0,0,0
76.5,0.0359,0.0347,0.0348,58.8,0,0,0
84.5,0.0279,0.0284,0.0261,68.1,0,0,0
92.5,0.0236,0.0213,0.0215,78.8,0,0,0
101,0.0186,0.0163,0.0187,91.3,0,0,0
109,0.0161,0.0126,0.0153,106,0,0,0
117,0.0129,0.0106,0.0116,122,0,0,0
125,0.0128,0.00799,0.00929,142,0,0,0
141,0.00867,0.00682,0.0083,164,0,0,0
157,0.00688,0.00523,0.00795,190,0,0,0
173,0.00485,0.00544,0.00594,220,0,0,0
189,0.00621,0.00678,0.0058,255,0,0,0
205,0.00452,0.00583,0.00537,295,0,0,0
221,0.0039,0.00542,0.00386,342,0,0,0
237,0.00287,0.00491,0.00319,396,0,0,0
253,0.00331,0.00441,0.0026,459,0,0,0
285,0.00315,0.0038,0.00259,531,0,0,0
317,0.00256,0.00332,0.00334,615,0,0,0
349,0.00392,0.00335,0.0022,712,0,0,0
381,0.00288,0.00272,0.0024,825,0,0,0
413,0.00242,0.00237,0.00296,955,0,0,0
445,0.0034,0.002,0.0034,1.11E+03,0,0,0
477,0.00362,0.00258,0.00429,1.28E+03,0,0,0
509,0.00172,0.00198,0.00326,1.48E+03,0,0,0
573,0.00222,0.00152,0.00126,1.72E+03,0.0118,0,0
637,0.00194,0.00242,0.00274,1.99E+03,0.0612,0.0265,0
701,0.000732,0.00102,0.00266,2.30E+03,0.154,0.0923,0
765,0.0015,0.00142,0.00323,2.67E+03,0.282,0.194,0
829,0.00276,0.00102,0.00275,3.09E+03,0.427,0.318,0
893,0.00185,0.00114,0.00245,3.58E+03,0.567,0.445,0
957,0.00133,0.000832,0.00298,4.15E+03,0.679,0.553,0
1.02E+03,0.0014,0.000332,0.00166,4.80E+03,0.742,0.62,0
1.15E+03,0.00132,0.000632,0.00156,5.56E+03,0.74,0.631,0
1.28E+03,0.000958,0.000578,0.00117,6.44E+03,0,0,0
1.40E+03,0.00131,0.000599,0.00103,7.46E+03,0,0,0
1.53E+03,0.00142,0.000163,0.000993,8.63E+03,0,0,0
1.66E+03,0.000865,0.000762,0.000795,,,,
1.79E+03,0.000804,0.0011,0.00371,,,,
1.92E+03,0.00167,0.000499,0.00249,,,,
2.04E+03,0.000743,0.000118,0.000782,,,,
2.30E+03,0.000685,0.000453,7.52E-05,,,,
2.56E+03,0.00101,0.000586,0.000726,,,,
2.81E+03,0.000703,0.000371,0.000222,,,,
3.07E+03,0.000334,0.00102,0.000254,,,,
3.32E+03,0.000258,9.88E-05,0.000547,,,,
3.58E+03,0.000757,0.000823,0.00156,,,,
3.84E+03,0.000515,0.000747,0.000459,,,,
4.09E+03,0.000294,0.000569,0.000285,,,,
4.60E+03,0.000949,0.000331,0.000246,,,,
5.12E+03,0.000804,0.000238,0.000617,,,,
5.63E+03,6.12E-05,5.52E-05,0.000575,,,,
6.14E+03,4.56E-05,0.00104,0.000547,,,,
6.65E+03,0.000357,0.000518,0.000543,,,,
7.16E+03,0.000399,0.000836,0.000104,,,,
7.68E+03,7.12E-05,0.000878,0.000614,,,,
8.19E+03,0.000537,0.000195,0.000722,,,,
9.21E+03,0.000383,0.000819,0.000279,,,,
1.02E+04,0.000135,0.000687,0.000384,,,,
1.13E+04,0.000368,0.000637,9.19E-05,,,,
1.23E+04,0.000395,0.000693,0.000375,,,,
1.33E+04,0.00012,0.00054,0.000297,,,,
1.43E+04,0.000474,0.00096,0.000122,,,,
1.54E+04,0.000446,0.000459,0.000475,,,,
1.64E+04,0.00044,0.000264,0.000452,,,,
1.84E+04,0.000259,0.000606,0.000552,,,,
2.05E+04,0.000397,0.000262,0.000428,,,,
2.25E+04,0.000607,0.00056,0.000578,,,,
2.46E+04,0.000231,0.000311,0.000475,,,,
2.66E+04,0.000543,0.000375,0.00052,,,,
2.87E+04,0.000284,0.000372,0.000344,,,,
3.07E+04,0.000471,0.000619,0.000159,,,,
3.28E+04,0.000328,0.00026,0.000254,,,,
3.69E+04,0.000292,0.000107,6.05E-05,,,,
4.10E+04,0.000516,0.000314,0.000249,,,,
4.51E+04,0.000311,0.000282,0.00022,,,,
4.91E+04,0.000551,0.000265,1.00E-05,,,,
5.32E+04,0.000226,0.000404,0.000208,,,,
