X Lag Time,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No1_230613 3
0.5,0.803,0.819,0.813,0.4,0,0,0
1,0.784,0.801,0.795,0.463,0,0,0
1.5,0.765,0.785,0.778,0.536,0,0,0
2,0.741,0.768,0.758,0.621,0,0,0
2.5,0.724,0.749,0.74,0.719,0,0,0
3,0.708,0.732,0.726,0.833,0,0,0
3.5,0.693,0.721,0.707,0.965,0,0,0
4,0.676,0.713,0.698,1.12,0,0,0
4.5,0.661,0.699,0.683,1.29,0,0,0
5.5,0.638,0.677,0.655,1.5,0,0,0
6.5,0.613,0.655,0.636,1.74,0,0,0
7.5,0.591,0.637,0.612,2.01,0,0,0
8.5,0.569,0.617,0.597,2.33,0,0,0
9.5,0.551,0.6,0.577,2.7,0,0,0
10.5,0.534,0.585,0.558,3.12,0,0,0
11.5,0.513,0.569,0.538,3.62,0,0,0
12.5,0.499,0.554,0.525,4.19,0,0,0
14.5,0.469,0.526,0.494,4.85,0,0,0
16.5,0.439,0.499,0.467,5.61,0,0,0
18.5,0.413,0.475,0.439,6.5,0,0,0.513
20.5,0.389,0.452,0.416,7.53,1.06,1.37,2.09
22.5,0.367,0.431,0.393,8.72,3.78,4.11,4.57
24.5,0.346,0.412,0.376,10.1,7.41,7.3,7.35
26.5,0.328,0.394,0.357,11.7,10.7,9.83,9.65
28.5,0.31,0.378,0.339,13.5,12.6,10.8,10.8
32.5,0.279,0.349,0.308,15.7,12.6,10.1,10.5
36.5,0.251,0.322,0.282,18.2,10.7,7.81,8.91
40.5,0.229,0.298,0.258,21,7.55,4.86,6.37
44.5,0.206,0.278,0.237,24.4,4.18,2.18,3.64
48.5,0.189,0.261,0.221,28.2,1.52,0.499,1.43
52.5,0.174,0.247,0.205,32.7,0.16,0,0.221
