X Lag Time,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 3,X Intensity,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No3_230620 3
0.5,0.776,0.76,0.761,0.4,0,0,0
1,0.751,0.734,0.734,0.463,0,0,0
1.5,0.724,0.706,0.71,0.536,0,0,0
2,0.702,0.683,0.687,0.621,0,0,0
2.5,0.68,0.663,0.664,0.719,0,0,0
3,0.658,0.641,0.643,0.833,0,0,0
3.5,0.642,0.623,0.623,0.965,0.631,0.543,0
4,0.62,0.605,0.605,1.12,1.55,1.33,0
4.5,0.604,0.588,0.589,1.29,1.82,1.65,0
5.5,0.571,0.555,0.558,1.5,1.18,1.24,0
6.5,0.542,0.525,0.529,1.74,0.307,0.481,0
7.5,0.515,0.498,0.501,2.01,0,0,0
8.5,0.489,0.474,0.476,2.33,0,0,0
9.5,0.465,0.452,0.454,2.7,0,0,0
10.5,0.445,0.43,0.432,3.12,0,0,0
11.5,0.425,0.407,0.412,3.62,0,0,0
12.5,0.405,0.389,0.393,4.19,0,0,0
14.5,0.368,0.354,0.357,4.85,0,0,0.0157
16.5,0.337,0.322,0.325,5.61,0,0,0.8
18.5,0.307,0.294,0.297,6.5,0.579,0.936,2.51
20.5,0.28,0.267,0.27,7.53,2.67,3.16,4.92
22.5,0.256,0.243,0.247,8.72,5.97,6.27,7.58
24.5,0.234,0.222,0.226,10.1,9.59,9.53,10
26.5,0.214,0.202,0.206,11.7,12.6,12.2,11.8
28.5,0.196,0.185,0.189,13.5,14.2,13.7,12.6
32.5,0.165,0.155,0.159,15.7,14.2,13.7,12.4
36.5,0.139,0.129,0.134,18.2,12.6,12.3,11.2
40.5,0.117,0.108,0.113,21,9.91,9.89,9.32
44.5,0.0989,0.0911,0.096,24.4,6.71,6.93,7.03
48.5,0.0841,0.0769,0.0816,28.2,3.7,4.04,4.69
52.5,0.0728,0.0648,0.069,32.7,1.46,1.77,2.64
56.5,0.0626,0.055,0.0589,37.8,0.271,0.424,1.14
60.5,0.0545,0.0474,0.0507,43.8,0,0,0.28
68.5,0.0408,0.0357,0.0381,50.7,0,0,0
76.5,0.0315,0.0263,0.0289,58.8,0,0,0
84.5,0.0243,0.0198,0.0228,68.1,0,0,0
92.5,0.0201,0.0151,0.0189,78.8,0,0,0
101,0.0161,0.0113,0.0145,91.3,0,0,0
109,0.0129,0.00867,0.0117,106,0,0,0
117,0.0103,0.00732,0.0105,122,0,0,0
125,0.00819,0.0059,0.00848,142,0,0,0
141,0.00616,0.004,0.00576,164,0,0,0
157,0.00532,0.00303,0.00434,190,0,0,0
173,0.00394,0.00196,0.00344,220,0,0,0
189,0.00328,0.00131,0.00283,255,0,0,0
205,0.00335,0.00071,0.0026,295,0,0,0
221,0.00314,0.00103,0.00272,342,0,0,0
237,0.00277,0.00139,0.0022,396,0,0,0
253,0.00271,0.00146,0.00166,459,0,0,0
285,0.00287,0.000854,0.00142,531,0,0,0
317,0.00281,0.000548,0.00202,615,0,0,0
349,0.00279,0.000716,0.00225,712,0,0,0
381,0.00309,0.00135,0.00122,825,0,0,0
413,0.00184,0.000643,0.00133,955,0,0,0
445,0.000493,0.000142,0.00156,1.11E+03,0,0,0
477,0.000746,0.000278,0.00141,1.28E+03,0,0,0
509,0.000994,0.000127,0.00132,1.48E+03,0,0,0
573,0.00158,0.000857,0.000663,1.72E+03,0,0,0
637,0.000851,0.000852,0.000649,1.99E+03,0,0,0
701,0.00123,0.00127,0.000966,2.30E+03,0,0,0.0135
765,0.000585,0.00074,0.000753,2.67E+03,0,0,0.0482
829,0.000296,0.00076,0.00112,3.09E+03,0,0,0.102
893,0.00049,0.000252,0.00139,3.58E+03,0,0,0.165
957,0.000298,0.000625,0.00141,4.15E+03,0,0,0.226
1.02E+03,0.00078,0.000752,0.0014,4.80E+03,0,0,0.273
1.15E+03,0.000757,0.000152,0.000708,5.56E+03,0,0,0.292
1.28E+03,0.000959,0.000105,0.000461,6.44E+03,0,0,0
1.40E+03,0.000419,0.000218,0.000115,7.46E+03,0,0,0
1.53E+03,0.000697,0.000447,0.000545,8.63E+03,0,0,0
1.66E+03,0.000244,7.54E-06,0.000292,,,,
1.79E+03,0.0011,0.000467,0.000152,,,,
1.92E+03,0.000563,0.000899,0.000708,,,,
2.04E+03,0.00057,0.000584,0.000572,,,,
2.30E+03,0,0.000514,0.000528,,,,
2.56E+03,0.000578,0.000376,0.000612,,,,
2.81E+03,0.000174,0.00042,0.000208,,,,
3.07E+03,0.000841,0.000236,0.000239,,,,
3.32E+03,0.000852,0.000444,0.000238,,,,
3.58E+03,0.00017,6.90E-05,0.000524,,,,
3.84E+03,0.00024,0.000426,0.000737,,,,
4.09E+03,5.52E-05,0.00021,0.000136,,,,
4.60E+03,0.000281,7.59E-05,0.000342,,,,
5.12E+03,4.02E-05,0.000518,0.000211,,,,
5.63E+03,0.000151,8.48E-05,0.000665,,,,
6.14E+03,0.000241,0.000368,0.000154,,,,
6.65E+03,0.00019,0.000414,0.000248,,,,
7.16E+03,0.000121,0.000413,0.000395,,,,
7.68E+03,0.000123,0.000561,0.000304,,,,
8.19E+03,4.45E-05,0.000274,0.000319,,,,
9.21E+03,0.000283,3.00E-05,0.00027,,,,
1.02E+04,0.000261,0.000577,9.68E-05,,,,
1.13E+04,0.000545,3.87E-05,0.000211,,,,
1.23E+04,0.000254,0.000209,0.000347,,,,
1.33E+04,5.66E-05,0.000137,0.000124,,,,
1.43E+04,0.000205,8.74E-05,4.86E-05,,,,
1.54E+04,5.15E-05,3.66E-05,0.000337,,,,
1.64E+04,0.000116,2.59E-05,8.57E-05,,,,
1.84E+04,0.000188,0.000136,9.85E-05,,,,
2.05E+04,0.000177,0.00019,7.42E-05,,,,
2.25E+04,0.000233,0.000128,4.55E-05,,,,
2.46E+04,6.53E-05,0.000207,0.000192,,,,
2.66E+04,0.000157,2.75E-05,4.69E-05,,,,
2.87E+04,0.000157,0.000131,9.87E-05,,,,
3.07E+04,0.000113,0.000166,0.000255,,,,
3.28E+04,0.000116,0.000254,4.71E-06,,,,
3.69E+04,0.000127,3.59E-05,0.000119,,,,
4.10E+04,0.000124,0.000111,3.70E-05,,,,
4.51E+04,8.85E-05,0.000298,8.28E-05,,,,
4.91E+04,0.000341,0.000208,0.000306,,,,
5.32E+04,0.000225,0.000308,8.33E-06,,,,
5.73E+04,0.00015,0.000141,6.37E-05,,,,
6.14E+04,0.000269,8.01E-05,8.64E-05,,,,
6.55E+04,0.000195,0.000144,6.84E-05,,,,
7.37E+04,0.000165,0.000113,4.33E-05,,,,
8.19E+04,0.000229,0.000252,0,,,,
9.01E+04,0.000126,7.58E-05,3.09E-05,,,,
9.83E+04,0.000147,0.000202,9.82E-05,,,,
1.06E+05,9.27E-05,0.000147,7.02E-05,,,,
1.15E+05,4.24E-05,0.000139,0.000186,,,,
1.23E+05,0.000109,0.000116,4.97E-05,,,,
1.31E+05,0.000217,2.85E-05,7.57E-05,,,,
1.47E+05,0.000314,0.000153,0.00017,,,,
1.64E+05,0.000223,0.000104,0.000187,,,,
1.80E+05,0.000301,0.000181,9.06E-05,,,,
1.97E+05,0.000226,0.000174,0.000123,,,,
2.13E+05,0.000389,0.000186,4.26E-05,,,,
2.29E+05,0.00029,7.00E-05,0.000172,,,,
2.46E+05,0.000344,1.83E-05,0.000259,,,,
2.62E+05,0.000346,0.000309,0,,,,
2.95E+05,0.00032,0.000406,3.61E-05,,,,
3.28E+05,0.000394,0.000295,3.57E-06,,,,
3.60E+05,0.00019,0.000388,2.38E-05,,,,
3.93E+05,0.000229,0.00032,5.85E-06,,,,
4.26E+05,0.000243,0.000276,2.89E-05,,,,
4.59E+05,0.000131,0.00024,2.26E-05,,,,
4.92E+05,0.000269,0.000222,0.000118,,,,
5.24E+05,8.66E-05,0.0001,0.000121,,,,
5.90E+05,4.10E-05,0.000421,0.000353,,,,
6.55E+05,0.000188,0.000384,9.17E-05,,,,
7.21E+05,0.000159,0.000256,5.10E-05,,,,
7.86E+05,0.000233,8.76E-05,0.000416,,,,
8.52E+05,0.000189,0.000324,0.000171,,,,
9.18E+05,0.000154,0.000611,0.000331,,,,
9.83E+05,0.00027,0.000302,0.000435,,,,
1.05E+06,0.000248,0.000176,0.000327,,,,
1.18E+06,0.000324,1.45E-05,0.000474,,,,
1.31E+06,0.000287,6.06E-06,0.000438,,,,
1.44E+06,9.40E-05,5.91E-05,0.000479,,,,
1.57E+06,0.000102,5.35E-06,0.000591,,,,
1.70E+06,5.00E-05,3.74E-06,0.000531,,,,
1.84E+06,0.000112,1.18E-06,0.000263,,,,
1.97E+06,0.000136,5.83E-05,0.000656,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
