X Lag Time,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 3,X Intensity,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No3_230621 3
0.5,0.733,0.748,0.732,0.4,0,0,0
1,0.721,0.739,0.722,0.463,0,0,0
1.5,0.708,0.724,0.709,0.536,0,0,0
2,0.697,0.716,0.695,0.621,0,0,0
2.5,0.685,0.705,0.685,0.719,0,0,0
3,0.676,0.696,0.675,0.833,0,0,0
3.5,0.664,0.685,0.668,0.965,0,0,0
4,0.655,0.673,0.658,1.12,0,0,0
4.5,0.647,0.668,0.648,1.29,0,0,0
5.5,0.632,0.651,0.632,1.5,0,0,0
6.5,0.615,0.635,0.615,1.74,0,0,0
7.5,0.602,0.622,0.601,2.01,0,0,0
8.5,0.59,0.608,0.588,2.33,0,0,0
9.5,0.577,0.597,0.577,2.7,0,0,0
10.5,0.565,0.584,0.561,3.12,0,0,0
11.5,0.553,0.571,0.551,3.62,0,0,0
12.5,0.543,0.559,0.539,4.19,0,0,0
14.5,0.52,0.54,0.519,4.85,0,0,0
16.5,0.502,0.52,0.499,5.61,0,0,0
18.5,0.483,0.501,0.48,6.5,0,0,0.075
20.5,0.467,0.484,0.463,7.53,0.704,0.36,1.24
22.5,0.45,0.468,0.446,8.72,2.75,2.28,3.35
24.5,0.435,0.454,0.432,10.1,5.48,5.2,5.7
26.5,0.422,0.439,0.418,11.7,7.77,7.83,7.48
28.5,0.409,0.426,0.404,13.5,8.7,9.04,8.13
32.5,0.384,0.402,0.38,15.7,7.94,8.33,7.48
36.5,0.363,0.38,0.359,18.2,5.83,6.07,5.79
40.5,0.344,0.36,0.339,21,3.21,3.22,3.63
