X Lag Time,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 3,X Intensity,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_PM_No4_230622 3
0.5,0.811,0.792,0.799,0.4,0,0,0
1,0.788,0.765,0.772,0.463,0,0,0
1.5,0.767,0.744,0.755,0.536,0,0,0
2,0.741,0.718,0.736,0.621,0,0,0
2.5,0.727,0.709,0.712,0.719,0,0,0
3,0.708,0.689,0.696,0.833,0,0,0
3.5,0.695,0.672,0.68,0.965,0,0,0
4,0.677,0.657,0.667,1.12,0,0,0
4.5,0.666,0.647,0.655,1.29,0,0,0
5.5,0.636,0.617,0.625,1.5,0,0,0
6.5,0.613,0.592,0.602,1.74,0,0,0
7.5,0.589,0.568,0.58,2.01,0,0,0
8.5,0.57,0.549,0.556,2.33,0,0,0
9.5,0.545,0.526,0.543,2.7,0,0,0
10.5,0.527,0.51,0.519,3.12,0,0,0
11.5,0.508,0.485,0.501,3.62,0,0,0
12.5,0.495,0.472,0.484,4.19,0,0,0
14.5,0.462,0.441,0.454,4.85,0,0,0
16.5,0.435,0.414,0.423,5.61,0,0,0.0243
18.5,0.405,0.387,0.399,6.5,0,0,0.944
20.5,0.381,0.362,0.373,7.53,0.693,0.822,2.95
22.5,0.36,0.339,0.352,8.72,3.65,3.68,5.7
24.5,0.339,0.318,0.332,10.1,8.06,7.8,8.52
26.5,0.32,0.303,0.313,11.7,12.1,11.7,10.7
28.5,0.301,0.284,0.295,13.5,14.3,13.9,11.7
32.5,0.27,0.252,0.265,15.7,13.7,13.7,11.2
36.5,0.243,0.226,0.237,18.2,10.7,11.3,9.36
40.5,0.219,0.203,0.216,21,6.4,7.55,6.7
44.5,0.201,0.183,0.197,24.4,2.51,3.74,3.88
48.5,0.182,0.165,0.18,28.2,0.295,1.05,1.59
52.5,0.168,0.152,0.164,32.7,0,0,0.301
56.5,0.155,0.139,0.151,37.8,0,0,0
60.5,0.143,0.128,0.14,43.8,0,0,0
68.5,0.124,0.11,0.122,50.7,0,0,0
76.5,0.11,0.0953,0.107,58.8,0,0,0
84.5,0.0982,0.0849,0.0941,68.1,0,0,0
92.5,0.0903,0.0782,0.0863,78.8,0,0,0
101,0.0812,0.0703,0.08,91.3,0,0,0
109,0.075,0.0645,0.0745,106,0,0,0
117,0.07,0.0587,0.0689,122,0,0,0
125,0.066,0.056,0.0658,142,0,0,0
141,0.0596,0.0498,0.0582,164,0,0,0.162
157,0.0561,0.0453,0.0541,190,0,0.274,0.562
173,0.0527,0.0423,0.0505,220,0.318,0.885,1.14
189,0.0505,0.0405,0.0478,255,1.01,1.71,1.8
205,0.049,0.0377,0.0455,295,1.93,2.55,2.41
221,0.0481,0.0354,0.0427,342,2.85,3.21,2.87
237,0.0461,0.0326,0.04,396,3.56,3.57,3.12
253,0.0446,0.0315,0.0383,459,3.93,3.55,3.14
285,0.0415,0.0292,0.0376,531,3.89,3.17,2.95
317,0.0377,0.0275,0.036,615,3.48,2.54,2.58
349,0.0356,0.0263,0.0346,712,2.79,1.77,2.09
381,0.0333,0.0245,0.0332,825,1.97,1.03,1.57
413,0.0315,0.0223,0.0299,955,1.18,0.448,1.06
445,0.0288,0.0222,0.028,1.11E+03,0.539,0.106,0.627
477,0.0281,0.0212,0.026,1.28E+03,0.145,0,0.303
509,0.0262,0.0192,0.0245,1.48E+03,0,0,0.102
