X Lag Time,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_ST_No1_230613 3
0.5,0.8,0.813,0.81,0.4,0,0,0
1,0.784,0.796,0.791,0.463,0,0,0
1.5,0.762,0.77,0.771,0.536,0,0,0
2,0.744,0.756,0.753,0.621,0,0,0
2.5,0.724,0.736,0.737,0.719,0,0,0
3,0.714,0.722,0.723,0.833,0,0,0
3.5,0.696,0.707,0.709,0.965,0,0,0
4,0.684,0.695,0.7,1.12,0,0,0
4.5,0.67,0.683,0.683,1.29,0,0,0
5.5,0.646,0.653,0.657,1.5,0,0,0
6.5,0.624,0.63,0.635,1.74,0,0,0
7.5,0.604,0.61,0.615,2.01,0,0,0
8.5,0.585,0.593,0.595,2.33,0,0,0
9.5,0.565,0.572,0.577,2.7,0,0,0
10.5,0.548,0.554,0.558,3.12,0,0,0
11.5,0.531,0.535,0.541,3.62,0,0,0
12.5,0.516,0.52,0.523,4.19,0,0,0
14.5,0.485,0.491,0.493,4.85,0,0,0
16.5,0.458,0.461,0.466,5.61,0,0,0
18.5,0.435,0.436,0.441,6.5,0,0,0
20.5,0.409,0.412,0.417,7.53,1.12,0.592,0.946
22.5,0.388,0.39,0.396,8.72,3.76,3.24,3.07
24.5,0.369,0.369,0.375,10.1,7.12,7.14,5.91
26.5,0.348,0.349,0.356,11.7,10,10.8,8.69
28.5,0.332,0.33,0.338,13.5,11.6,12.8,10.6
32.5,0.299,0.299,0.308,15.7,11.5,12.6,11.3
36.5,0.272,0.271,0.281,18.2,9.81,10.4,10.5
40.5,0.248,0.247,0.257,21,7.12,7.12,8.63
44.5,0.228,0.225,0.235,24.4,4.22,3.73,6.07
48.5,0.21,0.207,0.216,28.2,1.84,1.2,3.49
52.5,0.194,0.192,0.2,32.7,0.433,0.0387,1.46
56.5,0.18,0.177,0.184,37.8,0,0,0.315
60.5,0.169,0.164,0.172,43.8,0,0,0
68.5,0.148,0.144,0.15,50.7,0,0,0
76.5,0.131,0.128,0.134,58.8,0,0,0
84.5,0.117,0.114,0.12,68.1,0,0,0
92.5,0.106,0.103,0.109,78.8,0.261,0.0254,0
101,0.0979,0.0932,0.0986,91.3,0.853,0.381,0.0614
109,0.089,0.0872,0.0913,106,1.68,1.09,0.396
117,0.0826,0.0819,0.083,122,2.58,2.01,1.01
125,0.0779,0.0769,0.0781,142,3.36,2.93,1.8
141,0.0704,0.0678,0.0693,164,3.87,3.68,2.6
157,0.0632,0.0618,0.0621,190,4.02,4.11,3.25
173,0.0568,0.0572,0.0561,220,3.81,4.14,3.64
189,0.0535,0.0516,0.0531,255,3.29,3.81,3.7
205,0.0498,0.0474,0.0488,295,2.55,3.17,3.43
221,0.0455,0.0427,0.0464,342,1.75,2.37,2.89
237,0.0425,0.0387,0.0446,396,1,1.53,2.19
253,0.0389,0.037,0.042,459,0.435,0.811,1.45
285,0.0346,0.0332,0.0378,531,0.106,0.304,0.793
317,0.0318,0.0298,0.0363,615,0,0.0494,0.315
349,0.0284,0.0274,0.0322,712,0,0,0.0618
381,0.0265,0.024,0.0284,825,0,0,0
413,0.0254,0.0225,0.0257,955,0,0,0
445,0.0227,0.0216,0.0232,1.11E+03,0,0,0
477,0.0206,0.0204,0.0214,1.28E+03,0,0,0
509,0.0182,0.0187,0.0202,1.48E+03,0,0,0
573,0.0159,0.0158,0.0171,1.72E+03,0,0,0
637,0.0142,0.0134,0.0152,1.99E+03,0,0,0
701,0.0123,0.0117,0.0143,2.30E+03,0,0,0
765,0.0118,0.0108,0.0121,2.67E+03,0,0,0
829,0.00962,0.00948,0.0111,3.09E+03,0.0247,0,0
893,0.00866,0.0084,0.00911,3.58E+03,0.136,0,0.0632
957,0.00839,0.00848,0.00815,4.15E+03,0.331,0,0.215
1.02E+03,0.00662,0.00719,0.00942,4.80E+03,0.564,0,0.425
1.15E+03,0.00464,0.006,0.0086,5.56E+03,0.765,0,0.629
1.28E+03,0.00516,0.00645,0.00553,6.44E+03,0,0,0
1.40E+03,0.0047,0.00465,0.00498,7.46E+03,0,0,0
1.53E+03,0.00602,0.0034,0.00455,8.63E+03,0,0,0
1.66E+03,0.00483,0.00377,0.00365,,,,
1.79E+03,0.00387,0.00344,0.00294,,,,
1.92E+03,0.00485,0.00188,0.00377,,,,
2.04E+03,0.00364,0.00241,0.00271,,,,
2.30E+03,0.00351,0.0028,0.0027,,,,
2.56E+03,0.00374,0.0017,0.00211,,,,
2.81E+03,0.00226,0.00301,0.00222,,,,
3.07E+03,0.00289,0.00443,0.00178,,,,
3.32E+03,0.00209,0.00343,0.00178,,,,
3.58E+03,0.00281,0.00137,0.00121,,,,
3.84E+03,0.00331,0.00219,0.00317,,,,
4.09E+03,0.00232,0.00228,0.00277,,,,
4.60E+03,0.00207,0.00208,0.00196,,,,
5.12E+03,0.00199,0.00146,0.00284,,,,
5.63E+03,0.00113,0.0026,0.0026,,,,
6.14E+03,0.00303,0.00233,0.00239,,,,
6.65E+03,0.00222,0.003,0.00334,,,,
7.16E+03,0.00131,0.00302,0.0029,,,,
7.68E+03,0.00207,0.00217,0.00317,,,,
8.19E+03,0.00171,0.00156,0.00238,,,,
9.21E+03,0.0032,0.00154,0.0025,,,,
1.02E+04,0.00258,0.0012,0.00189,,,,
1.13E+04,0.00134,0.00291,0.00177,,,,
1.23E+04,0.00207,0.00229,0.00267,,,,
1.33E+04,0.00188,0.00116,0.00241,,,,
1.43E+04,0.00138,0.00271,0.00223,,,,
1.54E+04,0.00132,0.00106,0.00239,,,,
1.64E+04,0.00136,0.0016,0.00219,,,,
1.84E+04,0.00191,0.00133,0.00223,,,,
2.05E+04,0.00174,0.00215,0.00145,,,,
2.25E+04,0.00155,0.00177,0.00203,,,,
2.46E+04,0.00103,0.00169,0.00212,,,,
2.66E+04,0.000988,0.0014,0.00193,,,,
2.87E+04,0.00152,0.00141,0.00157,,,,
3.07E+04,0.00141,0.000925,0.00162,,,,
3.28E+04,0.00154,0.0013,0.00161,,,,
3.69E+04,0.00135,0.00177,0.00147,,,,
4.10E+04,0.000934,0.00215,0.00166,,,,
4.51E+04,0.000806,0.00168,0.00103,,,,
4.91E+04,0.0015,0.00148,0.0013,,,,
5.32E+04,0.000928,0.00124,0.000767,,,,
5.73E+04,0.00117,0.00166,0.00132,,,,
6.14E+04,0.00105,0.00146,0.00118,,,,
6.55E+04,0.000772,0.00102,0.00159,,,,
7.37E+04,0.00145,0.00145,0.0014,,,,
8.19E+04,0.00086,0.00154,0.000717,,,,
9.01E+04,0.000918,0.00103,0.00135,,,,
9.83E+04,0.00102,0.000836,0.00134,,,,
1.06E+05,0.000503,0.0016,0.000843,,,,
1.15E+05,0.000708,0.00128,0.000984,,,,
1.23E+05,0.000629,0.000942,0.00103,,,,
1.31E+05,0.000549,0.00105,0.000619,,,,
1.47E+05,0.000632,0.00106,0.000492,,,,
1.64E+05,0.000395,0.00144,0.000343,,,,
1.80E+05,0.000574,0.000629,0.000452,,,,
1.97E+05,0.000251,0.000802,0.000495,,,,
2.13E+05,0.00057,0.000663,0.000404,,,,
2.29E+05,0.000931,0.000826,0.000279,,,,
2.46E+05,0.000489,0.000846,0.00018,,,,
2.62E+05,0.000113,0.000406,0.000102,,,,
2.95E+05,0.000165,0.000777,0.000438,,,,
3.28E+05,0.000117,0.000208,0.000567,,,,
3.60E+05,4.92E-05,0.00055,0.000812,,,,
3.93E+05,8.62E-05,0.000454,0.000615,,,,
4.26E+05,0.000107,0.000524,0.000854,,,,
4.59E+05,0.000203,0.000424,0.000388,,,,
4.92E+05,0.000453,0.000244,0.000444,,,,
5.24E+05,0.000244,0,0.000329,,,,
5.90E+05,0.000556,0.000256,0.000783,,,,
6.55E+05,0.000882,0.000357,0.000133,,,,
7.21E+05,0.0014,0.000242,2.10E-05,,,,
7.86E+05,0.00142,0.000277,0.000509,,,,
8.52E+05,0.00181,0.00034,6.32E-05,,,,
9.18E+05,0.00187,0.000342,0,,,,
9.83E+05,0.00179,0.000129,0.000657,,,,
1.05E+06,0.00299,0.000362,0.00102,,,,
1.18E+06,0.00323,0.000451,0.00108,,,,
1.31E+06,0.00366,0.000322,0.000709,,,,
1.44E+06,0.00392,0.000434,0.000498,,,,
1.57E+06,0.00469,0.000259,0.000228,,,,
1.70E+06,0.0032,0.00115,0.000421,,,,
1.84E+06,0.00266,0.000505,0.000255,,,,
1.97E+06,0.00329,0.00102,0.00032,,,,
2.10E+06,0,0,0,,,,
