X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No3_230621 3
0.5,0.813,0.804,0.812,0.4,0,0,0
1,0.776,0.767,0.776,0.463,0,0,0
1.5,0.75,0.741,0.745,0.536,0,0,0
2,0.723,0.72,0.721,0.621,0,0,0
2.5,0.704,0.692,0.706,0.719,0,0,0
3,0.681,0.676,0.675,0.833,0,0,0
3.5,0.664,0.653,0.669,0.965,0,0,0
4,0.644,0.636,0.645,1.12,0,0,0
4.5,0.63,0.622,0.625,1.29,0,0,0.546
5.5,0.593,0.585,0.59,1.5,0,0,1.79
6.5,0.565,0.56,0.563,1.74,0,0,2.2
7.5,0.541,0.531,0.532,2.01,0,0,1.38
8.5,0.516,0.501,0.509,2.33,0,0,0.279
9.5,0.497,0.486,0.487,2.7,0,0,0
10.5,0.473,0.457,0.461,3.12,0,0,0
11.5,0.45,0.437,0.44,3.62,0,0,0
12.5,0.431,0.417,0.425,4.19,0,0,0
14.5,0.395,0.379,0.388,4.85,0,0.0626,0
16.5,0.36,0.345,0.355,5.61,0.366,0.744,0
18.5,0.328,0.318,0.323,6.5,1.98,2.19,0
20.5,0.303,0.291,0.296,7.53,4.65,4.32,1.56
22.5,0.279,0.269,0.27,8.72,7.74,6.82,4.84
24.5,0.255,0.247,0.247,10.1,10.5,9.29,8.92
26.5,0.236,0.224,0.229,11.7,12.4,11.3,12.6
28.5,0.218,0.206,0.21,13.5,13,12.5,14.8
32.5,0.187,0.173,0.179,15.7,12.3,12.6,15
36.5,0.159,0.147,0.152,18.2,10.6,11.7,13.2
40.5,0.138,0.126,0.129,21,8.23,9.97,10.1
44.5,0.12,0.106,0.11,24.4,5.6,7.63,6.45
48.5,0.102,0.0884,0.0938,28.2,3.21,5.12,3.15
52.5,0.0902,0.0767,0.0817,32.7,1.4,2.86,0.912
56.5,0.0793,0.0672,0.0699,37.8,0.349,1.18,0
60.5,0.0703,0.0576,0.0621,43.8,0,0.256,0
68.5,0.0542,0.0434,0.0483,50.7,0,0,0
76.5,0.0418,0.0334,0.0382,58.8,0,0,0
84.5,0.034,0.0264,0.0309,68.1,0,0,0
92.5,0.0274,0.0205,0.0258,78.8,0,0,0
101,0.0232,0.0164,0.0205,91.3,0,0,0
109,0.0202,0.0136,0.0183,106,0,0,0
117,0.018,0.0106,0.0149,122,0,0,0
