X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_ST_No2_230621 3
0.5,0.858,0.86,0.857,0.4,0,0,0
1,0.841,0.846,0.841,0.463,0,0,0
1.5,0.825,0.834,0.829,0.536,0,0,0
2,0.817,0.825,0.818,0.621,0,0,0
2.5,0.806,0.81,0.805,0.719,0,0,0
3,0.793,0.807,0.798,0.833,0,0,0
3.5,0.787,0.795,0.784,0.965,0,0,0
4,0.777,0.788,0.781,1.12,0,0,0
4.5,0.771,0.781,0.774,1.29,0,0,0
5.5,0.758,0.762,0.753,1.5,0,0,0
6.5,0.741,0.752,0.738,1.74,0,0,0
7.5,0.727,0.732,0.726,2.01,0,0,0
8.5,0.715,0.719,0.715,2.33,0,0,0
9.5,0.702,0.712,0.698,2.7,0,0,0
10.5,0.693,0.698,0.69,3.12,0,0.103,0
11.5,0.682,0.687,0.674,3.62,0,0.235,0
12.5,0.669,0.676,0.664,4.19,0,0.246,0
14.5,0.648,0.654,0.643,4.85,0,0.123,0
16.5,0.63,0.634,0.624,5.61,0,0.0299,0
18.5,0.61,0.614,0.605,6.5,0,0.21,0
20.5,0.592,0.597,0.59,7.53,0.669,0.839,0
22.5,0.578,0.582,0.57,8.72,2.07,1.91,1.25
24.5,0.56,0.565,0.552,10.1,3.68,3.21,3.44
26.5,0.545,0.55,0.537,11.7,4.89,4.4,5.56
28.5,0.533,0.536,0.524,13.5,5.35,5.12,6.68
32.5,0.507,0.511,0.499,15.7,5,5.15,6.37
36.5,0.482,0.486,0.474,18.2,4.02,4.48,4.84
40.5,0.462,0.464,0.452,21,2.74,3.3,2.77
44.5,0.443,0.445,0.432,24.4,1.52,1.97,0.98
48.5,0.425,0.429,0.415,28.2,0.598,0.854,0.0542
52.5,0.408,0.41,0.397,32.7,0.107,0.19,0
56.5,0.392,0.397,0.381,37.8,0,0,0
60.5,0.379,0.383,0.367,43.8,0.0785,0,0
68.5,0.353,0.356,0.344,50.7,0.474,0.125,0
76.5,0.332,0.334,0.32,58.8,1.21,0.669,0.2
84.5,0.312,0.313,0.301,68.1,2.23,1.69,1.09
92.5,0.297,0.297,0.283,78.8,3.43,3.06,2.68
