X Lag Time,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 3,X Intensity,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No3_230608 3
0.5,0.789,0.793,0.794,0.4,0,0,0
1,0.761,0.764,0.77,0.463,0,0,0
1.5,0.74,0.743,0.753,0.536,0,0,0
2,0.715,0.721,0.724,0.621,0,0,0
2.5,0.695,0.695,0.703,0.719,0,0,0
3,0.682,0.684,0.689,0.833,0,0,0
3.5,0.663,0.66,0.671,0.965,0,0,0
4,0.645,0.647,0.659,1.12,0,0,0
4.5,0.629,0.63,0.639,1.29,0,0,0
5.5,0.601,0.6,0.611,1.5,0,0,0
6.5,0.574,0.572,0.585,1.74,0,0,0
7.5,0.55,0.548,0.558,2.01,0,0,0
8.5,0.528,0.524,0.538,2.33,0,0,0
9.5,0.509,0.501,0.514,2.7,0,0,0
10.5,0.486,0.483,0.497,3.12,0,0,0
11.5,0.469,0.464,0.476,3.62,0,0,0
12.5,0.451,0.446,0.457,4.19,0,0,0
14.5,0.416,0.408,0.426,4.85,0,0,0
16.5,0.39,0.378,0.395,5.61,0,0,0
18.5,0.359,0.351,0.365,6.5,0.733,0.605,0.681
20.5,0.333,0.326,0.339,7.53,2.75,2.6,2.63
22.5,0.311,0.301,0.317,8.72,5.76,5.71,5.61
24.5,0.292,0.278,0.295,10.1,8.99,9.14,8.9
26.5,0.269,0.259,0.276,11.7,11.6,12,11.7
28.5,0.252,0.241,0.258,13.5,13,13.5,13.2
32.5,0.223,0.208,0.228,15.7,12.8,13.4,13.1
36.5,0.196,0.182,0.201,18.2,11.2,11.8,11.5
40.5,0.173,0.158,0.177,21,8.6,9.02,8.8
44.5,0.153,0.138,0.157,24.4,5.59,5.85,5.63
48.5,0.136,0.121,0.141,28.2,2.86,2.97,2.77
52.5,0.122,0.109,0.128,32.7,0.942,0.956,0.811
56.5,0.108,0.0971,0.115,37.8,0.0626,0.0436,0
60.5,0.0998,0.087,0.103,43.8,0,0,0
68.5,0.0838,0.0712,0.0869,50.7,0,0,0
76.5,0.0692,0.0589,0.0732,58.8,0,0,0
84.5,0.0593,0.0506,0.0635,68.1,0,0,0
92.5,0.0515,0.0434,0.0558,78.8,0,0,0
101,0.0453,0.0365,0.0504,91.3,0,0,0
109,0.0411,0.0322,0.0456,106,0,0,0
117,0.0375,0.0277,0.0412,122,0,0,0
125,0.034,0.026,0.0379,142,0,0,0
141,0.0295,0.0225,0.0333,164,0,0,0
157,0.0268,0.0202,0.0286,190,0.101,0,0
173,0.0248,0.0179,0.026,220,0.326,0,0.0835
189,0.024,0.0163,0.0253,255,0.637,0,0.319
205,0.0222,0.016,0.0258,295,0.976,0,0.678
221,0.0213,0.014,0.0246,342,1.28,0.0374,1.08
237,0.0201,0.0137,0.0234,396,1.5,0.151,1.45
253,0.019,0.0121,0.023,459,1.6,0.337,1.7
285,0.0162,0.00984,0.0215,531,1.59,0.57,1.8
317,0.0151,0.011,0.0214,615,1.46,0.816,1.73
349,0.0134,0.0108,0.0206,712,1.24,1.04,1.52
381,0.0125,0.00994,0.0197,825,0.975,1.21,1.21
413,0.0127,0.00917,0.0175,955,0.694,1.32,0.855
445,0.0113,0.0103,0.016,1.11E+03,0.435,1.34,0.515
477,0.0121,0.0101,0.0165,1.28E+03,0.227,1.29,0.242
509,0.0121,0.0091,0.015,1.48E+03,0.0855,1.17,0.0691
573,0.0122,0.00669,0.0142,1.72E+03,0.0144,1,0
637,0.00909,0.00673,0.013,1.99E+03,0,0.799,0
701,0.00849,0.00625,0.0118,2.30E+03,0.0126,0.588,0
765,0.00943,0.00462,0.0112,2.67E+03,0.0646,0.389,0
829,0.0076,0.0042,0.0107,3.09E+03,0.154,0.222,0.0214
893,0.00683,0.00415,0.0089,3.58E+03,0.269,0.1,0.107
957,0.00631,0.00327,0.0107,4.15E+03,0.387,0.0278,0.258
1.02E+03,0.00579,0.003,0.00851,4.80E+03,0.485,0,0.443
1.15E+03,0.00484,0.00221,0.00809,5.56E+03,0.536,0,0.612
1.28E+03,0.00594,0.00237,0.00691,6.44E+03,0,0,0
1.40E+03,0.00475,0.0027,0.0069,7.46E+03,0,0,0
1.53E+03,0.00396,0.00159,0.00743,8.63E+03,0,0,0
1.66E+03,0.00372,0.00233,0.0058,,,,
1.79E+03,0.00406,0.00129,0.00616,,,,
1.92E+03,0.00456,0.00217,0.00583,,,,
2.04E+03,0.00416,0.00178,0.0063,,,,
2.30E+03,0.0049,0.000412,0.00692,,,,
2.56E+03,0.00471,0.00106,0.00588,,,,
2.81E+03,0.00326,0.00118,0.00659,,,,
3.07E+03,0.003,0.00162,0.00546,,,,
3.32E+03,0.00337,0.00125,0.00537,,,,
3.58E+03,0.00348,0.000377,0.0062,,,,
3.84E+03,0.0026,0.000291,0.00684,,,,
4.09E+03,0.0021,0.0011,0.00634,,,,
4.60E+03,0.00295,0.000806,0.00519,,,,
5.12E+03,0.00247,0.00118,0.00491,,,,
5.63E+03,0.00164,0.00121,0.00504,,,,
6.14E+03,0.00169,0.00099,0.00498,,,,
6.65E+03,0.0018,0.000519,0.00674,,,,
7.16E+03,0.00212,0.000641,0.00579,,,,
7.68E+03,0.0025,0.00111,0.00532,,,,
8.19E+03,0.00295,0.0014,0.00492,,,,
9.21E+03,0.00215,0.000859,0.00481,,,,
1.02E+04,0.00284,0.00149,0.0052,,,,
1.13E+04,0.00248,0.00169,0.00503,,,,
1.23E+04,0.00274,0.000831,0.00533,,,,
1.33E+04,0.00245,0.000753,0.00568,,,,
1.43E+04,0.0026,0.00091,0.00529,,,,
1.54E+04,0.00264,0.00113,0.00576,,,,
1.64E+04,0.00267,0.00156,0.00583,,,,
1.84E+04,0.00217,0.00146,0.00534,,,,
2.05E+04,0.00251,0.00122,0.00587,,,,
2.25E+04,0.00142,0.00108,0.00569,,,,
2.46E+04,0.00185,0.00108,0.00594,,,,
2.66E+04,0.00169,0.00123,0.00625,,,,
2.87E+04,0.00156,0.00141,0.0058,,,,
3.07E+04,0.00161,0.00109,0.00523,,,,
3.28E+04,0.00231,0.00132,0.00543,,,,
3.69E+04,0.00191,0.00114,0.00518,,,,
4.10E+04,0.00186,0.00102,0.00546,,,,
4.51E+04,0.00233,0.000989,0.00526,,,,
4.91E+04,0.00209,0.00118,0.00576,,,,
5.32E+04,0.00216,0.00111,0.00505,,,,
5.73E+04,0.00219,0.00113,0.00531,,,,
6.14E+04,0.00205,0.00104,0.0051,,,,
6.55E+04,0.00177,0.0011,0.00536,,,,
7.37E+04,0.00226,0.000884,0.00507,,,,
8.19E+04,0.00177,0.00101,0.00466,,,,
9.01E+04,0.00202,0.00106,0.00515,,,,
9.83E+04,0.00178,0.000836,0.00493,,,,
1.06E+05,0.00164,0.000742,0.00439,,,,
1.15E+05,0.00171,0.000979,0.00484,,,,
1.23E+05,0.00154,0.000684,0.00465,,,,
1.31E+05,0.00153,0.000611,0.00422,,,,
1.47E+05,0.00143,0.000688,0.00387,,,,
1.64E+05,0.00129,0.000659,0.00372,,,,
1.80E+05,0.00109,0.000523,0.00353,,,,
1.97E+05,0.000859,0.000353,0.0033,,,,
2.13E+05,0.000918,0.000506,0.00301,,,,
2.29E+05,0.000978,0.000637,0.00264,,,,
2.46E+05,0.000649,0.000454,0.0029,,,,
2.62E+05,0.000796,0.000531,0.00283,,,,
2.95E+05,0.000746,0.000812,0.00273,,,,
3.28E+05,0.000665,0.00049,0.00231,,,,
3.60E+05,0.000348,0.000371,0.00184,,,,
3.93E+05,0.000891,0.000651,0.0017,,,,
4.26E+05,0.000606,0.000465,0.00177,,,,
4.59E+05,0.000736,0.000376,0.0015,,,,
4.92E+05,0.000591,0.00022,0.000929,,,,
5.24E+05,0.00131,0.000328,0.00114,,,,
5.90E+05,0.00135,0.000481,0.000918,,,,
6.55E+05,0.000466,0.000305,0.000725,,,,
7.21E+05,0.00106,0.000264,0.00104,,,,
7.86E+05,0.00145,0.000208,0.000458,,,,
8.52E+05,0.0016,0.000126,0.000299,,,,
9.18E+05,0.00152,0.000253,0.000258,,,,
9.83E+05,0.00175,0.000218,7.78E-05,,,,
1.05E+06,1.42E-05,0.000452,0.000448,,,,
1.18E+06,0.000351,0.000988,0.000512,,,,
1.31E+06,0.00049,0.000827,0.00068,,,,
1.44E+06,0.000569,0.000639,0.000427,,,,
1.57E+06,1.02E-05,0.000833,0.00068,,,,
1.70E+06,0,0.00105,0.000715,,,,
1.84E+06,0,0.000974,0.0009,,,,
1.97E+06,0,0.00108,0.00155,,,,
2.10E+06,0,0,0,,,,
2.36E+06,0,0,0,,,,
2.62E+06,0,0,0,,,,
2.88E+06,0,0,0,,,,
3.15E+06,0,0,0,,,,
3.41E+06,0,0,0,,,,
3.67E+06,0,0,0,,,,
3.93E+06,0,0,0,,,,
4.19E+06,0,0,0,,,,
4.72E+06,0,0,0,,,,
5.24E+06,0,0,0,,,,
5.77E+06,0,0,0,,,,
6.29E+06,0,0,0,,,,
6.82E+06,0,0,0,,,,
7.34E+06,0,0,0,,,,
7.86E+06,0,0,0,,,,
8.39E+06,0,0,0,,,,
9.44E+06,0,0,0,,,,
1.05E+07,0,0,0,,,,
1.15E+07,0,0,0,,,,
1.26E+07,0,0,0,,,,
1.36E+07,0,0,0,,,,
1.47E+07,0,0,0,,,,
1.57E+07,0,0,0,,,,
1.68E+07,0,0,0,,,,
1.89E+07,0,0,0,,,,
2.10E+07,0,0,0,,,,
2.31E+07,0,0,0,,,,
2.52E+07,0,0,0,,,,
2.73E+07,0,0,0,,,,
2.94E+07,0,0,0,,,,
3.15E+07,0,0,0,,,,
3.36E+07,0,0,0,,,,
3.77E+07,0,0,0,,,,
4.19E+07,0,0,0,,,,
4.61E+07,0,0,0,,,,
5.03E+07,0,0,0,,,,
5.45E+07,0,0,0,,,,
5.87E+07,0,0,0,,,,
