X Lag Time,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS2_050ug_200rpm_10-00min_PM_No1_230613 3
0.5,0.759,0.804,0.811,0.4,0,0,0
1,0.737,0.77,0.792,0.463,0,0,0
1.5,0.72,0.754,0.768,0.536,0,0,0
2,0.702,0.737,0.746,0.621,0,0,0
2.5,0.691,0.723,0.726,0.719,0,0,0
3,0.675,0.706,0.708,0.833,0,0,0
3.5,0.661,0.688,0.7,0.965,0,0,0
4,0.647,0.672,0.678,1.12,0,0,0
4.5,0.636,0.66,0.666,1.29,0,0,0
5.5,0.612,0.635,0.642,1.5,0,0,0
6.5,0.588,0.612,0.615,1.74,0,0,0
7.5,0.573,0.588,0.594,2.01,0,0,0
8.5,0.554,0.566,0.571,2.33,0,0,0
9.5,0.534,0.546,0.553,2.7,0,0,0
10.5,0.517,0.53,0.534,3.12,0,0,0
11.5,0.505,0.512,0.515,3.62,0,0,0
12.5,0.489,0.495,0.499,4.19,0,0,0
14.5,0.461,0.464,0.467,4.85,0,0,0
16.5,0.436,0.436,0.439,5.61,0,0,0
18.5,0.41,0.41,0.412,6.5,0,0,0
20.5,0.389,0.386,0.389,7.53,1.31,1.09,1.2
22.5,0.369,0.363,0.367,8.72,4.33,4.18,4.3
24.5,0.35,0.341,0.344,10.1,8.07,8.27,8.33
26.5,0.333,0.326,0.324,11.7,11.1,11.8,11.8
28.5,0.317,0.307,0.308,13.5,12.3,13.4,13.4
32.5,0.289,0.276,0.277,15.7,11.4,12.6,12.7
36.5,0.262,0.248,0.248,18.2,8.71,9.85,9.98
40.5,0.242,0.224,0.225,21,5.23,6.12,6.31
44.5,0.223,0.205,0.205,24.4,2.15,2.7,2.87
48.5,0.206,0.188,0.186,28.2,0.362,0.58,0.669
52.5,0.192,0.172,0.172,32.7,0,0,0
56.5,0.179,0.16,0.157,37.8,0,0,0
60.5,0.168,0.148,0.147,43.8,0,0,0
68.5,0.15,0.129,0.128,50.7,0,0,0
76.5,0.135,0.115,0.113,58.8,0,0,0
84.5,0.123,0.103,0.102,68.1,0,0,0
92.5,0.113,0.0926,0.0919,78.8,0,0,0
101,0.105,0.0855,0.0845,91.3,0,0,0
109,0.0975,0.0799,0.0782,106,0,0,0
117,0.0937,0.0739,0.073,122,0,0,0
125,0.0894,0.0698,0.0689,142,0.00703,0.134,0.164
141,0.082,0.0627,0.0619,164,0.426,0.66,0.7
157,0.0764,0.058,0.0568,190,1.29,1.53,1.54
173,0.0729,0.0541,0.0523,220,2.42,2.56,2.51
189,0.0692,0.0512,0.0492,255,3.55,3.48,3.37
205,0.0666,0.0483,0.0466,295,4.45,4.11,3.94
221,0.0629,0.0442,0.0447,342,4.93,4.32,4.11
237,0.0616,0.0423,0.0421,396,4.92,4.07,3.87
253,0.0591,0.0411,0.0408,459,4.44,3.43,3.27
285,0.0526,0.0383,0.0375,531,3.59,2.55,2.45
317,0.0491,0.0348,0.0344,615,2.56,1.61,1.57
349,0.0464,0.0327,0.0317,712,1.54,0.786,0.802
