X Lag Time,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 3,X Intensity,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_PM_No1_230607 3
0.5,0.802,0.82,0.814,0.4,0,0,0
1,0.78,0.799,0.801,0.463,0,0,0
1.5,0.762,0.781,0.781,0.536,0,0,0
2,0.747,0.766,0.761,0.621,0,0,0
2.5,0.734,0.751,0.746,0.719,0,0,0
3,0.72,0.735,0.733,0.833,0,0,0
3.5,0.703,0.721,0.721,0.965,0,0,0
4,0.691,0.714,0.707,1.12,0,0,0
4.5,0.675,0.695,0.695,1.29,0,0,0
5.5,0.655,0.673,0.673,1.5,0,0,0
6.5,0.633,0.651,0.65,1.74,0,0,0
7.5,0.613,0.633,0.632,2.01,0,0,0
8.5,0.592,0.612,0.61,2.33,0,0,0
9.5,0.575,0.594,0.593,2.7,0,0,0
10.5,0.557,0.576,0.579,3.12,0,0,0
11.5,0.541,0.56,0.56,3.62,0,0,0
12.5,0.527,0.546,0.546,4.19,0,0,0
14.5,0.497,0.518,0.519,4.85,0,0,0
16.5,0.471,0.493,0.491,5.61,0,0,0
18.5,0.447,0.469,0.468,6.5,0,0,0
20.5,0.426,0.445,0.445,7.53,0.246,0.894,0.668
22.5,0.403,0.425,0.424,8.72,2.74,3.99,3.59
24.5,0.384,0.405,0.405,10.1,6.87,8.18,7.86
26.5,0.367,0.387,0.387,11.7,10.9,11.6,11.6
28.5,0.351,0.371,0.37,13.5,13,12.9,13.2
32.5,0.319,0.34,0.339,15.7,12.5,11.6,12.1
36.5,0.294,0.315,0.313,18.2,9.63,8.35,8.75
40.5,0.272,0.291,0.291,21,5.53,4.43,4.63
44.5,0.251,0.271,0.271,24.4,1.88,1.34,1.37
48.5,0.233,0.255,0.253,28.2,0,0,0
52.5,0.218,0.239,0.239,32.7,0,0,0
56.5,0.204,0.225,0.224,37.8,0,0,0
60.5,0.193,0.213,0.212,43.8,0,0,0
68.5,0.172,0.194,0.192,50.7,0,0,0
76.5,0.156,0.178,0.175,58.8,0,0,0
84.5,0.143,0.163,0.162,68.1,0,0,0
92.5,0.133,0.153,0.15,78.8,0,0,0
101,0.124,0.143,0.142,91.3,0,0,0
109,0.116,0.137,0.135,106,0,0,0
117,0.112,0.131,0.128,122,0,0.189,0
125,0.107,0.126,0.123,142,0,1.09,0.6
141,0.0977,0.116,0.114,164,0.184,2.58,1.9
157,0.092,0.108,0.108,190,0.902,4.2,3.54
173,0.087,0.102,0.103,220,2.07,5.46,5
189,0.0832,0.0967,0.099,255,3.39,5.99,5.84
205,0.0798,0.0927,0.0951,295,4.53,5.64,5.84
221,0.0757,0.0894,0.0914,342,5.25,4.55,5.02
237,0.0734,0.0866,0.0886,396,5.4,3.04,3.64
253,0.0712,0.0837,0.0852,459,4.97,1.54,2.11
285,0.0673,0.079,0.0794,531,4.1,0.459,0.847
317,0.0628,0.0736,0.0743,615,2.97,0,0.14
349,0.059,0.07,0.0692,712,1.82,0,0
381,0.0547,0.0656,0.0658,825,0.86,0,0
413,0.052,0.0611,0.0618,955,0.245,0,0
445,0.0488,0.0584,0.0596,1.11E+03,0,0,0
477,0.0451,0.0558,0.0563,1.28E+03,0,0,0
509,0.0423,0.0531,0.0536,1.48E+03,0,0,0
573,0.0376,0.0473,0.0489,1.72E+03,0,0,0
637,0.0347,0.0424,0.0447,1.99E+03,0,0,0
701,0.0308,0.0381,0.04,2.30E+03,0,0,0
765,0.0287,0.0343,0.0359,2.67E+03,0,0,0
829,0.0274,0.0323,0.033,3.09E+03,0,0,0
893,0.025,0.0302,0.0304,3.58E+03,0,0,0
957,0.0223,0.0279,0.03,4.15E+03,0,0.0551,0.0652
1.02E+03,0.0198,0.0261,0.0279,4.80E+03,0,0.517,0.496
1.15E+03,0.0153,0.0213,0.0237,5.56E+03,0,1.3,1.21
1.28E+03,0.0126,0.0187,0.0194,6.44E+03,0,0,0
1.40E+03,0.0115,0.0168,0.0165,7.46E+03,0,0,0
1.53E+03,0.00981,0.0156,0.0137,8.63E+03,0,0,0
1.66E+03,0.00766,0.0152,0.0133,,,,
1.79E+03,0.00776,0.012,0.0132,,,,
1.92E+03,0.00817,0.0114,0.0135,,,,
2.04E+03,0.00785,0.0106,0.0135,,,,
2.30E+03,0.00604,0.00931,0.0136,,,,
2.56E+03,0.00572,0.00881,0.012,,,,
2.81E+03,0.00534,0.00842,0.0113,,,,
3.07E+03,0.00435,0.00846,0.0105,,,,
3.32E+03,0.00383,0.00928,0.0102,,,,
3.58E+03,0.00374,0.00981,0.0101,,,,
3.84E+03,0.00383,0.00932,0.0115,,,,
4.09E+03,0.00345,0.01,0.011,,,,
4.60E+03,0.00398,0.0101,0.0107,,,,
5.12E+03,0.00451,0.0078,0.0095,,,,
5.63E+03,0.00386,0.00764,0.00912,,,,
6.14E+03,0.00261,0.00676,0.00933,,,,
6.65E+03,0.00314,0.00725,0.00918,,,,
7.16E+03,0.00341,0.00817,0.00902,,,,
7.68E+03,0.00413,0.00852,0.0083,,,,
8.19E+03,0.00419,0.00824,0.00799,,,,
9.21E+03,0.00422,0.0075,0.00721,,,,
1.02E+04,0.00334,0.00658,0.00753,,,,
1.13E+04,0.00317,0.00772,0.00827,,,,
1.23E+04,0.00346,0.00652,0.00813,,,,
1.33E+04,0.0043,0.00674,0.0092,,,,
1.43E+04,0.00341,0.00634,0.00879,,,,
1.54E+04,0.00198,0.00658,0.00811,,,,
1.64E+04,0.00214,0.00686,0.0071,,,,
1.84E+04,0.00317,0.00682,0.00823,,,,
2.05E+04,0.00327,0.0077,0.00836,,,,
2.25E+04,0.00189,0.00755,0.00795,,,,
2.46E+04,0.00274,0.00749,0.00794,,,,
2.66E+04,0.00195,0.00563,0.00733,,,,
2.87E+04,0.00275,0.00498,0.00765,,,,
3.07E+04,0.00181,0.00603,0.0101,,,,
3.28E+04,0.00206,0.00559,0.00758,,,,
3.69E+04,0.00302,0.00501,0.00658,,,,
4.10E+04,0.00231,0.00392,0.00638,,,,
4.51E+04,0.00234,0.00382,0.00628,,,,
4.91E+04,0.00296,0.00387,0.0054,,,,
5.32E+04,0.00299,0.00461,0.00563,,,,
5.73E+04,0.00194,0.00405,0.00595,,,,
6.14E+04,0.00237,0.00394,0.00443,,,,
6.55E+04,0.00196,0.00425,0.00496,,,,
7.37E+04,0.00172,0.00286,0.00431,,,,
8.19E+04,0.00203,0.00341,0.00437,,,,
9.01E+04,0.00123,0.00301,0.00443,,,,
9.83E+04,0.00171,0.00204,0.00426,,,,
1.06E+05,0.00274,0.0025,0.00408,,,,
1.15E+05,0.00122,0.00208,0.00378,,,,
1.23E+05,0.00142,0.00301,0.00476,,,,
1.31E+05,0.00198,0.00381,0.00557,,,,
1.47E+05,0.00158,0.00271,0.00388,,,,
1.64E+05,0.00248,0.0021,0.0044,,,,
1.80E+05,0.00133,0.00287,0.00395,,,,
1.97E+05,0.00154,0.00309,0.00414,,,,
2.13E+05,0.00212,0.00336,0.00331,,,,
2.29E+05,0.0014,0.00327,0.00406,,,,
2.46E+05,0.00166,0.00295,0.00338,,,,
2.62E+05,0.00191,0.00288,0.00276,,,,
2.95E+05,0.00214,0.00312,0.00298,,,,
3.28E+05,0.00234,0.0019,0.00279,,,,
3.60E+05,0.00176,0.00294,0.00233,,,,
3.93E+05,0.00153,0.00234,0.00196,,,,
4.26E+05,0.00141,0.00178,0.00204,,,,
4.59E+05,0.00126,0.00198,0.00314,,,,
4.92E+05,0.0024,0.00174,0.00263,,,,
5.24E+05,0.002,0.00291,0.00133,,,,
5.90E+05,0.00124,0.00247,0.00111,,,,
