X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No2_230621 3
0.5,0.77,0.779,0.782,0.4,0,0,0
1,0.746,0.75,0.75,0.463,0,0,0
1.5,0.727,0.733,0.727,0.536,0,0,0
2,0.704,0.713,0.716,0.621,0,0,0
2.5,0.688,0.697,0.695,0.719,0,0,0
3,0.674,0.678,0.676,0.833,0,0,0
3.5,0.656,0.664,0.661,0.965,0,0,0
4,0.644,0.646,0.653,1.12,0,0,0
4.5,0.631,0.631,0.637,1.29,0,0,0
5.5,0.605,0.608,0.607,1.5,0,0,0
6.5,0.582,0.585,0.585,1.74,0,0,0
7.5,0.556,0.564,0.562,2.01,0,0,0
8.5,0.541,0.544,0.541,2.33,0,0,0
9.5,0.522,0.523,0.522,2.7,0,0,0
10.5,0.503,0.502,0.506,3.12,0,0,0
11.5,0.487,0.487,0.489,3.62,0,0,0
12.5,0.472,0.468,0.47,4.19,0,0,0
14.5,0.441,0.437,0.442,4.85,0,0,0
16.5,0.413,0.41,0.413,5.61,0,0,0
18.5,0.389,0.384,0.388,6.5,0,0,0
20.5,0.364,0.361,0.362,7.53,0.808,1.56,0.127
22.5,0.343,0.337,0.338,8.72,4.05,4.89,2.69
24.5,0.32,0.318,0.32,10.1,8.68,8.94,7.15
26.5,0.303,0.301,0.3,11.7,12.8,12.3,11.7
28.5,0.287,0.282,0.284,13.5,14.7,13.9,14.7
32.5,0.256,0.252,0.252,15.7,13.7,13.1,15
36.5,0.231,0.225,0.228,18.2,10.3,10.4,12.6
40.5,0.21,0.202,0.204,21,5.86,6.69,8.46
44.5,0.19,0.182,0.185,24.4,1.98,3.11,4.15
48.5,0.173,0.166,0.169,28.2,0.00487,0.757,1.1
52.5,0.158,0.153,0.153,32.7,0,0,0
56.5,0.147,0.14,0.14,37.8,0,0,0
