X Lag Time,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 3,X Intensity,Record 1: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 1,Record 2: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 2,Record 3: JJ1_01mg_PS2_100ug_200rpm_10-00min_ST_No2_230621 3
0.5,0.787,0.778,0.785,0.4,0,0,0
1,0.77,0.762,0.768,0.463,0,0,0
1.5,0.748,0.743,0.75,0.536,0,0,0
2,0.733,0.723,0.735,0.621,0,0,0
2.5,0.716,0.71,0.721,0.719,0,0,0
3,0.706,0.695,0.71,0.833,0,0,0
3.5,0.689,0.682,0.691,0.965,0,0,0
4,0.676,0.671,0.682,1.12,0,0,0
4.5,0.666,0.655,0.669,1.29,0,0,0
5.5,0.644,0.634,0.646,1.5,0,0,0
6.5,0.62,0.614,0.624,1.74,0,0,0
7.5,0.603,0.595,0.607,2.01,0,0,0
8.5,0.581,0.574,0.589,2.33,0,0,0
9.5,0.566,0.558,0.571,2.7,0,0,0
10.5,0.55,0.538,0.553,3.12,0,0,0
11.5,0.531,0.523,0.538,3.62,0,0,0
12.5,0.518,0.508,0.523,4.19,0,0,0
14.5,0.492,0.482,0.494,4.85,0,0,0
16.5,0.464,0.455,0.472,5.61,0,0,0
18.5,0.441,0.43,0.448,6.5,0,0.134,0
20.5,0.42,0.409,0.425,7.53,0.309,1.41,0.803
22.5,0.399,0.388,0.404,8.72,2.6,3.83,3.23
24.5,0.38,0.369,0.385,10.1,6.36,6.76,6.64
26.5,0.364,0.353,0.367,11.7,10.1,9.34,9.79
28.5,0.347,0.335,0.352,13.5,12.3,10.8,11.6
32.5,0.317,0.305,0.322,15.7,12.1,10.9,11.4
36.5,0.291,0.28,0.296,18.2,9.76,9.47,9.33
40.5,0.267,0.255,0.274,21,6.16,7.06,6.2
44.5,0.248,0.237,0.253,24.4,2.69,4.32,3.04
48.5,0.231,0.218,0.235,28.2,0.525,1.96,0.833
52.5,0.216,0.203,0.221,32.7,0,0.491,0
56.5,0.201,0.189,0.207,37.8,0,0,0
60.5,0.19,0.179,0.195,43.8,0,0,0
68.5,0.169,0.158,0.173,50.7,0,0,0
76.5,0.152,0.142,0.157,58.8,0,0,0
84.5,0.138,0.128,0.144,68.1,0,0,0
92.5,0.128,0.118,0.133,78.8,0,0,0
101,0.12,0.11,0.124,91.3,0,0.0998,0
