X Lag Time,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 1,Record 2: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 2,Record 3: JJ1_01mg_PS8_050ug_200rpm_10-00min_PM_No3_230621 3
0.5,0.79,0.781,0.779,0.4,0,0,0
1,0.765,0.757,0.756,0.463,0,0,0
1.5,0.74,0.731,0.731,0.536,0,0,0
2,0.715,0.707,0.708,0.621,0,0,0
2.5,0.692,0.685,0.684,0.719,0,0,0
3,0.674,0.664,0.664,0.833,0,0,0
3.5,0.654,0.646,0.646,0.965,0,0,0
4,0.634,0.629,0.629,1.12,0,0,0
4.5,0.618,0.61,0.613,1.29,0,0,0
5.5,0.585,0.578,0.581,1.5,0,0,0
6.5,0.557,0.549,0.552,1.74,0,0,0
7.5,0.528,0.521,0.525,2.01,0,0,0
8.5,0.502,0.496,0.501,2.33,0,0,0
9.5,0.479,0.473,0.478,2.7,0,0,0
10.5,0.457,0.451,0.456,3.12,0,0,0
11.5,0.437,0.43,0.435,3.62,0,0,0
12.5,0.417,0.411,0.417,4.19,0,0,0
14.5,0.379,0.374,0.381,4.85,0,0,0
16.5,0.347,0.342,0.35,5.61,0,0.116,0
18.5,0.317,0.312,0.321,6.5,0.933,1.3,0.939
20.5,0.289,0.285,0.294,7.53,3.07,3.61,3.14
22.5,0.265,0.262,0.269,8.72,6.06,6.61,6.23
24.5,0.243,0.239,0.248,10.1,9.26,9.64,9.49
26.5,0.223,0.219,0.227,11.7,12,12.1,12.2
28.5,0.204,0.201,0.209,13.5,13.7,13.4,13.8
32.5,0.171,0.169,0.177,15.7,14,13.5,13.9
36.5,0.144,0.143,0.15,18.2,13,12.4,12.7
40.5,0.122,0.121,0.128,21,10.9,10.4,10.4
44.5,0.104,0.102,0.11,24.4,8.13,7.76,7.55
48.5,0.0874,0.0864,0.0937,28.2,5.21,5.07,4.65
52.5,0.0737,0.0733,0.0802,32.7,2.67,2.74,2.23
56.5,0.0625,0.0631,0.0695,37.8,0.913,1.09,0.656
60.5,0.0533,0.0546,0.0611,43.8,0.0893,0.217,0
68.5,0.0396,0.041,0.0471,50.7,0,0,0
