X Lag Time,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 3,X Intensity,Record 1: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PS8_010ug_200rpm_10-00min_ST_No1_230614 3
0.5,0.893,0.88,0.906,0.4,0,0,0
1,0.89,0.877,0.901,0.463,0,0,0
1.5,0.885,0.872,0.894,0.536,0,0,0
2,0.883,0.861,0.895,0.621,0,0,0
2.5,0.878,0.862,0.892,0.719,0,0,0
3,0.875,0.863,0.885,0.833,0,0,0
3.5,0.872,0.857,0.882,0.965,0,0,0
4,0.872,0.858,0.882,1.12,0,0,0
4.5,0.869,0.854,0.881,1.29,0,0,0
5.5,0.861,0.846,0.876,1.5,0,0,0
6.5,0.858,0.844,0.869,1.74,0,0,0
7.5,0.857,0.841,0.867,2.01,0,0,0
8.5,0.852,0.836,0.862,2.33,0,0,0
9.5,0.848,0.83,0.858,2.7,0,0,0
10.5,0.843,0.826,0.854,3.12,0,0,0
11.5,0.842,0.821,0.851,3.62,0,0,0
12.5,0.837,0.819,0.848,4.19,0,0,0
14.5,0.832,0.813,0.842,4.85,0,0,0
16.5,0.821,0.806,0.833,5.61,0,0,0
18.5,0.818,0.803,0.826,6.5,0,0.0775,0
20.5,0.813,0.793,0.821,7.53,0,0.332,0
22.5,0.808,0.788,0.815,8.72,0.273,0.621,0
24.5,0.801,0.783,0.808,10.1,1.17,0.814,0.0716
26.5,0.796,0.777,0.803,11.7,1.87,0.887,0.573
28.5,0.791,0.772,0.798,13.5,1.78,0.903,1.26
32.5,0.781,0.762,0.789,15.7,1.03,0.923,1.7
36.5,0.772,0.752,0.779,18.2,0.26,0.948,1.6
40.5,0.764,0.743,0.77,21,0,0.915,1.05
44.5,0.756,0.735,0.762,24.4,0,0.753,0.379
48.5,0.747,0.727,0.754,28.2,0,0.463,0
52.5,0.74,0.718,0.746,32.7,0,0.158,0
56.5,0.733,0.711,0.738,37.8,0,0,0
60.5,0.726,0.704,0.731,43.8,0,0,0
68.5,0.713,0.691,0.719,50.7,0,0,0
76.5,0.701,0.678,0.705,58.8,0,0,0
84.5,0.689,0.667,0.693,68.1,0,0,0
92.5,0.679,0.656,0.681,78.8,0,0,0
101,0.669,0.645,0.671,91.3,0,0,0
109,0.659,0.635,0.661,106,0,0,0
117,0.649,0.625,0.652,122,0.151,0,0
125,0.64,0.617,0.642,142,0.767,0,0
141,0.622,0.599,0.624,164,1.94,0.0356,0.245
157,0.606,0.581,0.608,190,3.59,1.41,1.58
173,0.59,0.565,0.591,220,5.52,4.21,4.07
189,0.575,0.55,0.576,255,7.45,7.8,7.21
205,0.56,0.535,0.562,295,9.08,11.2,10.3
221,0.546,0.521,0.548,342,10.2,13.6,12.5
237,0.532,0.508,0.533,396,10.6,14.4,13.5
253,0.518,0.496,0.521,459,10.2,13.4,13
285,0.493,0.471,0.495,531,9.16,11,11.1
317,0.47,0.447,0.473,615,7.59,7.68,8.33
349,0.448,0.424,0.449,712,5.72,4.33,5.28
381,0.427,0.403,0.427,825,3.83,1.7,2.6
413,0.407,0.383,0.407,955,2.16,0.283,0.781
445,0.388,0.365,0.388,1.11E+03,0.926,0,0
477,0.37,0.347,0.371,1.28E+03,0.225,0,0
509,0.354,0.331,0.354,1.48E+03,0,0,0
573,0.324,0.301,0.322,1.72E+03,0,0,0
637,0.297,0.274,0.295,1.99E+03,0,0,0
701,0.273,0.249,0.27,2.30E+03,0,0,0
765,0.25,0.227,0.247,2.67E+03,0,0,0
829,0.23,0.206,0.227,3.09E+03,0,0,0
893,0.212,0.188,0.208,3.58E+03,0.194,0,0.0394
957,0.196,0.172,0.191,4.15E+03,0.708,0,0.356
1.02E+03,0.181,0.159,0.176,4.80E+03,1.46,0.235,0.927
1.15E+03,0.157,0.133,0.149,5.56E+03,2.23,0.864,1.56
1.28E+03,0.135,0.113,0.128,6.44E+03,0,0,0
1.40E+03,0.118,0.0955,0.109,7.46E+03,0,0,0
1.53E+03,0.103,0.0808,0.0924,8.63E+03,0,0,0
1.66E+03,0.091,0.0688,0.0795,,,,
1.79E+03,0.0804,0.0592,0.0682,,,,
1.92E+03,0.0714,0.0518,0.06,,,,
2.04E+03,0.0649,0.0458,0.0541,,,,
2.30E+03,0.0537,0.0358,0.0429,,,,
2.56E+03,0.0454,0.0287,0.0347,,,,
2.81E+03,0.0381,0.0244,0.0293,,,,
3.07E+03,0.0324,0.0214,0.0274,,,,
3.32E+03,0.0291,0.0182,0.0234,,,,
3.58E+03,0.0249,0.0139,0.0211,,,,
3.84E+03,0.02,0.0105,0.0188,,,,
4.09E+03,0.016,0.00803,0.0181,,,,
4.60E+03,0.0122,0.00443,0.0152,,,,
5.12E+03,0.0124,0.00439,0.0166,,,,
5.63E+03,0.0137,0.00638,0.0155,,,,
6.14E+03,0.0131,0.00534,0.0137,,,,
6.65E+03,0.0104,0.00486,0.00873,,,,
7.16E+03,0.00719,0.00652,0.00612,,,,
7.68E+03,0.00603,0.00767,0.00478,,,,
8.19E+03,0.00654,0.00922,0.00335,,,,
9.21E+03,0.00912,0.0103,0,,,,
1.02E+04,0.0103,0.00607,0.00145,,,,
1.13E+04,0.00391,0.00494,0.00396,,,,
1.23E+04,0.00185,0.00583,0.00333,,,,
1.33E+04,0.00368,0.00527,0.00599,,,,
1.43E+04,0.00454,0.00471,0.00974,,,,
1.54E+04,0.00349,0.00724,0.0102,,,,
1.64E+04,0.00256,0.00626,0.00841,,,,
1.84E+04,0.00609,0.00814,0.00269,,,,
2.05E+04,0.006,0.00257,0.00378,,,,
2.25E+04,0.00825,0.00152,0.0029,,,,
2.46E+04,0.00984,0.0039,0.0023,,,,
2.66E+04,0.00708,0.00409,0.000284,,,,
2.87E+04,0.00605,0.00374,0.000926,,,,
3.07E+04,0.00391,0.00223,0.00602,,,,
