X Lag Time,Record 1: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 3,X Intensity,Record 1: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PO1_010ug_200rpm_10-00min_ST_No1_230614 3
0.5,0.885,0.864,0.861,0.4,0,0,0
1,0.878,0.852,0.845,0.463,0,0,0
1.5,0.869,0.837,0.832,0.536,0,0,0
2,0.854,0.828,0.822,0.621,0,0,0
2.5,0.844,0.824,0.812,0.719,0,0,0
3,0.836,0.811,0.805,0.833,0,0,0
3.5,0.832,0.805,0.797,0.965,0,0,0
4,0.826,0.79,0.786,1.12,0,0,0
4.5,0.819,0.784,0.782,1.29,0,0,0
5.5,0.804,0.773,0.764,1.5,0,0,0
6.5,0.795,0.758,0.746,1.74,0,0,0
7.5,0.784,0.749,0.737,2.01,0,0,0
8.5,0.771,0.734,0.726,2.33,0,0,0
9.5,0.762,0.72,0.713,2.7,0,0,0
10.5,0.756,0.715,0.704,3.12,0,0,0
11.5,0.746,0.701,0.692,3.62,0,0,0
12.5,0.737,0.69,0.683,4.19,0,0,0
14.5,0.722,0.674,0.66,4.85,0,0,0
16.5,0.705,0.654,0.642,5.61,0,0,0
18.5,0.69,0.638,0.628,6.5,0,0,0
20.5,0.677,0.626,0.61,7.53,0,0,0
22.5,0.664,0.607,0.596,8.72,1.24,1.1,0.515
24.5,0.651,0.594,0.584,10.1,3.83,3.44,2.97
26.5,0.64,0.58,0.569,11.7,6.37,5.85,6.04
28.5,0.629,0.568,0.557,13.5,7.34,7.04,7.81
32.5,0.609,0.544,0.533,15.7,6.14,6.36,7.22
36.5,0.589,0.523,0.512,18.2,3.44,4.18,4.65
40.5,0.574,0.507,0.493,21,0.916,1.63,1.67
44.5,0.559,0.489,0.477,24.4,0,0.0637,0
48.5,0.545,0.474,0.459,28.2,0,0,0
52.5,0.532,0.46,0.446,32.7,0,0,0
56.5,0.52,0.447,0.433,37.8,0,0,0
60.5,0.509,0.435,0.421,43.8,0,0,0
68.5,0.49,0.413,0.4,50.7,0,0,0
76.5,0.473,0.395,0.381,58.8,0,0,0
84.5,0.458,0.38,0.365,68.1,0,0,0
92.5,0.445,0.366,0.351,78.8,0,0,0
101,0.434,0.353,0.338,91.3,0,0,0
109,0.424,0.343,0.328,106,0,0,0
117,0.414,0.331,0.319,122,0,0,0
125,0.406,0.323,0.311,142,0,0.754,0.466
141,0.391,0.308,0.295,164,2.25,2.69,2.33
157,0.378,0.293,0.281,190,6.4,5.4,5.25
173,0.364,0.281,0.267,220,10.7,8.15,8.36
189,0.353,0.27,0.257,255,13.5,10.2,10.7
205,0.343,0.259,0.246,295,13.7,11.1,11.7
221,0.333,0.249,0.238,342,11.3,10.6,11
237,0.323,0.24,0.228,396,7.33,8.91,8.95
253,0.314,0.23,0.219,459,3.3,6.49,6.09
285,0.296,0.214,0.203,531,0.681,3.91,3.21
317,0.281,0.201,0.189,615,0,1.75,1.04
349,0.266,0.185,0.175,712,0,0.428,0.0146
381,0.252,0.172,0.164,825,0,0,0
413,0.24,0.16,0.152,955,0,0,0
445,0.229,0.148,0.14,1.11E+03,0,0,0
477,0.218,0.138,0.13,1.28E+03,0,0,0
509,0.208,0.129,0.121,1.48E+03,0,0,0
573,0.187,0.113,0.105,1.72E+03,0,0,0
637,0.168,0.0969,0.0905,1.99E+03,0,0,0
701,0.155,0.0838,0.0783,2.30E+03,0,0,0
765,0.142,0.0719,0.0684,2.67E+03,0,0,0
829,0.131,0.0628,0.0592,3.09E+03,0,0,0
893,0.121,0.0546,0.0518,3.58E+03,0,0,0
957,0.112,0.0471,0.0455,4.15E+03,0,0,0
1.02E+03,0.104,0.0419,0.0396,4.80E+03,0.0295,0,0
1.15E+03,0.09,0.034,0.0307,5.56E+03,1.42,0,0
1.28E+03,0.0781,0.0274,0.023,6.44E+03,0,0,0
1.40E+03,0.0702,0.0227,0.017,7.46E+03,0,0,0
1.53E+03,0.0625,0.0177,0.0131,8.63E+03,0,0,0
1.66E+03,0.057,0.0147,0.0106,,,,
1.79E+03,0.0523,0.0103,0.00803,,,,
1.92E+03,0.049,0.008,0.00552,,,,
2.04E+03,0.0456,0.0061,0.00372,,,,
