X Lag Time,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 3,X Intensity,Record 1: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 1,Record 2: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 2,Record 3: JJ1_01mg_PS8_100ug_200rpm_10-00min_PM_No1_230613 3
0.5,0.801,0.801,0.807,0.4,0,0,0
1,0.777,0.77,0.781,0.463,0,0,0
1.5,0.753,0.747,0.756,0.536,0,0,0
2,0.728,0.726,0.734,0.621,0,0,0
2.5,0.707,0.71,0.715,0.719,0,0,0
3,0.687,0.687,0.691,0.833,0,0,0
3.5,0.67,0.676,0.676,0.965,0,0,0
4,0.658,0.654,0.664,1.12,0,0,0
4.5,0.639,0.641,0.643,1.29,0,0,0
5.5,0.608,0.613,0.612,1.5,0,0,0
6.5,0.582,0.589,0.586,1.74,0,0,0
7.5,0.555,0.562,0.562,2.01,0,0,0
8.5,0.528,0.545,0.541,2.33,0,0,0
9.5,0.514,0.52,0.523,2.7,0,0,0
10.5,0.488,0.502,0.495,3.12,0,0,0
11.5,0.471,0.483,0.478,3.62,0,0,0
12.5,0.454,0.466,0.462,4.19,0,0,0
14.5,0.417,0.433,0.426,4.85,0,0,0
16.5,0.387,0.403,0.394,5.61,0,0,0
18.5,0.358,0.373,0.364,6.5,0.815,0,0
20.5,0.332,0.347,0.34,7.53,2.99,1.54,1.84
22.5,0.309,0.324,0.317,8.72,6.17,5.09,5.46
24.5,0.287,0.305,0.296,10.1,9.51,9.5,9.69
26.5,0.269,0.284,0.273,11.7,12.2,13.2,13.2
28.5,0.249,0.267,0.257,13.5,13.4,15,14.8
32.5,0.217,0.236,0.224,15.7,13,14.3,14.3
36.5,0.188,0.208,0.196,18.2,11.2,11.6,11.8
40.5,0.166,0.184,0.172,21,8.27,7.72,8.19
44.5,0.148,0.167,0.152,24.4,5.09,3.88,4.45
