X Lag Time,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 3,X Intensity,Record 1: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 1,Record 2: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 2,Record 3: JJ1_01mg_PS8_250ug_200rpm_10-00min_ST_No4_230621 3
0.5,0.799,0.788,0.778,0.4,0,0,0
1,0.781,0.77,0.763,0.463,0,0,0
1.5,0.762,0.753,0.74,0.536,0,0,0
2,0.748,0.736,0.723,0.621,0,0,0
2.5,0.733,0.727,0.705,0.719,0,0,0
3,0.726,0.71,0.691,0.833,0,0,0
3.5,0.707,0.697,0.676,0.965,0,0,0
4,0.695,0.686,0.664,1.12,0,0,0
4.5,0.683,0.672,0.646,1.29,0,0,0
5.5,0.663,0.652,0.622,1.5,0,0,0
6.5,0.644,0.63,0.6,1.74,0,0,0
7.5,0.623,0.613,0.585,2.01,0,0,0
8.5,0.606,0.598,0.558,2.33,0,0,0
9.5,0.591,0.579,0.541,2.7,0,0,0
10.5,0.577,0.566,0.525,3.12,0,0,0
11.5,0.561,0.55,0.507,3.62,0,0,0
12.5,0.547,0.535,0.491,4.19,0,0,0
14.5,0.52,0.507,0.462,4.85,0,0,0
16.5,0.494,0.482,0.434,5.61,0,0,0
18.5,0.47,0.46,0.408,6.5,0,0,0.111
20.5,0.449,0.438,0.386,7.53,0,0,1.78
22.5,0.429,0.421,0.365,8.72,2.15,2.23,4.98
24.5,0.412,0.401,0.344,10.1,6.51,6.81,8.74
26.5,0.394,0.384,0.326,11.7,11.1,11.6,11.8
28.5,0.379,0.368,0.31,13.5,13.7,14.4,13.3
32.5,0.349,0.339,0.28,15.7,13,13.9,12.6
36.5,0.325,0.313,0.255,18.2,9.43,10.4,10.1
40.5,0.303,0.291,0.232,21,4.72,5.68,6.55
44.5,0.284,0.272,0.212,24.4,1.12,1.72,3.12
48.5,0.267,0.256,0.196,28.2,0,0,0.812
52.5,0.252,0.24,0.18,32.7,0,0,0
56.5,0.238,0.228,0.167,37.8,0,0,0
60.5,0.226,0.216,0.156,43.8,0,0,0
68.5,0.205,0.195,0.137,50.7,0,0,0
76.5,0.189,0.181,0.123,58.8,0,0,0
84.5,0.175,0.168,0.11,68.1,0,0,0
92.5,0.164,0.159,0.102,78.8,0,0,0
101,0.156,0.148,0.0932,91.3,0,0,0
109,0.148,0.141,0.0876,106,0,0,0
117,0.142,0.135,0.0819,122,0,0,0
125,0.138,0.131,0.0773,142,0,0,0.167
141,0.131,0.122,0.0708,164,0,0,0.751
157,0.124,0.116,0.0668,190,0,0.266,1.66
173,0.12,0.112,0.0633,220,0,1.33,2.64
189,0.116,0.108,0.0604,255,0.402,2.94,3.42
205,0.113,0.105,0.0587,295,1.63,4.56,3.79
221,0.111,0.102,0.0572,342,3.38,5.62,3.66
237,0.108,0.0999,0.0559,396,5.09,5.8,3.09
253,0.106,0.0977,0.0532,459,6.24,5.06,2.23
