X Lag Time,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 3,X Intensity,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_ST_No1_230614 3
0.5,0.855,0.858,0.871,0.4,0,0,0
1,0.855,0.859,0.871,0.463,0,0,0
1.5,0.85,0.854,0.865,0.536,0,0,0
2,0.845,0.85,0.862,0.621,0,0,0
2.5,0.842,0.846,0.856,0.719,0,0,0
3,0.837,0.839,0.853,0.833,0,0,0
3.5,0.833,0.838,0.847,0.965,0,0,0
4,0.83,0.834,0.844,1.12,0,0,0
4.5,0.827,0.831,0.842,1.29,0,0,0
5.5,0.822,0.824,0.837,1.5,0,0,0
6.5,0.817,0.818,0.83,1.74,0,0,0
7.5,0.808,0.813,0.825,2.01,0,0,0
8.5,0.803,0.807,0.819,2.33,0,0,0
9.5,0.799,0.8,0.814,2.7,0,0,0
10.5,0.794,0.797,0.809,3.12,0,0,0
11.5,0.789,0.79,0.804,3.62,0,0,0
12.5,0.785,0.785,0.799,4.19,0,0,0
14.5,0.775,0.776,0.79,4.85,0,0,0
16.5,0.767,0.769,0.781,5.61,0,0,0
18.5,0.759,0.76,0.774,6.5,0,0,0
20.5,0.75,0.753,0.765,7.53,0,0,0.209
22.5,0.743,0.745,0.759,8.72,0.167,0.0707,0.829
24.5,0.736,0.737,0.75,10.1,0.782,1.06,1.64
26.5,0.73,0.731,0.744,11.7,1.69,2.31,2.27
28.5,0.723,0.724,0.737,13.5,2.47,2.95,2.44
32.5,0.71,0.711,0.725,15.7,2.69,2.62,2.09
36.5,0.698,0.699,0.713,18.2,2.16,1.58,1.39
40.5,0.688,0.688,0.703,21,1.15,0.512,0.645
44.5,0.677,0.678,0.692,24.4,0.265,0,0.149
48.5,0.668,0.668,0.683,28.2,0,0,0
52.5,0.659,0.659,0.674,32.7,0,0,0
56.5,0.651,0.65,0.665,37.8,0,0,0
60.5,0.643,0.642,0.657,43.8,0,0,0
68.5,0.628,0.627,0.643,50.7,0,0,0
76.5,0.614,0.613,0.629,58.8,0,0,0
84.5,0.602,0.6,0.616,68.1,0,0,0
92.5,0.59,0.59,0.605,78.8,0,0,0
101,0.579,0.579,0.595,91.3,0,0.0685,0
109,0.568,0.569,0.585,106,0,0.29,0
117,0.559,0.559,0.575,122,0,0.685,0.0563
125,0.55,0.55,0.567,142,0,1.27,0.549
141,0.533,0.533,0.55,164,0.627,2.06,1.65
157,0.517,0.517,0.535,190,2.39,3.07,3.33
173,0.502,0.502,0.52,220,4.98,4.25,5.37
189,0.488,0.488,0.506,255,7.76,5.54,7.45
205,0.475,0.474,0.492,295,10.1,6.81,9.21
221,0.462,0.461,0.48,342,11.5,7.91,10.3
237,0.449,0.449,0.468,396,11.8,8.69,10.6
253,0.438,0.437,0.456,459,11,9.04,10
285,0.415,0.415,0.433,531,9.28,8.89,8.69
317,0.394,0.393,0.411,615,7.08,8.23,6.8
349,0.375,0.374,0.392,712,4.78,7.15,4.7
381,0.356,0.354,0.374,825,2.73,5.75,2.75
413,0.339,0.337,0.356,955,1.2,4.22,1.23
445,0.322,0.32,0.338,1.11E+03,0.315,2.74,0.322
477,0.306,0.305,0.323,1.28E+03,0,1.49,0
509,0.291,0.29,0.309,1.48E+03,0,0.606,0
573,0.263,0.263,0.282,1.72E+03,0,0.13,0
637,0.238,0.238,0.257,1.99E+03,0,0,0
701,0.216,0.217,0.235,2.30E+03,0,0,0
765,0.197,0.198,0.215,2.67E+03,0,0,0
829,0.18,0.181,0.198,3.09E+03,0.0872,0,0.0883
893,0.164,0.165,0.182,3.58E+03,0.301,0,0.415
957,0.151,0.151,0.168,4.15E+03,0.608,0,0.964
1.02E+03,0.138,0.138,0.155,4.80E+03,0.933,0,1.6
1.15E+03,0.116,0.116,0.133,5.56E+03,1.18,0,2.14
1.28E+03,0.0977,0.0982,0.115,6.44E+03,0,0,0
1.40E+03,0.0831,0.0829,0.0997,7.46E+03,0,0,0
1.53E+03,0.0713,0.0697,0.087,8.63E+03,0,0,0
1.66E+03,0.0607,0.0586,0.0761,,,,
1.79E+03,0.0524,0.0503,0.0668,,,,
1.92E+03,0.0464,0.0437,0.0587,,,,
2.04E+03,0.0413,0.0377,0.0527,,,,
2.30E+03,0.0333,0.0276,0.042,,,,
2.56E+03,0.0264,0.0216,0.0359,,,,
2.81E+03,0.0216,0.0174,0.0329,,,,
3.07E+03,0.0178,0.0148,0.0281,,,,
3.32E+03,0.0126,0.01,0.0249,,,,
3.58E+03,0.0101,0.00905,0.0213,,,,
3.84E+03,0.00977,0.00773,0.0188,,,,
4.09E+03,0.00983,0.00662,0.0171,,,,
4.60E+03,0.00832,0.00705,0.0126,,,,
5.12E+03,0.00785,0.00538,0.0117,,,,
5.63E+03,0.00478,0.00224,0.0132,,,,
6.14E+03,0.00496,4.19E-05,0.0127,,,,
6.65E+03,0.00428,0.000189,0.0121,,,,
7.16E+03,0.00429,0.00103,0.0123,,,,
7.68E+03,0.00225,0.00336,0.0109,,,,
8.19E+03,0.00555,0.00285,0.00975,,,,
9.21E+03,0.00299,0.00121,0.00855,,,,
1.02E+04,0.0018,0.00491,0.0053,,,,
1.13E+04,0.000164,0.00377,0.00776,,,,
1.23E+04,0.00443,0.00157,0.00959,,,,
1.33E+04,0.00495,0.00422,0.0108,,,,
1.43E+04,0.00672,0.00353,0.00381,,,,
1.54E+04,0.00545,0.00355,0.00224,,,,
1.64E+04,0.00268,0.00336,0.000909,,,,
1.84E+04,0.00316,0.00167,0.00126,,,,
2.05E+04,0.0051,0.00205,0.00232,,,,
2.25E+04,0.00351,0.00569,0.0052,,,,
2.46E+04,0.00176,0.00683,0.00838,,,,
2.66E+04,0.00317,0.00142,0.0045,,,,
2.87E+04,0.00359,0.00282,0.00759,,,,
3.07E+04,0.00415,0.0028,0.00464,,,,
3.28E+04,0.00186,0.00388,0.00628,,,,
3.69E+04,0.00249,0.00387,0.00251,,,,
4.10E+04,0.00592,0.00161,0.00845,,,,
4.51E+04,0.00409,0.0017,0.00712,,,,
4.91E+04,0.00485,0.00382,0.00572,,,,
5.32E+04,0.00429,0.00318,0.00462,,,,
5.73E+04,0.00776,0.00352,0.0041,,,,
6.14E+04,0.00485,0.00445,0.0024,,,,
6.55E+04,0.00312,0.0056,0.00397,,,,
7.37E+04,0.00374,0.00528,0.00518,,,,
8.19E+04,0.00269,0.00259,0.00381,,,,
9.01E+04,0.00207,0.00037,0.0025,,,,
9.83E+04,0.00392,0.000388,0.00422,,,,
1.06E+05,0.00541,0.000919,0.00431,,,,
1.15E+05,0.00412,0.000645,0.00432,,,,
1.23E+05,0.00196,0.00346,0.00248,,,,
1.31E+05,0.00152,0.00106,0.00423,,,,
1.47E+05,0.00184,0.00152,0.00164,,,,
1.64E+05,0.00245,0.00201,0.00251,,,,
1.80E+05,0.00173,0.00338,0.0036,,,,
1.97E+05,0.00192,0.00157,0.00481,,,,
2.13E+05,0.000959,0.000526,0.000931,,,,
2.29E+05,0.00217,0.00144,0.00221,,,,
2.46E+05,0.00395,0.00281,0.00263,,,,
2.62E+05,0.00204,0.00154,0.0023,,,,
2.95E+05,0.00278,0.000824,0.0033,,,,
