X Lag Time,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 3,X Intensity,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No1_230614 3
0.5,0.765,0.769,0.722,0.4,0,0,0
1,0.733,0.739,0.701,0.463,0,0,0
1.5,0.713,0.718,0.678,0.536,0,0,0
2,0.687,0.69,0.657,0.621,0,0,0
2.5,0.67,0.672,0.637,0.719,0,0,0
3,0.655,0.656,0.623,0.833,0,0,0
3.5,0.635,0.637,0.61,0.965,0,0,0
4,0.617,0.621,0.596,1.12,0,0,0
4.5,0.604,0.609,0.583,1.29,0,0,0
5.5,0.572,0.58,0.553,1.5,0,0,0
6.5,0.547,0.552,0.528,1.74,0,0,0
7.5,0.52,0.529,0.507,2.01,0,0,0
8.5,0.498,0.503,0.484,2.33,0,0,0
9.5,0.479,0.487,0.467,2.7,0,0,0
10.5,0.463,0.464,0.451,3.12,0,0,0
11.5,0.444,0.445,0.431,3.62,0,0,0
12.5,0.422,0.429,0.417,4.19,0,0,0
14.5,0.391,0.398,0.388,4.85,0,0,0
16.5,0.361,0.369,0.358,5.61,0,0,0
18.5,0.333,0.342,0.335,6.5,0.0101,1.03,0
20.5,0.309,0.317,0.312,7.53,2.04,3.49,1.72
22.5,0.286,0.294,0.289,8.72,5.86,6.86,5.2
24.5,0.265,0.275,0.27,10.1,10.2,10.2,9.42
26.5,0.247,0.256,0.252,11.7,13.6,12.6,13
28.5,0.229,0.239,0.238,13.5,15.1,13.4,14.8
32.5,0.197,0.209,0.21,15.7,14.3,12.5,14.3
36.5,0.173,0.182,0.187,18.2,11.6,10.1,11.7
40.5,0.151,0.16,0.168,21,7.8,7.04,7.83
44.5,0.133,0.143,0.149,24.4,4.02,3.96,3.95
48.5,0.12,0.128,0.133,28.2,1.24,1.57,1.15
52.5,0.104,0.113,0.119,32.7,0,0.285,0
56.5,0.0932,0.103,0.108,37.8,0,0,0
60.5,0.085,0.0928,0.0985,43.8,0,0,0
68.5,0.0695,0.078,0.0833,50.7,0,0,0
76.5,0.0579,0.0666,0.0711,58.8,0,0,0
84.5,0.0496,0.0574,0.0612,68.1,0,0,0
92.5,0.0411,0.0514,0.0551,78.8,0,0,0
101,0.0371,0.0452,0.0503,91.3,0,0,0
109,0.0328,0.0433,0.0459,106,0,0,0
117,0.0304,0.0389,0.0428,122,0,0,0
125,0.029,0.0349,0.0398,142,0,0.0337,0
141,0.0238,0.0303,0.0357,164,0,0.222,0
157,0.0213,0.0274,0.0324,190,0,0.563,0
173,0.0179,0.0261,0.0302,220,0,0.986,0
189,0.0174,0.0243,0.0283,255,0,1.4,0.0846
205,0.017,0.022,0.0282,295,0,1.73,0.383
221,0.0159,0.0197,0.0273,342,0,1.91,0.847
237,0.0164,0.0189,0.0258,396,0.0676,1.92,1.35
253,0.016,0.0184,0.0242,459,0.241,1.77,1.76
285,0.0148,0.0164,0.0231,531,0.502,1.49,1.99
317,0.0149,0.0154,0.0229,615,0.805,1.14,2
349,0.0145,0.0142,0.0232,712,1.1,0.774,1.79
381,0.0126,0.0152,0.0222,825,1.35,0.446,1.44
413,0.0142,0.0137,0.02,955,1.51,0.199,1.01
445,0.0128,0.0138,0.0196,1.11E+03,1.58,0.0531,0.592
477,0.0118,0.0123,0.0193,1.28E+03,1.54,0,0.265
