X Lag Time,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 3,X Intensity,Record 1: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 1,Record 2: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 2,Record 3: JJ1_01mg_PS2_010ug_200rpm_10-00min_PM_No3_230620 3
0.5,0.747,0.724,0.711,0.4,0,0,0
1,0.722,0.704,0.688,0.463,0,0,0
1.5,0.7,0.683,0.66,0.536,0,0,0
2,0.682,0.666,0.64,0.621,0,0,0
2.5,0.663,0.65,0.624,0.719,0,0,0
3,0.646,0.629,0.61,0.833,0,0,0
3.5,0.636,0.616,0.594,0.965,0,0,0
4,0.623,0.605,0.581,1.12,0,0,0
4.5,0.609,0.592,0.569,1.29,0,0,0
5.5,0.584,0.572,0.545,1.5,0,0,0
6.5,0.559,0.55,0.519,1.74,0,0,0
7.5,0.539,0.527,0.497,2.01,0,0,0
8.5,0.518,0.506,0.475,2.33,0,0,0
9.5,0.496,0.493,0.458,2.7,0,0,0
10.5,0.478,0.472,0.441,3.12,0,0,0
11.5,0.469,0.458,0.428,3.62,0,0,0
12.5,0.451,0.442,0.411,4.19,0,0,0
14.5,0.42,0.413,0.38,4.85,0,0,0
16.5,0.393,0.387,0.353,5.61,0,0,0
18.5,0.369,0.366,0.329,6.5,0,0.195,0.371
20.5,0.344,0.341,0.306,7.53,1.54,1.87,2.16
22.5,0.324,0.321,0.284,8.72,4.67,4.93,5.2
24.5,0.306,0.302,0.265,10.1,8.44,8.52,8.69
26.5,0.288,0.285,0.248,11.7,11.6,11.5,11.6
28.5,0.27,0.269,0.234,13.5,13.3,13,13.3
32.5,0.242,0.241,0.204,15.7,12.9,12.5,13.2
36.5,0.218,0.218,0.181,18.2,10.7,10.3,11.4
40.5,0.195,0.196,0.161,21,7.33,6.96,8.59
44.5,0.177,0.179,0.143,24.4,3.84,3.58,5.36
48.5,0.162,0.16,0.13,28.2,1.2,1.09,2.52
52.5,0.147,0.149,0.116,32.7,0,0,0.686
56.5,0.134,0.137,0.103,37.8,0,0,0
60.5,0.124,0.126,0.0951,43.8,0,0,0
68.5,0.107,0.109,0.0787,50.7,0,0,0
76.5,0.094,0.0964,0.0663,58.8,0,0,0
84.5,0.0834,0.0864,0.0578,68.1,0,0,0
92.5,0.0743,0.0774,0.0515,78.8,0,0,0
101,0.0683,0.0708,0.0462,91.3,0,0,0
109,0.0626,0.0654,0.0414,106,0,0,0
117,0.0589,0.0619,0.037,122,0,0,0
125,0.0564,0.0585,0.0349,142,0,0,0
141,0.0497,0.0534,0.0305,164,0,0,0
157,0.0456,0.05,0.0293,190,0,0,0
173,0.0416,0.0473,0.0266,220,0,0.0907,0
189,0.04,0.0446,0.0237,255,0.224,0.467,0.0965
205,0.0379,0.043,0.0232,295,0.742,1.11,0.332
221,0.0366,0.0424,0.0204,342,1.47,1.88,0.678
237,0.036,0.0423,0.0202,396,2.24,2.61,1.07
253,0.0359,0.0411,0.0194,459,2.89,3.16,1.44
285,0.0341,0.0368,0.0182,531,3.3,3.43,1.74
317,0.0324,0.0334,0.0175,615,3.39,3.39,1.91
349,0.0306,0.0325,0.0162,712,3.17,3.06,1.95
381,0.029,0.0318,0.0171,825,2.68,2.51,1.86
413,0.0282,0.0308,0.0153,955,2.02,1.85,1.66
445,0.0268,0.0289,0.0158,1.11E+03,1.32,1.18,1.39
477,0.0269,0.028,0.0137,1.28E+03,0.698,0.617,1.08
509,0.0251,0.0277,0.0129,1.48E+03,0.257,0.227,0.773
573,0.0225,0.0268,0.0125,1.72E+03,0.0368,0.0349,0.496
637,0.0197,0.0243,0.0117,1.99E+03,0,0,0.275
701,0.0183,0.0225,0.0105,2.30E+03,0,0,0.12
765,0.0171,0.0204,0.00967,2.67E+03,0,0,0.0323
829,0.017,0.0187,0.00835,3.09E+03,0,0,0
893,0.0166,0.0156,0.00696,3.58E+03,0,0,0
957,0.0137,0.0159,0.00503,4.15E+03,0,0,0
1.02E+03,0.0127,0.0144,0.00633,4.80E+03,0,0,0
1.15E+03,0.0101,0.0116,0.00602,5.56E+03,0,0,0
1.28E+03,0.0081,0.0112,0.00466,6.44E+03,0,0,0
1.40E+03,0.0074,0.00923,0.00369,7.46E+03,0,0,0
1.53E+03,0.00603,0.00914,0.00319,8.63E+03,0,0,0
1.66E+03,0.00516,0.00824,0.00358,,,,
1.79E+03,0.0047,0.00857,0.0037,,,,
1.92E+03,0.00357,0.009,0.00307,,,,
2.04E+03,0.00236,0.0068,0.00253,,,,
2.30E+03,0.00298,0.0064,0.0032,,,,
2.56E+03,0.00335,0.00574,0.00312,,,,
2.81E+03,0.00308,0.00629,0.00255,,,,
3.07E+03,0.00365,0.0062,0.00389,,,,
3.32E+03,0.00276,0.00569,0.00321,,,,
3.58E+03,0.00257,0.00567,0.00263,,,,
3.84E+03,0.00198,0.00529,0.00333,,,,
4.09E+03,0.00178,0.00565,0.00298,,,,
4.60E+03,0.00203,0.00463,0.00272,,,,
5.12E+03,0.00189,0.00504,0.00232,,,,
5.63E+03,0.002,0.00506,0.00295,,,,
6.14E+03,0.00243,0.0042,0.00272,,,,
6.65E+03,0.00245,0.00465,0.00276,,,,
7.16E+03,0.0018,0.0048,0.00409,,,,
7.68E+03,0.00165,0.00428,0.00333,,,,
8.19E+03,0.00141,0.00423,0.00311,,,,
9.21E+03,0.000954,0.00423,0.00278,,,,
1.02E+04,0.00139,0.00357,0.00304,,,,
1.13E+04,0.00134,0.00392,0.00226,,,,
1.23E+04,0.00101,0.00403,0.0023,,,,
1.33E+04,0.000967,0.00346,0.0027,,,,
1.43E+04,0.00102,0.00454,0.00206,,,,
1.54E+04,0.00142,0.00472,0.00272,,,,
