Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.722000000000000000e+04,3.424000000000000000e+04,4.512000000000000000e+04,5.380000000000000000e+04,1.936000000000000000e+04,2.500000000000000000e+04
3.570000000000000000e+04,4.148000000000000000e+04,3.582000000000000000e+04,3.708000000000000000e+04,1.304000000000000000e+04,1.630000000000000000e+04
5.220000000000000000e+03,4.580000000000000000e+03,5.980000000000000000e+03,3.560000000000000000e+03,2.920000000000000000e+03,1.900000000000000000e+03
4.000000000000000000e+02,1.800000000000000000e+02,4.000000000000000000e+02,2.600000000000000000e+02,7.200000000000000000e+02,7.600000000000000000e+02
9.000000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
