Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.210200000000000000e+05,1.707800000000000000e+05,2.285400000000000000e+05,2.263200000000000000e+05,2.086000000000000000e+05,2.390800000000000000e+05
4.427600000000000000e+05,2.911000000000000000e+05,4.169200000000000000e+05,3.799000000000000000e+05,2.337200000000000000e+05,3.096400000000000000e+05
6.032000000000000000e+04,3.926000000000000000e+04,5.292000000000000000e+04,4.382000000000000000e+04,3.588000000000000000e+04,4.076000000000000000e+04
1.842000000000000000e+04,1.326000000000000000e+04,1.330000000000000000e+04,1.316000000000000000e+04,1.246000000000000000e+04,1.578000000000000000e+04
2.920000000000000000e+03,2.920000000000000000e+03,3.360000000000000000e+03,3.600000000000000000e+03,3.240000000000000000e+03,3.840000000000000000e+03
2.600000000000000000e+02,3.200000000000000000e+02,2.200000000000000000e+02,5.400000000000000000e+02,1.800000000000000000e+02,4.600000000000000000e+02
1.880000000000000000e+03,3.000000000000000000e+03,3.240000000000000000e+03,4.260000000000000000e+03,3.100000000000000000e+03,3.960000000000000000e+03
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
