Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
1.426400000000000000e+05,1.895400000000000000e+05,6.550000000000000000e+04,1.003000000000000000e+05,7.030000000000000000e+04,1.262600000000000000e+05
1.775200000000000000e+05,2.749400000000000000e+05,4.548000000000000000e+04,1.020200000000000000e+05,5.232000000000000000e+04,9.718000000000000000e+04
2.886000000000000000e+04,3.382000000000000000e+04,1.350000000000000000e+04,3.070000000000000000e+04,9.560000000000000000e+03,3.592000000000000000e+04
1.110000000000000000e+04,1.312000000000000000e+04,2.840000000000000000e+03,4.320000000000000000e+03,2.420000000000000000e+03,7.920000000000000000e+03
2.020000000000000000e+03,2.660000000000000000e+03,5.000000000000000000e+02,5.800000000000000000e+02,2.200000000000000000e+02,1.080000000000000000e+03
1.800000000000000000e+02,2.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01
2.060000000000000000e+03,2.560000000000000000e+03,2.200000000000000000e+02,5.000000000000000000e+02,4.000000000000000000e+02,1.040000000000000000e+03
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
