Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
1.312000000000000000e+04,1.396000000000000000e+04,1.002000000000000000e+04,1.136000000000000000e+04,1.662000000000000000e+04,1.222000000000000000e+04
7.420000000000000000e+03,5.660000000000000000e+03,5.340000000000000000e+03,5.600000000000000000e+03,8.862000000000000000e+04,7.480000000000000000e+03
9.400000000000000000e+02,6.200000000000000000e+02,1.700000000000000000e+03,1.900000000000000000e+03,2.120000000000000000e+03,1.620000000000000000e+03
4.400000000000000000e+02,2.200000000000000000e+02,9.000000000000000000e+02,6.800000000000000000e+02,5.400000000000000000e+02,3.200000000000000000e+02
1.340000000000000000e+02,9.000000000000000000e+01,1.340000000000000000e+02,2.700000000000000000e+02,1.800000000000000000e+02,1.800000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,1.800000000000000000e+02,4.600000000000000000e+01,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
