Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
1.740000000000000000e+04,1.620000000000000000e+03,5.220000000000000000e+03,1.262000000000000000e+04,1.236000000000000000e+04,8.680000000000000000e+03
2.600000000000000000e+02,9.000000000000000000e+02,5.400000000000000000e+02,3.200000000000000000e+02,1.800000000000000000e+02,3.100000000000000000e+03
0.000000000000000000e+00,1.800000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00,4.600000000000000000e+01,8.600000000000000000e+02
1.080000000000000000e+03,1.620000000000000000e+03,0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,1.340000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
