Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.282000000000000000e+04,2.194000000000000000e+04
1.340000000000000000e+03,3.420000000000000000e+03
3.200000000000000000e+02,9.400000000000000000e+02
4.600000000000000000e+01,2.600000000000000000e+02
0.000000000000000000e+00,4.600000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
