Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
7.028200000000000000e+05,4.592800000000000000e+05
1.535880000000000000e+06,8.352200000000000000e+05
1.881600000000000000e+05,8.184000000000000000e+04
5.360000000000000000e+03,3.720000000000000000e+03
0.000000000000000000e+00,9.000000000000000000e+01
9.000000000000000000e+01,0.000000000000000000e+00
1.360000000000000000e+02,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
