Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.067300000000000000e+06,1.532700000000000000e+06,1.643780000000000000e+06,1.414860000000000000e+06,4.280060000000000000e+06,1.765140000000000000e+06
6.370000000000000000e+04,5.848000000000000000e+04,2.872000000000000000e+04,1.970000000000000000e+04,4.172400000000000000e+05,8.868000000000000000e+04
5.000000000000000000e+02,5.400000000000000000e+02,5.800000000000000000e+02,5.400000000000000000e+02,4.440000000000000000e+03,1.340000000000000000e+03
9.000000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,9.000000000000000000e+01,1.800000000000000000e+02
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+01,4.600000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
