Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.802720000000000000e+06,2.106200000000000000e+06,9.085800000000000000e+05,9.580200000000000000e+05,4.587000000000000000e+05,3.553800000000000000e+05
6.486000000000000000e+05,6.620800000000000000e+05,1.757600000000000000e+05,1.957400000000000000e+05,9.482000000000000000e+04,7.232000000000000000e+04
9.638000000000000000e+04,5.692000000000000000e+04,3.620000000000000000e+04,4.550000000000000000e+04,1.176000000000000000e+04,5.340000000000000000e+03
1.836000000000000000e+04,8.760000000000000000e+03,8.220000000000000000e+03,1.056000000000000000e+04,5.400000000000000000e+02,2.200000000000000000e+02
1.540000000000000000e+03,5.800000000000000000e+02,4.400000000000000000e+02,5.800000000000000000e+02,0.000000000000000000e+00,9.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+02,0.000000000000000000e+00,1.800000000000000000e+02,3.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
