Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
6.816000000000000000e+05,8.267200000000000000e+05,7.920200000000000000e+05,8.443600000000000000e+05,1.133660000000000000e+06,1.118920000000000000e+06
6.273800000000000000e+05,8.943000000000000000e+05,4.392400000000000000e+05,5.874800000000000000e+05,8.666200000000000000e+05,9.656600000000000000e+05
4.926000000000000000e+04,7.384000000000000000e+04,4.546000000000000000e+04,4.886000000000000000e+04,9.644000000000000000e+04,8.934000000000000000e+04
1.720000000000000000e+03,3.100000000000000000e+03,2.700000000000000000e+03,1.700000000000000000e+03,3.100000000000000000e+03,4.860000000000000000e+03
6.400000000000000000e+02,2.200000000000000000e+02,1.800000000000000000e+02,2.200000000000000000e+02,9.000000000000000000e+01,9.000000000000000000e+01
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,4.600000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
