Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
2.899000000000000000e+05,3.121600000000000000e+05
6.050200000000000000e+05,7.594000000000000000e+05
6.342000000000000000e+04,7.096000000000000000e+04
1.900000000000000000e+03,1.860000000000000000e+03
2.200000000000000000e+02,9.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
