Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
7.820200000000000000e+05,5.823600000000000000e+05,1.171220000000000000e+06,9.015200000000000000e+05,3.453400000000000000e+05,3.287000000000000000e+05
3.184600000000000000e+05,1.570200000000000000e+05,2.801000000000000000e+05,1.852800000000000000e+05,1.119000000000000000e+05,1.040800000000000000e+05
3.862000000000000000e+04,2.064000000000000000e+04,3.634000000000000000e+04,3.032000000000000000e+04,4.710000000000000000e+04,3.824000000000000000e+04
8.680000000000000000e+03,5.180000000000000000e+03,5.640000000000000000e+03,4.940000000000000000e+03,9.240000000000000000e+03,7.780000000000000000e+03
9.000000000000000000e+01,9.000000000000000000e+01,0.000000000000000000e+00,4.600000000000000000e+01,1.360000000000000000e+02,1.340000000000000000e+02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
