Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
3.372000000000000000e+05,3.473000000000000000e+05,5.619600000000000000e+05,3.776200000000000000e+05,4.713400000000000000e+05,5.631600000000000000e+05
1.918400000000000000e+05,2.133000000000000000e+05,1.715000000000000000e+05,1.633200000000000000e+05,1.240600000000000000e+05,1.644400000000000000e+05
5.560000000000000000e+03,2.200000000000000000e+03,4.540000000000000000e+03,2.480000000000000000e+03,1.620000000000000000e+03,2.600000000000000000e+03
5.800000000000000000e+02,5.400000000000000000e+02,7.600000000000000000e+02,4.000000000000000000e+02,7.600000000000000000e+02,1.080000000000000000e+03
4.600000000000000000e+01,1.800000000000000000e+02,1.340000000000000000e+02,2.200000000000000000e+02,9.000000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,4.600000000000000000e+01
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
