Num. Dens. 1.1 [1/mL], Num. Dens. 1.2 [1/mL], Num. Dens. 2.1 [1/mL], Num. Dens. 2.2 [1/mL], ...
1.610374000000000000e+07,1.371586000000000000e+07,2.116148000000000000e+07,1.577880000000000000e+07,3.397360000000000000e+07,3.397360000000000000e+07
5.422800000000000000e+06,5.381160000000000000e+06,7.981280000000000000e+06,6.300780000000000000e+06,1.210964000000000000e+07,1.210964000000000000e+07
4.370220000000000000e+06,3.748560000000000000e+06,6.798060000000000000e+06,4.979760000000000000e+06,1.090220000000000000e+07,1.090220000000000000e+07
3.321460000000000000e+06,2.574920000000000000e+06,4.299720000000000000e+06,2.944720000000000000e+06,7.156320000000000000e+06,7.156320000000000000e+06
2.831500000000000000e+06,1.911660000000000000e+06,2.046100000000000000e+06,1.514320000000000000e+06,3.718520000000000000e+06,3.718520000000000000e+06
1.577400000000000000e+05,9.952000000000000000e+04,3.632000000000000000e+04,3.918000000000000000e+04,8.692000000000000000e+04,8.692000000000000000e+04
0.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
Rows: ECD 1-2; ECD 2-5; ECD 5-10, ECD 10-25; ECD 25-70; MFD ge70
