Size / nm,Number,Concentration / cm-3,Volume / nm^3,Area / nm^2
1.50E+01,2.00E+00,9.72E+04,3.53E+03,3.53E+02
4.50E+01,1.70E+01,8.26E+05,8.11E+05,2.70E+04
7.50E+01,8.90E+01,4.32E+06,1.97E+07,3.93E+05
1.05E+02,2.66E+02,1.29E+07,1.61E+08,2.30E+06
1.35E+02,4.19E+02,2.04E+07,5.40E+08,6.00E+06
1.65E+02,3.17E+02,1.54E+07,7.46E+08,6.78E+06
1.95E+02,1.78E+02,8.65E+06,6.91E+08,5.32E+06
2.25E+02,9.60E+01,4.66E+06,5.73E+08,3.82E+06
2.55E+02,5.80E+01,2.82E+06,5.04E+08,2.96E+06
2.85E+02,2.60E+01,1.26E+06,3.15E+08,1.66E+06
3.15E+02,1.50E+01,7.29E+05,2.46E+08,1.17E+06
3.45E+02,4.00E+00,1.94E+05,8.60E+07,3.74E+05
3.75E+02,7.00E+00,3.40E+05,1.93E+08,7.73E+05
4.05E+02,4.00E+00,1.94E+05,1.39E+08,5.15E+05
4.35E+02,2.00E+00,9.72E+04,8.62E+07,2.97E+05
4.65E+02,3.00E+00,1.46E+05,1.58E+08,5.10E+05
4.95E+02,1.00E+00,4.86E+04,6.35E+07,1.92E+05
5.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.15E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.45E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.75E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.65E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.95E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
