Size / nm,Number,Concentration / cm-3,Volume / nm^3,Area / nm^2
1.50E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4.50E+01,1.50E+01,7.80E+05,7.16E+05,2.39E+04
7.50E+01,1.21E+02,6.29E+06,2.67E+07,5.35E+05
1.05E+02,3.02E+02,1.57E+07,1.83E+08,2.62E+06
1.35E+02,2.73E+02,1.42E+07,3.52E+08,3.91E+06
1.65E+02,1.66E+02,8.63E+06,3.90E+08,3.55E+06
1.95E+02,1.39E+02,7.23E+06,5.40E+08,4.15E+06
2.25E+02,6.70E+01,3.48E+06,4.00E+08,2.66E+06
2.55E+02,4.10E+01,2.13E+06,3.56E+08,2.09E+06
2.85E+02,2.70E+01,1.40E+06,3.27E+08,1.72E+06
3.15E+02,2.10E+01,1.09E+06,3.44E+08,1.64E+06
3.45E+02,1.50E+01,7.80E+05,3.23E+08,1.40E+06
3.75E+02,8.00E+00,4.16E+05,2.21E+08,8.84E+05
4.05E+02,8.00E+00,4.16E+05,2.78E+08,1.03E+06
4.35E+02,3.00E+00,1.56E+05,1.29E+08,4.46E+05
4.65E+02,1.00E+00,5.20E+04,5.27E+07,1.70E+05
4.95E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.25E+02,2.00E+00,1.04E+05,1.52E+08,4.33E+05
5.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5.85E+02,1.00E+00,5.20E+04,1.05E+08,2.69E+05
6.15E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.45E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6.75E+02,1.00E+00,5.20E+04,1.61E+08,3.58E+05
7.05E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.35E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7.65E+02,1.00E+00,5.20E+04,2.34E+08,4.60E+05
7.95E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.25E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.55E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8.85E+02,0.00E+00,0.00E+00,0.00E+00,0.00E+00
