T[°C]	Scattering [mAU]	S.D.
19.99929	94.98643	1.022359
20.05328	94.87556	0.8620958
20.10727	94.93898	0.8272964
20.16126	95.30634	0.6842026
20.21525	95.0468	0.6348025
20.26924	94.88188	1.238901
20.32323	95.03358	0.8499159
20.37722	94.88985	0.9834198
20.43121	94.77251	1.19377
20.4852	94.94276	0.9098755
20.53919	94.97355	1.075328
20.59318	94.87406	1.08211
20.64717	94.981	0.9271078
20.70116	95.05007	0.9368619
20.75515	95.13237	0.8579289
20.80914	94.99417	0.6926622
20.86313	94.88268	0.4991203
20.91712	94.93392	0.367468
20.97111	94.87053	0.4168353
21.0251	95.02908	0.4449987
21.07909	94.97742	0.5722603
21.13308	94.87097	0.4370598
21.18707	94.86422	0.7184376
21.24106	94.78803	0.4789055
21.29505	94.62904	0.6090511
21.34904	94.724	0.634533
21.40303	94.74766	0.7769259
21.45702	94.87085	0.7746264
21.51101	94.87753	0.6540681
21.565	94.95408	1.148272
21.61899	94.82605	0.7885696
21.67298	94.73232	0.8421103
21.72697	94.72683	0.9521166
21.78096	94.89912	1.139388
21.83495	94.86894	1.098329
21.88894	94.66716	0.901599
21.94293	94.79342	0.7939202
21.99692	94.89699	0.7559583
22.05091	94.87574	0.5662749
22.1049	94.83386	0.696741
22.1589	94.91679	0.7628317
22.21288	94.87965	0.7690467
22.26687	94.85523	1.013675
22.32087	95.035	0.7467467
22.37486	94.8327	1.009938
22.42885	94.97765	1.001372
22.48284	94.8147	0.9054769
22.53683	94.8297	1.33413
22.59082	94.79581	1.009019
22.64481	94.6421	1.386268
22.6988	94.8353	1.219341
22.75279	94.81275	1.399956
22.80678	94.84107	1.321539
22.86077	94.67004	1.218102
22.91476	94.75695	0.7545242
22.96875	94.76211	0.9209366
23.02274	94.74094	0.7438478
23.07673	94.60654	0.883593
23.13072	94.77377	0.7968862
23.18471	94.85381	0.765752
23.2387	94.88076	0.810168
23.29269	94.75756	0.9322687
23.34668	94.66302	0.9069442
23.40067	94.63126	1.036661
23.45466	94.55065	1.03905
23.50865	94.59039	0.99199
23.56264	94.67184	1.024724
23.61663	94.85007	1.060926
23.67062	94.84354	1.241312
23.72461	94.74035	1.087352
23.7786	94.78501	0.8590179
23.83259	94.77766	0.8994168
23.88658	94.82117	0.7225327
23.94057	94.86124	0.6690835
23.99456	94.85619	0.5927276
24.04855	94.89877	0.4600703
24.10254	94.93224	0.5564204
24.15653	94.74665	0.5640041
24.21052	94.71872	0.6942995
24.26451	94.73363	0.7095305
24.3185	94.72713	0.7195731
24.37249	94.71795	0.8080221
24.42648	94.70678	0.7438406
24.48047	94.9203	0.7281078
24.53446	94.67387	0.8052945
24.58845	94.75632	0.7030106
24.64244	94.74189	0.563059
24.69643	94.65878	0.7396978
24.75042	94.79348	0.6627631
24.80441	94.81277	0.5178434
24.8584	94.66485	0.5905065
24.9124	94.66346	0.5510649
24.96638	94.73189	0.4741805
25.02037	94.56657	0.2604801
25.07437	94.85289	0.2638856
25.12836	94.58623	0.4256964
25.18235	94.6599	0.3988666
25.23634	94.77334	0.43439
25.29033	94.4866	0.5087548
25.34432	94.80952	0.3690168
25.39831	94.72533	0.6694524
25.4523	94.59084	0.4495895
25.50629	94.56867	0.3949184
25.56028	94.4978	0.8308775
25.61427	94.55142	0.7032323
25.66826	94.57177	0.8862385
25.72225	94.78461	1.029759
25.77624	94.69095	0.8236501
25.83023	94.73233	0.9029737
25.88422	94.69246	0.6046547
25.93821	94.63042	0.732384
25.9922	94.61317	0.613772
26.04619	94.47322	0.603465
26.10018	94.54457	0.6902078
26.15417	94.84013	0.7048266
26.20816	94.61373	0.6300405
26.26215	94.75033	0.4023596
26.31614	94.70385	0.5120309
26.37013	94.69157	0.5619841
26.42412	94.72092	0.7637537
26.47811	94.54446	1.146278
26.5321	94.65368	0.9990755
26.58609	94.60902	1.273303
26.64008	94.60712	0.7816799
26.69407	94.63137	0.9422836
26.74806	94.51795	0.7398353
26.80205	94.5549	0.5855207
26.85604	94.55527	0.7144123
26.91003	94.53221	0.6293688
26.96402	94.61759	0.603785
27.01801	94.44101	0.6759252
27.072	94.47213	0.5836338
27.12599	94.69601	0.4068022
27.17998	94.69833	0.5006719
27.23397	94.76052	0.5184791
27.28796	94.76508	0.5730246
27.34195	94.57404	0.7710104
27.39594	94.62749	0.7488807
27.44993	94.57298	0.7022102
27.50392	94.44492	0.6295296
27.55791	94.45291	0.64693
27.6119	94.46475	0.6954347
27.6659	94.59077	0.7180102
27.71988	94.69517	0.7825974
27.77387	94.67198	0.8203657
27.82787	94.67793	0.7287313
27.88186	94.62705	0.6257208
27.93585	94.60819	0.5120133
27.98984	94.66479	0.4317315
28.04383	94.70406	0.4667097
28.09782	94.696	0.4844685
28.15181	94.73164	0.3890064
28.2058	94.70937	0.3589859
28.25979	94.67498	0.3507206
28.31378	94.60741	0.2950804
28.36777	94.65845	0.2732226
28.42176	94.75727	0.3774361
28.47575	94.69115	0.3327827
28.52974	94.75558	0.4146389
28.58373	94.68498	0.3979486
28.63772	94.58086	0.3430425
28.69171	94.51804	0.4234624
28.7457	94.36008	0.3893849
28.79969	94.51492	0.4238845
28.85368	94.55847	0.5684808
28.90767	94.43313	0.5992698
28.96166	94.69186	0.4883583
29.01565	94.53885	0.2484339
29.06964	94.56107	0.4059536
29.12363	94.61211	0.3956076
29.17762	94.54608	0.4417118
29.23161	94.5918	0.612043
29.2856	94.46943	0.5734633
29.33959	94.71487	0.3131025
29.39358	94.55205	0.3550031
29.44757	94.63619	0.3597185
29.50156	94.59023	0.6476184
29.55555	94.54265	0.5477141
29.60954	94.53832	0.8619523
29.66353	94.65573	1.046221
29.71752	94.62144	0.841333
29.77151	94.73026	0.7368045
29.8255	94.45191	0.6793835
29.87949	94.52485	0.8596601
29.93348	94.48747	0.7823354
29.98747	94.20252	1.061375
30.04146	94.37152	1.036766
30.09545	94.30917	0.7143047
30.14944	94.54435	0.7352363
30.20343	94.48827	0.6677551
30.25742	94.5733	0.4740426
30.31141	94.57005	0.6934263
30.3654	94.4501	0.3242291
30.4194	94.55009	0.53019
30.47338	94.50952	0.4844449
30.52737	94.30429	0.5639747
30.58137	94.47858	0.6234044
30.63535	94.39538	0.8182832
30.68935	94.45913	0.8280844
30.74334	94.74718	0.7582297
30.79733	94.59579	0.7522336
30.85132	94.60229	0.9418045
30.90531	94.54041	0.7084524
30.9593	94.55419	0.823086
31.01329	94.50478	0.7480807
31.06728	94.37433	0.7083563
31.12127	94.37876	0.6178426
31.17526	94.37509	0.5547991
31.22925	94.36185	0.462625
31.28324	94.48082	0.5385684
31.33723	94.47008	0.4530563
31.39122	94.64643	0.220939
31.44521	94.64077	0.3700688
31.4992	94.433	0.4673131
31.55319	94.48759	0.4655588
31.60718	94.45655	0.5720185
31.66117	94.47207	0.5201805
31.71516	94.61397	0.5924425
31.76915	94.64127	0.6091314
31.82314	94.64796	0.5305068
31.87713	94.55405	0.5895207
31.93112	94.46198	0.5241773
31.98511	94.42469	0.5055135
32.0391	94.3578	0.6343507
32.09309	94.54295	0.7308127
32.14708	94.55859	0.7389873
32.20107	94.51122	0.5988562
32.25506	94.5229	0.4824024
32.30905	94.31805	0.2813222
32.36304	94.43472	0.2820417
32.41703	94.60483	0.2140798
32.47102	94.43037	0.2407755
32.52501	94.65148	0.215074
32.579	94.37836	0.3125964
32.63299	94.44737	0.306534
32.68699	94.41078	0.3834761
32.74097	94.30826	0.3184025
32.79496	94.4404	0.5588877
32.84895	94.7669	0.8218695
32.90294	94.60493	0.7814879
32.95694	94.6084	0.8456816
33.01093	94.39768	0.7266727
33.06491	94.37141	0.6260067
33.1189	94.32682	0.8349993
33.17289	94.31056	1.056353
33.22689	94.33739	1.016003
