T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
19.99929	6949.268	28.33503	-104.4048	3.979095
20.05328	6943.539	28.2883	-104.2734	3.887482
20.10727	6937.81	28.24805	-104.1422	3.795998
20.16126	6932.083	28.21369	-104.0113	3.704657
20.21525	6926.358	28.18384	-103.8806	3.613468
20.26924	6920.639	28.15738	-103.7502	3.522449
20.32323	6914.924	28.13358	-103.6201	3.431614
20.37722	6909.217	28.11209	-103.4904	3.340983
20.43121	6903.519	28.09186	-103.3609	3.250565
20.4852	6897.831	28.07319	-103.2319	3.160395
20.53919	6892.152	28.05449	-103.1032	3.070487
20.59318	6886.483	28.03611	-102.9749	2.980863
20.64717	6880.822	28.01812	-102.8471	2.891543
20.70116	6875.166	28.00162	-102.7197	2.802563
20.75515	6869.513	27.98856	-102.5928	2.713939
20.80914	6863.855	27.98163	-102.4664	2.625696
20.86313	6858.184	27.98808	-102.3405	2.537858
20.91712	6852.483	28.0224	-102.2151	2.450458
20.97111	6846.74	28.10934	-102.0903	2.363511
21.0251	6841.086	28.20933	-101.966	2.277046
21.07909	6835.44	28.27855	-101.8422	2.191096
21.13308	6829.819	28.30474	-101.7189	2.105677
21.18707	6824.236	28.28088	-101.5963	2.020803
21.24106	6818.702	28.21406	-101.4741	1.936503
21.29505	6813.222	28.11565	-101.3524	1.852784
21.34904	6807.794	27.99773	-101.2313	1.769655
21.40303	6802.416	27.86926	-101.1106	1.687124
21.45702	6797.074	27.7343	-100.9903	1.605187
21.51101	6791.758	27.60523	-100.8705	1.523846
21.565	6786.46	27.49834	-100.751	1.443088
21.61899	6781.172	27.42346	-100.6318	1.362896
21.67298	6775.886	27.38356	-100.5129	1.283255
21.72697	6770.593	27.377	-100.3943	1.204132
21.78096	6765.286	27.40448	-100.2758	1.125484
21.83495	6759.958	27.4645	-100.1574	1.047281
21.88894	6754.608	27.54963	-100.0391	0.9694663
21.94293	6749.247	27.6496	-99.92085	0.8919898
21.99692	6743.883	27.75492	-99.80251	0.8148046
22.05091	6738.522	27.85742	-99.68402	0.7378543
22.1049	6733.168	27.95763	-99.5653	0.6610984
