T[°C]	Scattering [mAU]	S.D.
19.99894	90.86912	
19.99921	91.00856	
19.9994	91.15411	
20.00897	90.72273	
20.01058	91.07735	
20.03199	91.05273	
20.03464	90.83686	
20.06258	91.133	
20.06612	90.70612	
20.10156	90.84931	
20.10576	90.67325	
20.14979	90.87171	
20.15487	90.86311	
20.20324	90.74055	
20.20917	90.50679	
20.26677	90.79195	
20.27347	90.77918	
20.33757	90.90491	
20.34467	90.52907	
20.415	90.99597	
20.42313	90.76234	
20.49964	91.01671	
20.50747	91.33391	
20.58467	90.74927	
20.59389	90.95893	
20.68164	90.60567	
20.6909	90.33337	
20.77981	90.39698	
20.78953	90.47797	
20.87918	90.24857	
20.88943	90.43267	
20.98696	90.42635	
20.99741	90.08594	
21.09327	90.5406	
21.1037	89.80224	
21.20162	90.42937	
21.2131	89.89825	
21.31014	90.36489	
21.32066	90.57958	
21.42126	90.46236	
21.43279	90.82057	
21.53274	90.44583	
21.54351	90.31428	
21.64014	90.48173	
21.65052	89.94241	
21.75051	90.61744	
21.76075	90.54803	
21.85891	90.50939	
21.87027	90.40459	
21.96824	90.26278	
21.97887	89.96573	
22.07968	90.07481	
22.09094	90.06465	
22.18666	90.78855	
22.19674	90.42841	
22.29699	91.16605	
22.30811	90.53315	
22.40652	90.94973	
22.41703	90.70559	
22.51701	90.50733	
22.52824	90.73396	
22.62439	90.59148	
22.63461	90.92178	
22.73355	90.64382	
22.74446	90.7801	
22.84485	90.61447	
22.85513	90.36571	
22.95307	90.05998	
22.96383	90.15833	
23.06319	89.85472	
23.07385	90.45914	
23.17238	90.72123	
23.18271	90.46899	
23.28065	90.72285	
23.29275	90.37836	
23.3912	90.70734	
23.40201	90.29858	
23.50202	90.69999	
23.51272	90.4432	
23.61047	90.86645	
23.62073	90.71874	
23.71968	90.58053	
23.73065	90.70574	
23.82916	90.32221	
23.83927	90.23794	
23.93714	90.32536	
23.94738	89.86654	
24.0489	90.38754	
24.06006	90.10349	
24.15821	90.62207	
24.1688	90.35657	
24.26707	90.65113	
24.27774	90.56467	
24.37652	90.71293	
24.38717	90.27818	
24.48701	90.6909	
24.49797	90.31886	
24.59423	90.2636	
24.60504	90.74386	
24.70551	90.33466	
24.71571	90.42472	
24.81589	90.77377	
24.82666	89.78972	
24.92384	90.20548	
24.93417	90.01319	
25.03302	89.8738	
25.04346	90.23645	
25.14421	89.76863	
25.15517	90.0218	
25.25343	90.02746	
25.26367	90.00349	
25.36224	90.35068	
25.37283	90.17666	
25.47243	90.46875	
25.48339	89.95436	
25.58234	90.84325	
25.59268	90.44604	
25.68924	90.47956	
25.70004	90.61913	
25.79981	90.43762	
25.81132	90.43532	
25.91146	90.59808	
25.92184	90.30776	
26.01913	90.86263	
26.02973	90.2859	
26.1291	90.54475	
26.13972	90.21802	
26.23895	90.39884	
26.24977	90.2197	
26.35045	90.52365	
26.3612	90.46278	
26.45645	90.71413	
26.47026	90.75006	
26.56774	90.72697	
26.57839	90.60662	
26.67704	90.47746	
26.6874	90.56577	
26.78433	90.43963	
26.79452	90.45986	
26.89569	90.77113	
26.90636	90.51761	
27.00375	90.64137	
27.01409	90.1827	
27.11451	90.13183	
27.1247	90.01093	
27.22342	89.7631	
27.23428	90.19552	
27.33377	90.33557	
27.34393	90.33727	
27.44155	90.56642	
27.45197	90.15333	
27.55199	90.482	
27.56227	90.02076	
27.66247	90.50532	
27.67276	90.16261	
27.77284	90.60653	
27.78321	90.81085	
27.88265	90.40288	
27.8938	90.21985	
27.99177	90.76152	
28.00194	90.03577	
28.09981	90.46403	
28.11205	90.2411	
28.21304	89.73328	
28.22358	89.91033	
28.31879	89.68285	
28.32917	89.55924	
28.42875	89.9843	
28.43944	89.84935	
28.53918	90.24503	
28.54961	89.96226	
28.64716	90.05925	
28.65794	90.08845	
28.75686	90.2916	
28.76745	90.24444	
28.86587	90.16214	
28.8763	89.6507	
28.97633	90.02182	
28.98664	89.78236	
29.08677	90.16187	
29.09744	89.93533	
29.19358	90.04057	
29.20399	89.6246	
29.30409	89.72787	
29.31479	89.73361	
29.41421	90.0602	
29.42458	89.85926	
29.52221	90.51518	
29.53277	90.26706	
29.6329	90.78075	
29.64388	90.73907	
29.74193	90.37046	
29.75205	90.22146	
29.85179	90.30978	
29.86234	90.41224	
