Project Name,ECD 1_2:Concentration,ECD 2_5:Concentration,ECD 5_10:Concentration,ECD 10_25:Concentration,ECD 25_70:Concentration,ECD ge70:Concentration,MFD ge70:Concentration,MFD ge125:Concentration
2023_06_09_Bot_02-Run004,421140,337047,43326,9373,54,0,2.3,0
2023_06_09_Bot_02-Run016,345061,136856,23383,4607,22,0,2.3,0
