T[°C]	350nm [counts / mm]	S.D.	First derivative	S.D. of first derivative
20.00043	2892.872		-39.85982	
20.05437	2890.68		-39.87472	
20.10832	2888.489		-39.88973	
20.16228	2886.299		-39.90485	
20.21622	2884.112		-39.92007	
20.27017	2881.927		-39.9354	
20.32412	2879.746		-39.95082	
20.37807	2877.566		-39.96633	
20.43202	2875.387		-39.98192	
20.48597	2873.208		-39.99757	
20.53992	2871.028		-40.01329	
20.59387	2868.844		-40.02905	
20.64782	2866.656		-40.04485	
20.70177	2864.461		-40.06067	
20.75572	2862.26		-40.07648	
20.80967	2860.049		-40.09229	
20.86362	2857.826		-40.10807	
20.91757	2855.589		-40.1238	
20.97152	2853.344		-40.13946	
21.02547	2851.125		-40.15503	
21.07942	2848.936		-40.17049	
21.13337	2846.783		-40.18581	
21.18732	2844.663		-40.20098	
21.24127	2842.569		-40.21595	
21.29522	2840.49		-40.23072	
21.34917	2838.413		-40.24525	
21.40312	2836.329		-40.25951	
21.45707	2834.234		-40.2735	
21.51102	2832.131		-40.28718	
21.56497	2830.025		-40.30055	
21.61892	2827.917		-40.3136	
21.67287	2825.803		-40.32631	
21.72682	2823.682		-40.3387	
21.78077	2821.553		-40.35075	
21.83472	2819.416		-40.36247	
21.88867	2817.272		-40.37388	
21.94262	2815.128		-40.38499	
21.99657	2812.993		-40.39582	
22.05052	2810.869		-40.4064	
22.10447	2808.75		-40.41679	
22.15842	2806.622		-40.42705	
22.21237	2804.473		-40.43724	
22.26632	2802.294		-40.44749	
22.32027	2800.091		-40.45794	
22.37422	2797.867		-40.46878	
22.42817	2795.627		-40.48027	
22.48212	2793.37		-40.49273	
22.53607	2791.096		-40.50652	
22.59002	2788.797		-40.52198	
22.64397	2786.464		-40.52793	
22.69792	2784.099		-40.53323	
22.75187	2781.714		-40.53772	
22.80582	2779.324		-40.54128	
22.85977	2776.943		-40.54374	
22.91372	2774.583		-40.54498	
22.96766	2772.261		-40.5449	
23.02162	2769.986		-40.54345	
23.07557	2767.76		-40.5406	
23.12951	2765.579		-40.53635	
23.18346	2763.439		-40.53072	
23.23742	2761.338		-40.52374	
23.29136	2759.266		-40.51546	
23.34531	2757.211		-40.50594	
23.39926	2755.154		-40.49524	
23.45321	2753.077		-40.48346	
23.50716	2750.97		-40.47068	
23.56111	2748.829		-40.45704	
23.61506	2746.654		-40.44268	
23.66901	2744.45		-40.42776	
23.72296	2742.232		-40.41249	
23.77691	2740.016		-40.39705	
23.83086	2737.812		-40.38166	
23.88481	2735.624		-40.36653	
23.93876	2733.452		-40.35186	
23.99271	2731.291		-40.33779	
24.04666	2729.14		-40.32447	
24.10061	2726.99		-40.31199	
24.15456	2724.828		-40.30041	
24.20851	2722.643		-40.28974	
24.26246	2720.425		-40.27999	
24.31641	2718.172		-40.27112	
24.37036	2715.886		-40.26308	
24.42431	2713.584		-40.25579	
24.47826	2711.285		-40.24917	
24.53221	2709.011		-40.24316	
24.58616	2706.776		-40.23772	
24.64011	2704.589		-40.23281	
24.69406	2702.456		-40.22844	
24.74801	2700.371		-40.22464	
24.80196	2698.327		-40.22149	
24.85591	2696.312		-40.21906	
24.90986	2694.321		-40.21741	
24.96381	2692.349		-40.21658	
25.01776	2690.387		-40.21658	
25.07171	2688.421		-40.21744	
25.12566	2686.435		-40.21914	
25.17961	2684.421		-40.22166	
25.23356	2682.375		-40.22498	
25.28751	2680.293		-40.22905	
25.34146	2678.181		-40.2338	
25.39541	2676.047		-40.23916	
25.44936	2673.897		-40.24503	
25.50331	2671.738		-40.25132	
25.55726	2669.566		-40.25792	
25.61121	2667.372		-40.26473	
25.66516	2665.15		-40.27161	
25.71911	2662.9		-40.27843	
25.77306	2660.626		-40.285	
25.82701	2658.334		-40.29113	
