X Lag Time,Record 49: K8 1,Record 50: K8 2,Record 51: K8 3
0.5,0.882,0.904,0.904
1,0.879,0.901,0.904
1.5,0.878,0.894,0.895
2,0.876,0.893,0.894
2.5,0.877,0.893,0.895
3,0.873,0.888,0.889
3.5,0.871,0.889,0.889
4,0.873,0.888,0.89
4.5,0.869,0.887,0.889
5.5,0.867,0.886,0.884
6.5,0.865,0.883,0.884
7.5,0.863,0.88,0.882
8.5,0.863,0.88,0.881
9.5,0.861,0.878,0.878
10.5,0.858,0.874,0.877
11.5,0.857,0.873,0.876
12.5,0.856,0.873,0.875
14.5,0.853,0.868,0.87
16.5,0.849,0.866,0.869
18.5,0.847,0.864,0.864
20.5,0.845,0.862,0.863
22.5,0.843,0.859,0.86
24.5,0.839,0.855,0.858
26.5,0.838,0.853,0.855
28.5,0.835,0.852,0.852
32.5,0.832,0.846,0.849
36.5,0.826,0.843,0.844
40.5,0.823,0.838,0.839
44.5,0.818,0.833,0.836
48.5,0.814,0.829,0.831
52.5,0.811,0.825,0.828
56.5,0.807,0.821,0.823
60.5,0.803,0.817,0.819
68.5,0.796,0.808,0.811
76.5,0.788,0.801,0.803
84.5,0.78,0.794,0.796
92.5,0.774,0.786,0.787
101,0.766,0.779,0.782
109,0.76,0.772,0.774
117,0.752,0.765,0.766
125,0.746,0.758,0.759
141,0.732,0.745,0.746
157,0.72,0.731,0.732
173,0.707,0.718,0.72
189,0.695,0.706,0.707
205,0.683,0.694,0.695
221,0.672,0.682,0.683
237,0.661,0.671,0.671
253,0.65,0.659,0.66
285,0.629,0.637,0.638
317,0.61,0.616,0.617
349,0.591,0.597,0.597
381,0.572,0.578,0.577
413,0.555,0.559,0.559
445,0.538,0.541,0.541
477,0.522,0.525,0.525
509,0.507,0.509,0.509
573,0.477,0.479,0.479
637,0.449,0.451,0.451
701,0.424,0.425,0.425
765,0.4,0.401,0.401
829,0.378,0.379,0.379
893,0.358,0.357,0.359
957,0.34,0.338,0.34
1.02E+03,0.323,0.32,0.322
1.15E+03,0.291,0.287,0.29
1.28E+03,0.264,0.258,0.263
1.40E+03,0.24,0.233,0.238
1.53E+03,0.218,0.21,0.216
1.66E+03,0.199,0.191,0.197
1.79E+03,0.182,0.173,0.18
1.92E+03,0.168,0.158,0.166
2.04E+03,0.156,0.144,0.153
2.30E+03,0.135,0.121,0.132
2.56E+03,0.119,0.103,0.116
2.81E+03,0.107,0.0894,0.102
3.07E+03,0.0965,0.0786,0.0924
3.32E+03,0.0868,0.0699,0.0847
3.58E+03,0.0785,0.0632,0.0768
3.84E+03,0.0711,0.0585,0.07
4.09E+03,0.0661,0.0535,0.0646
4.60E+03,0.0591,0.0453,0.058
5.12E+03,0.0549,0.0417,0.0559
5.63E+03,0.0522,0.0387,0.0544
6.14E+03,0.0487,0.036,0.052
6.65E+03,0.0493,0.0337,0.0507
7.16E+03,0.0465,0.0338,0.0477
7.68E+03,0.0423,0.0335,0.0462
8.19E+03,0.0418,0.0336,0.0464
9.21E+03,0.0408,0.0335,0.0417
1.02E+04,0.041,0.0347,0.0367
1.13E+04,0.0399,0.0352,0.0386
1.23E+04,0.0381,0.0341,0.0418
1.33E+04,0.0395,0.0353,0.0427
1.43E+04,0.0402,0.0384,0.0403
1.54E+04,0.0379,0.0381,0.0376
1.64E+04,0.0374,0.0354,0.0366
1.84E+04,0.032,0.0314,0.0337
2.05E+04,0.032,0.0315,0.0296
2.25E+04,0.0318,0.0362,0.0307
2.46E+04,0.0339,0.037,0.0279
2.66E+04,0.0344,0.0325,0.0294
2.87E+04,0.0334,0.0259,0.0332
3.07E+04,0.0291,0.0267,0.0356
3.28E+04,0.0293,0.0289,0.0304
3.69E+04,0.0279,0.0298,0.0262
4.10E+04,0.0276,0.0245,0.0215
4.51E+04,0.0229,0.0231,0.0278
4.91E+04,0.0189,0.0237,0.0188
5.32E+04,0.018,0.0244,0.0164
5.73E+04,0.0169,0.0196,0.0193
6.14E+04,0.0187,0.0177,0.0172
6.55E+04,0.0154,0.0189,0.018
7.37E+04,0.0124,0.0154,0.0189
8.19E+04,0.00995,0.014,0.0169
9.01E+04,0.00839,0.0163,0.016
9.83E+04,0.00619,0.0145,0.0103
1.06E+05,0.00639,0.0125,0.0113
1.15E+05,0.00764,0.0122,0.0105
1.23E+05,0.00563,0.0117,0.0101
1.31E+05,0.00426,0.0115,0.00905
1.47E+05,0.00749,0.00941,0.0128
1.64E+05,0.00604,0.00945,0.0113
1.80E+05,0.00492,0.00907,0.0138
1.97E+05,0.0053,0.00731,0.0117
2.13E+05,0.00437,0.00676,0.00998
2.29E+05,0.00353,0.00805,0.00896
2.46E+05,0.00684,0.00544,0.00949
2.62E+05,0.00488,0.00606,0.00912
2.95E+05,0.0053,0.00553,0.00696
3.28E+05,0.0062,0.0049,0.00764
3.60E+05,0.00614,0.00609,0.0114
3.93E+05,0.00663,0.00653,0.0094
4.26E+05,0.00668,0.00653,0.0115
4.59E+05,0.00763,0.0073,0.0135
4.92E+05,0.00784,0.00767,0.00894
5.24E+05,0.00353,0.00868,0.00663
5.90E+05,0.00467,0.00539,0.00568
6.55E+05,0.00608,0.00523,0.00384
7.21E+05,0.0069,0.00468,0.00459
7.86E+05,0.00394,0.0049,0.00771
8.52E+05,0.0049,0.00604,0.00776
9.18E+05,0.00584,0.00546,0.00656
9.83E+05,0.00264,0.00549,0.00733
1.05E+06,0.00381,0.00488,0.00358
1.18E+06,0.00611,0.0052,0.00446
1.31E+06,0.00329,0.00185,0.00361
1.44E+06,0.00373,0.00471,0.00305
1.57E+06,0.00611,0.00398,0.00274
1.70E+06,0.00414,0.00239,0.00237
1.84E+06,0.00723,0.000675,0.00241
1.97E+06,0.00575,0.0009,0.00443
2.10E+06,0.00591,0.00163,0.0025
2.36E+06,0.00821,0.00331,0.00145
2.62E+06,0.00902,0.00271,0.000985
2.88E+06,0.012,0.00236,0.0019
3.15E+06,0.00726,0.00204,0.00277
3.41E+06,0.0103,0.00207,0.000189
3.67E+06,0.00835,0.00147,0.000178
3.93E+06,0.00878,0.00126,0
4.19E+06,0,0,0
4.72E+06,0,0,0
5.24E+06,0,0,0
5.77E+06,0,0,0
6.29E+06,0,0,0
6.82E+06,0,0,0
7.34E+06,0,0,0
7.86E+06,0,0,0
8.39E+06,0,0,0
9.44E+06,0,0,0
1.05E+07,0,0,0
1.15E+07,0,0,0
1.26E+07,0,0,0
1.36E+07,0,0,0
1.47E+07,0,0,0
1.57E+07,0,0,0
1.68E+07,0,0,0
1.89E+07,0,0,0
2.10E+07,0,0,0
2.31E+07,0,0,0
2.52E+07,0,0,0
2.73E+07,0,0,0
2.94E+07,0,0,0
3.15E+07,0,0,0
3.36E+07,0,0,0
3.77E+07,0,0,0
4.19E+07,0,0,0
4.61E+07,0,0,0
5.03E+07,0,0,0
5.45E+07,0,0,0
5.87E+07,0,0,0
